building_id,metric,model,MAE,CV(RMSE),delta_cvrmse_vs_seasonal_naive_pct
Fox_education_Stacia,power_active_kw,seasonal_naive_168h,2.3031,6.13,0.0
Fox_education_Stacia,power_active_kw,ridge_regression,2.3769,5.26,-14.18
Fox_education_Sterling,power_active_kw,seasonal_naive_168h,3.5422,26.99,0.0
Fox_education_Sterling,power_active_kw,ridge_regression,3.3766,24.76,-8.28
Fox_education_Suzan,power_active_kw,seasonal_naive_168h,4.0698,19.45,0.0
Fox_education_Suzan,power_active_kw,ridge_regression,4.09,16.46,-15.34
Fox_education_Tamika,power_active_kw,seasonal_naive_168h,12.9221,16.63,0.0
Fox_education_Tamika,power_active_kw,ridge_regression,17.1597,19.95,20.01
Fox_education_Theodore,power_active_kw,seasonal_naive_168h,9.7969,10.28,0.0
Fox_education_Theodore,power_active_kw,ridge_regression,7.2116,7.41,-27.94
Fox_education_Tonya,power_active_kw,seasonal_naive_168h,8.7338,8.11,0.0
Fox_education_Tonya,power_active_kw,ridge_regression,7.4597,6.74,-16.84
Fox_education_Virgil,power_active_kw,seasonal_naive_168h,5.0306,9.85,0.0
Fox_education_Virgil,power_active_kw,ridge_regression,4.1841,8.83,-10.36
Fox_education_Virginia,power_active_kw,seasonal_naive_168h,2.9677,57.66,0.0
Fox_education_Virginia,power_active_kw,ridge_regression,3.1535,56.63,-1.78
Fox_education_Wendell,power_active_kw,seasonal_naive_168h,15.1719,6.67,0.0
Fox_education_Wendell,power_active_kw,ridge_regression,12.7602,5.94,-11.04
Fox_education_Willis,power_active_kw,seasonal_naive_168h,52.7032,5.01,0.0
Fox_education_Willis,power_active_kw,ridge_regression,34.5468,3.92,-21.89
Fox_education_Yolande,power_active_kw,seasonal_naive_168h,15.8607,5.49,0.0
Fox_education_Yolande,power_active_kw,ridge_regression,18.2137,5.43,-1.04
Fox_office_Alice,power_active_kw,seasonal_naive_168h,12.6897,6.88,0.0
Fox_office_Alice,power_active_kw,ridge_regression,12.3934,6.52,-5.35
Fox_office_Bernard,power_active_kw,seasonal_naive_168h,8.2609,11.7,0.0
Fox_office_Bernard,power_active_kw,ridge_regression,6.7625,9.88,-15.59
Fox_office_Berniece,power_active_kw,seasonal_naive_168h,3.8387,23.23,0.0
Fox_office_Berniece,power_active_kw,ridge_regression,5.5467,27.52,18.49
Fox_office_Brandy,power_active_kw,seasonal_naive_168h,3.4859,21.39,0.0
Fox_office_Brandy,power_active_kw,ridge_regression,4.5874,25.21,17.87
Fox_office_Carson,power_active_kw,seasonal_naive_168h,7.142,22.64,0.0
Fox_office_Carson,power_active_kw,ridge_regression,6.1545,17.45,-22.94
Fox_office_Clayton,power_active_kw,seasonal_naive_168h,8.6562,19.3,0.0
Fox_office_Clayton,power_active_kw,ridge_regression,8.5115,17.52,-9.21
Fox_office_Demetrius,power_active_kw,seasonal_naive_168h,34.4636,37.03,0.0
Fox_office_Demetrius,power_active_kw,ridge_regression,26.2302,27.21,-26.51
Fox_office_Easter,power_active_kw,seasonal_naive_168h,2.9076,25.7,0.0
Fox_office_Easter,power_active_kw,ridge_regression,2.7826,22.32,-13.17
Fox_office_Edythe,power_active_kw,seasonal_naive_168h,9.4779,14.2,0.0
Fox_office_Edythe,power_active_kw,ridge_regression,9.0165,12.94,-8.89
Fox_office_Essie,power_active_kw,seasonal_naive_168h,2.639,37.11,0.0
Fox_office_Essie,power_active_kw,ridge_regression,2.495,30.49,-17.85
Fox_office_Gaylord,power_active_kw,seasonal_naive_168h,11.8211,17.11,0.0
Fox_office_Gaylord,power_active_kw,ridge_regression,16.7645,19.31,12.88
Fox_office_Israel,power_active_kw,seasonal_naive_168h,8.0487,11.46,0.0
Fox_office_Israel,power_active_kw,ridge_regression,7.9472,10.34,-9.73
Fox_office_Joy,power_active_kw,seasonal_naive_168h,6.7735,7.38,0.0
Fox_office_Joy,power_active_kw,ridge_regression,9.4879,9.01,22.04
Fox_office_Juana,power_active_kw,seasonal_naive_168h,3.3181,35.6,0.0
Fox_office_Juana,power_active_kw,ridge_regression,3.4199,34.12,-4.16
Fox_office_Karima,power_active_kw,seasonal_naive_168h,9.5631,26.98,0.0
Fox_office_Karima,power_active_kw,ridge_regression,13.9926,30.08,11.49
Fox_office_Margarita,power_active_kw,seasonal_naive_168h,1.9424,17.31,0.0
Fox_office_Margarita,power_active_kw,ridge_regression,1.7235,15.4,-11.03
Fox_office_Molly,power_active_kw,seasonal_naive_168h,0.7179,38.46,0.0
Fox_office_Molly,power_active_kw,ridge_regression,1.5752,61.52,59.98
Fox_office_Rowena,power_active_kw,seasonal_naive_168h,4.4421,22.25,0.0
Fox_office_Rowena,power_active_kw,ridge_regression,4.1366,18.19,-18.25
Fox_office_Sheila,power_active_kw,seasonal_naive_168h,1.034,20.05,0.0
Fox_office_Sheila,power_active_kw,ridge_regression,1.1283,19.28,-3.88
Fox_office_Susanne,power_active_kw,seasonal_naive_168h,3.976,39.8,0.0
Fox_office_Susanne,power_active_kw,ridge_regression,3.4714,33.4,-16.1
Fox_office_Thelma,power_active_kw,seasonal_naive_168h,13.4342,23.41,0.0
Fox_office_Thelma,power_active_kw,ridge_regression,13.2302,18.46,-21.15
Fox_office_Vicki,power_active_kw,seasonal_naive_168h,9.9472,11.86,0.0
Fox_office_Vicki,power_active_kw,ridge_regression,7.9452,9.35,-21.15
Fox_office_Yong,power_active_kw,seasonal_naive_168h,15.3306,19.83,0.0
Fox_office_Yong,power_active_kw,ridge_regression,13.8543,16.22,-18.21
Fox_office_Zachary,power_active_kw,seasonal_naive_168h,32.5466,24.49,0.0
Fox_office_Zachary,power_active_kw,ridge_regression,23.1464,17.23,-29.66
Gator_office_August,power_active_kw,seasonal_naive_168h,11.8794,40.84,0.0
Gator_office_August,power_active_kw,ridge_regression,10.1731,34.52,-15.46
Gator_office_Betty,power_active_kw,seasonal_naive_168h,7.2028,40.31,0.0
Gator_office_Betty,power_active_kw,ridge_regression,4.6758,27.91,-30.76
Gator_office_Hunter,power_active_kw,seasonal_naive_168h,10.1208,43.9,0.0
Gator_office_Hunter,power_active_kw,ridge_regression,6.3363,30.21,-31.17
Gator_office_Julie,power_active_kw,seasonal_naive_168h,3.2905,66.13,0.0
Gator_office_Julie,power_active_kw,ridge_regression,1.9133,44.52,-32.67
Gator_office_Lisa,power_active_kw,seasonal_naive_168h,24.3305,31.33,0.0
Gator_office_Lisa,power_active_kw,ridge_regression,18.4534,23.87,-23.8
Gator_office_Lucy,power_active_kw,seasonal_naive_168h,0.2741,56.91,0.0
Gator_office_Lucy,power_active_kw,ridge_regression,0.633,89.1,56.56
Gator_office_Merle,power_active_kw,seasonal_naive_168h,0.4606,76.85,0.0
Gator_office_Merle,power_active_kw,ridge_regression,0.2799,47.4,-38.32
Hog_education_Beth,power_active_kw,seasonal_naive_168h,11.8138,17.0,0.0
Hog_education_Beth,power_active_kw,ridge_regression,10.3185,13.76,-19.07
Hog_education_Bruno,power_active_kw,seasonal_naive_168h,10.7408,7.74,0.0
Hog_education_Bruno,power_active_kw,ridge_regression,9.4089,6.04,-22.03
Hog_education_Caridad,power_active_kw,seasonal_naive_168h,68.8073,12.03,0.0
Hog_education_Caridad,power_active_kw,ridge_regression,149.3907,17.79,47.87
Hog_education_Casandra,power_active_kw,seasonal_naive_168h,82.4676,20.94,0.0
Hog_education_Casandra,power_active_kw,ridge_regression,67.1207,12.76,-39.04
Hog_education_Cathleen,power_active_kw,seasonal_naive_168h,27.5474,8.64,0.0
Hog_education_Cathleen,power_active_kw,ridge_regression,33.2007,7.61,-11.82
Hog_education_Donnie,power_active_kw,seasonal_naive_168h,14.4907,65.38,0.0
Hog_education_Donnie,power_active_kw,ridge_regression,11.9787,35.92,-45.07
Hog_education_George,power_active_kw,seasonal_naive_168h,7.4733,6.32,0.0
Hog_education_George,power_active_kw,ridge_regression,9.5289,6.23,-1.38
Hog_education_Hallie,power_active_kw,seasonal_naive_168h,2.1362,4.91,0.0
Hog_education_Hallie,power_active_kw,ridge_regression,1.8101,3.83,-22.14
Hog_education_Haywood,power_active_kw,seasonal_naive_168h,3.6741,4.89,0.0
Hog_education_Haywood,power_active_kw,ridge_regression,2.996,4.02,-17.93
Hog_education_Janell,power_active_kw,seasonal_naive_168h,224.481,13.34,0.0
Hog_education_Janell,power_active_kw,ridge_regression,460.2981,16.25,21.84
Hog_education_Jared,power_active_kw,seasonal_naive_168h,2.1732,27.05,0.0
Hog_education_Jared,power_active_kw,ridge_regression,2.2483,24.4,-9.8
Hog_education_Jewel,power_active_kw,seasonal_naive_168h,14.4358,31.53,0.0
Hog_education_Jewel,power_active_kw,ridge_regression,9.2581,19.71,-37.47
Hog_education_Jordan,power_active_kw,seasonal_naive_168h,10.721,17.54,0.0
Hog_education_Jordan,power_active_kw,ridge_regression,8.2912,12.85,-26.75
Hog_education_Josh,power_active_kw,seasonal_naive_168h,39.8887,29.63,0.0
Hog_education_Josh,power_active_kw,ridge_regression,27.9175,20.29,-31.52
Hog_education_Leandro,power_active_kw,seasonal_naive_168h,15.7258,6.27,0.0
Hog_education_Leandro,power_active_kw,ridge_regression,23.2384,6.51,3.7
Hog_education_Luvenia,power_active_kw,seasonal_naive_168h,30.5887,10.88,0.0
Hog_education_Luvenia,power_active_kw,ridge_regression,29.3092,9.23,-15.23
Hog_education_Madge,power_active_kw,seasonal_naive_168h,10.2558,15.24,0.0
Hog_education_Madge,power_active_kw,ridge_regression,9.7835,13.35,-12.41
Hog_education_Odell,power_active_kw,seasonal_naive_168h,15.5749,4.98,0.0
Hog_education_Odell,power_active_kw,ridge_regression,12.2427,3.59,-27.94
Hog_education_Rachael,power_active_kw,seasonal_naive_168h,9.1802,23.4,0.0
Hog_education_Rachael,power_active_kw,ridge_regression,6.0538,14.62,-37.55
Hog_education_Robert,power_active_kw,seasonal_naive_168h,55.6748,20.42,0.0
Hog_education_Robert,power_active_kw,ridge_regression,45.3594,15.58,-23.71
Hog_education_Roberto,power_active_kw,seasonal_naive_168h,19.1119,18.71,0.0
Hog_education_Roberto,power_active_kw,ridge_regression,17.2416,15.45,-17.45
Hog_education_Sonia,power_active_kw,seasonal_naive_168h,15.0212,4.26,0.0
Hog_education_Sonia,power_active_kw,ridge_regression,17.976,3.96,-7.02
Hog_education_Wayne,power_active_kw,seasonal_naive_168h,9.1097,10.51,0.0
Hog_education_Wayne,power_active_kw,ridge_regression,8.603,8.68,-17.43
Hog_office_Alexis,power_active_kw,seasonal_naive_168h,3.8753,32.17,0.0
Hog_office_Alexis,power_active_kw,ridge_regression,4.4369,28.48,-11.48
Hog_office_Alisha,power_active_kw,seasonal_naive_168h,1.0658,12.41,0.0
Hog_office_Alisha,power_active_kw,ridge_regression,0.8373,9.84,-20.74
Hog_office_Almeda,power_active_kw,seasonal_naive_168h,9.5687,25.27,0.0
Hog_office_Almeda,power_active_kw,ridge_regression,8.6308,19.27,-23.75
Hog_office_Bessie,power_active_kw,seasonal_naive_168h,6.5742,17.04,0.0
Hog_office_Bessie,power_active_kw,ridge_regression,5.8782,13.59,-20.24
Hog_office_Betsy,power_active_kw,seasonal_naive_168h,86.4651,36.08,0.0
Hog_office_Betsy,power_active_kw,ridge_regression,93.2192,33.46,-7.26
Hog_office_Bill,power_active_kw,seasonal_naive_168h,27.8017,25.98,0.0
Hog_office_Bill,power_active_kw,ridge_regression,22.652,16.21,-37.63
Hog_office_Buford,power_active_kw,seasonal_naive_168h,0.9472,62.28,0.0
Hog_office_Buford,power_active_kw,ridge_regression,0.2922,25.81,-58.55
Hog_office_Byron,power_active_kw,seasonal_naive_168h,28.8202,6.23,0.0
Hog_office_Byron,power_active_kw,ridge_regression,37.1262,5.88,-5.66
Hog_office_Candi,power_active_kw,seasonal_naive_168h,40.2028,18.99,0.0
Hog_office_Candi,power_active_kw,ridge_regression,27.8165,11.57,-39.06
Hog_office_Carri,power_active_kw,seasonal_naive_168h,2.8677,15.99,0.0
Hog_office_Carri,power_active_kw,ridge_regression,3.047,13.59,-14.97
Hog_office_Catalina,power_active_kw,seasonal_naive_168h,29.0657,46.65,0.0
Hog_office_Catalina,power_active_kw,ridge_regression,20.6237,34.58,-25.87
Hog_office_Catharine,power_active_kw,seasonal_naive_168h,30.2367,16.24,0.0
Hog_office_Catharine,power_active_kw,ridge_regression,25.2679,9.4,-42.13
Hog_office_Charla,power_active_kw,seasonal_naive_168h,7.5141,5.77,0.0
Hog_office_Charla,power_active_kw,ridge_regression,6.3074,4.58,-20.53
Hog_office_Clemencia,power_active_kw,seasonal_naive_168h,4.0258,8.99,0.0
Hog_office_Clemencia,power_active_kw,ridge_regression,3.6949,7.48,-16.76
Hog_office_Concetta,power_active_kw,seasonal_naive_168h,1.9903,38.17,0.0
Hog_office_Concetta,power_active_kw,ridge_regression,3.1271,35.99,-5.7
Hog_office_Cordelia,power_active_kw,seasonal_naive_168h,3.0033,27.44,0.0
Hog_office_Cordelia,power_active_kw,ridge_regression,3.0614,21.81,-20.55
Hog_office_Corey,power_active_kw,seasonal_naive_168h,12.1579,15.91,0.0
Hog_office_Corey,power_active_kw,ridge_regression,11.6481,14.08,-11.49
Hog_office_Corie,power_active_kw,seasonal_naive_168h,12.2803,23.02,0.0
Hog_office_Corie,power_active_kw,ridge_regression,10.0454,17.18,-25.38
Hog_office_Cornell,power_active_kw,seasonal_naive_168h,108.5999,16.38,0.0
Hog_office_Cornell,power_active_kw,ridge_regression,98.6343,11.39,-30.46
Hog_office_Darline,power_active_kw,seasonal_naive_168h,8.2845,6.18,0.0
Hog_office_Darline,power_active_kw,ridge_regression,9.3392,5.68,-8.03
Hog_office_Denita,power_active_kw,seasonal_naive_168h,7.0563,26.66,0.0
Hog_office_Denita,power_active_kw,ridge_regression,6.3096,20.6,-22.74
Hog_office_Elizbeth,power_active_kw,seasonal_naive_168h,4.7375,7.15,0.0
Hog_office_Elizbeth,power_active_kw,ridge_regression,4.8639,6.43,-10.06
Hog_office_Elke,power_active_kw,seasonal_naive_168h,5.9874,16.65,0.0
Hog_office_Elke,power_active_kw,ridge_regression,5.447,15.09,-9.41
Hog_office_Elnora,power_active_kw,seasonal_naive_168h,28.9266,8.68,0.0
Hog_office_Elnora,power_active_kw,ridge_regression,34.0051,8.32,-4.2
Hog_office_Eloise,power_active_kw,seasonal_naive_168h,10.7683,7.7,0.0
Hog_office_Eloise,power_active_kw,ridge_regression,8.625,5.81,-24.61
Hog_office_Elsy,power_active_kw,seasonal_naive_168h,2.4953,13.63,0.0
Hog_office_Elsy,power_active_kw,ridge_regression,2.2079,11.09,-18.58
Hog_office_Emmanuel,power_active_kw,seasonal_naive_168h,1.5892,8.25,0.0
Hog_office_Emmanuel,power_active_kw,ridge_regression,1.3637,6.71,-18.67
Hog_office_Garrett,power_active_kw,seasonal_naive_168h,97.7666,47.18,0.0
Hog_office_Garrett,power_active_kw,ridge_regression,65.7521,30.36,-35.65
Hog_office_Guadalupe,power_active_kw,seasonal_naive_168h,7.3282,24.84,0.0
Hog_office_Guadalupe,power_active_kw,ridge_regression,6.4047,20.48,-17.58
Hog_office_Gustavo,power_active_kw,seasonal_naive_168h,24.6616,6.16,0.0
Hog_office_Gustavo,power_active_kw,ridge_regression,19.6182,4.95,-19.62
Hog_office_Joey,power_active_kw,seasonal_naive_168h,150.1385,20.08,0.0
Hog_office_Joey,power_active_kw,ridge_regression,189.9331,18.71,-6.86
Hog_office_Josefina,power_active_kw,seasonal_naive_168h,13.0217,11.11,0.0
Hog_office_Josefina,power_active_kw,ridge_regression,10.2473,8.62,-22.48
Hog_office_Lanell,power_active_kw,seasonal_naive_168h,23.9512,30.42,0.0
Hog_office_Lanell,power_active_kw,ridge_regression,17.514,22.7,-25.36
Hog_office_Lavon,power_active_kw,seasonal_naive_168h,20.3519,555.41,0.0
Hog_office_Lavon,power_active_kw,ridge_regression,39.3607,462.32,-16.76
Hog_office_Leanne,power_active_kw,seasonal_naive_168h,5.621,7.42,0.0
Hog_office_Leanne,power_active_kw,ridge_regression,4.8261,6.25,-15.72
Hog_office_Leon,power_active_kw,seasonal_naive_168h,1.4309,30.0,0.0
Hog_office_Leon,power_active_kw,ridge_regression,1.1573,23.17,-22.79
Hog_office_Lizzie,power_active_kw,seasonal_naive_168h,9.0199,14.41,0.0
Hog_office_Lizzie,power_active_kw,ridge_regression,6.7886,10.17,-29.42
Hog_office_Mack,power_active_kw,seasonal_naive_168h,5.0381,9.25,0.0
Hog_office_Mack,power_active_kw,ridge_regression,5.0322,8.46,-8.55
Hog_office_Man,power_active_kw,seasonal_naive_168h,5.2107,12.85,0.0
Hog_office_Man,power_active_kw,ridge_regression,3.8961,9.21,-28.32
Hog_office_Mari,power_active_kw,seasonal_naive_168h,6.4465,26.09,0.0
Hog_office_Mari,power_active_kw,ridge_regression,7.7696,23.7,-9.18
Hog_office_Marilyn,power_active_kw,seasonal_naive_168h,1.4309,11.04,0.0
Hog_office_Marilyn,power_active_kw,ridge_regression,2.1084,14.63,32.53
Hog_office_Marlena,power_active_kw,seasonal_naive_168h,10.6903,32.19,0.0
Hog_office_Marlena,power_active_kw,ridge_regression,9.996,30.08,-6.56
Hog_office_Marlene,power_active_kw,seasonal_naive_168h,4.9364,26.63,0.0
Hog_office_Marlene,power_active_kw,ridge_regression,5.2524,21.41,-19.6
Hog_office_Mary,power_active_kw,seasonal_naive_168h,3.1458,16.5,0.0
Hog_office_Mary,power_active_kw,ridge_regression,3.2065,14.72,-10.8
Hog_office_Merilyn,power_active_kw,seasonal_naive_168h,3.1079,14.87,0.0
Hog_office_Merilyn,power_active_kw,ridge_regression,2.3053,10.21,-31.33
Hog_office_Migdalia,power_active_kw,seasonal_naive_168h,4.5161,24.9,0.0
Hog_office_Migdalia,power_active_kw,ridge_regression,3.6675,18.5,-25.7
Hog_office_Mike,power_active_kw,seasonal_naive_168h,6.1918,11.96,0.0
Hog_office_Mike,power_active_kw,ridge_regression,10.4161,14.94,24.95
Hog_office_Miriam,power_active_kw,seasonal_naive_168h,1.9208,16.26,0.0
Hog_office_Miriam,power_active_kw,ridge_regression,1.9301,13.37,-17.79
Hog_office_Myles,power_active_kw,seasonal_naive_168h,4.962,20.54,0.0
Hog_office_Myles,power_active_kw,ridge_regression,4.3677,17.42,-15.23
Hog_office_Nancie,power_active_kw,seasonal_naive_168h,7.9683,22.26,0.0
Hog_office_Nancie,power_active_kw,ridge_regression,6.9035,17.47,-21.53
Hog_office_Napoleon,power_active_kw,seasonal_naive_168h,10.9626,13.79,0.0
Hog_office_Napoleon,power_active_kw,ridge_regression,9.2003,10.64,-22.84
Hog_office_Nia,power_active_kw,seasonal_naive_168h,80.9762,20.22,0.0
Hog_office_Nia,power_active_kw,ridge_regression,181.813,20.59,1.85
Hog_office_Patrick,power_active_kw,seasonal_naive_168h,1.3488,25.28,0.0
Hog_office_Patrick,power_active_kw,ridge_regression,1.1891,21.04,-16.79
Hog_office_Randi,power_active_kw,seasonal_naive_168h,7.8056,22.09,0.0
Hog_office_Randi,power_active_kw,ridge_regression,11.6611,22.02,-0.31
Hog_office_Richelle,power_active_kw,seasonal_naive_168h,4.4477,10.64,0.0
Hog_office_Richelle,power_active_kw,ridge_regression,3.4905,8.33,-21.72
Hog_office_Roger,power_active_kw,seasonal_naive_168h,33.2543,27.48,0.0
Hog_office_Roger,power_active_kw,ridge_regression,33.7555,23.89,-13.09
Hog_office_Rolando,power_active_kw,seasonal_naive_168h,10.754,4.91,0.0
Hog_office_Rolando,power_active_kw,ridge_regression,11.5805,4.64,-5.42
Hog_office_Sarah,power_active_kw,seasonal_naive_168h,11.191,4.02,0.0
Hog_office_Sarah,power_active_kw,ridge_regression,11.9724,3.81,-5.33
Hog_office_Shawna,power_active_kw,seasonal_naive_168h,10.3488,13.0,0.0
Hog_office_Shawna,power_active_kw,ridge_regression,10.658,11.26,-13.38
Hog_office_Shawnna,power_active_kw,seasonal_naive_168h,42.4415,21.15,0.0
Hog_office_Shawnna,power_active_kw,ridge_regression,41.0163,17.49,-17.29
Hog_office_Sherrie,power_active_kw,seasonal_naive_168h,3.878,23.28,0.0
Hog_office_Sherrie,power_active_kw,ridge_regression,4.4195,20.84,-10.49
Hog_office_Shon,power_active_kw,seasonal_naive_168h,4.9548,12.35,0.0
Hog_office_Shon,power_active_kw,ridge_regression,6.2407,13.68,10.81
Hog_office_Simon,power_active_kw,seasonal_naive_168h,3.2329,24.65,0.0
Hog_office_Simon,power_active_kw,ridge_regression,2.7511,20.45,-17.05
Hog_office_Sonny,power_active_kw,seasonal_naive_168h,13.7193,10.64,0.0
Hog_office_Sonny,power_active_kw,ridge_regression,16.7317,10.2,-4.09
Hog_office_Sung,power_active_kw,seasonal_naive_168h,2.4765,9.32,0.0
Hog_office_Sung,power_active_kw,ridge_regression,3.127,9.66,3.66
Hog_office_Sydney,power_active_kw,seasonal_naive_168h,4.761,5.82,0.0
Hog_office_Sydney,power_active_kw,ridge_regression,6.1573,5.97,2.63
Hog_office_Terry,power_active_kw,seasonal_naive_168h,144.5731,42.23,0.0
Hog_office_Terry,power_active_kw,ridge_regression,125.929,31.22,-26.08
Hog_office_Valda,power_active_kw,seasonal_naive_168h,4.6526,26.69,0.0
Hog_office_Valda,power_active_kw,ridge_regression,4.0414,20.59,-22.86
Hog_office_Vera,power_active_kw,seasonal_naive_168h,16.4629,20.95,0.0
Hog_office_Vera,power_active_kw,ridge_regression,11.3397,16.26,-22.41
Lamb_education_Antonio,power_active_kw,seasonal_naive_168h,24.8087,98.91,0.0
Lamb_education_Antonio,power_active_kw,ridge_regression,15.4011,59.64,-39.7
Lamb_education_Armando,power_active_kw,seasonal_naive_168h,22.1917,104.35,0.0
Lamb_education_Armando,power_active_kw,ridge_regression,14.2174,62.94,-39.68
Lamb_education_Augustine,power_active_kw,seasonal_naive_168h,2.4185,145.18,0.0
Lamb_education_Augustine,power_active_kw,ridge_regression,2.0039,100.7,-30.64
Lamb_education_Bert,power_active_kw,seasonal_naive_168h,2.3394,75.89,0.0
Lamb_education_Bert,power_active_kw,ridge_regression,2.277,58.49,-22.92
Lamb_education_Daniel,power_active_kw,seasonal_naive_168h,2.686,62.95,0.0
Lamb_education_Daniel,power_active_kw,ridge_regression,2.5914,50.73,-19.42
Lamb_education_Darrel,power_active_kw,seasonal_naive_168h,27.3553,96.57,0.0
Lamb_education_Darrel,power_active_kw,ridge_regression,16.4584,56.81,-41.18
Lamb_education_Domitila,power_active_kw,seasonal_naive_168h,30.5375,94.65,0.0
Lamb_education_Domitila,power_active_kw,ridge_regression,18.9037,57.15,-39.62
Lamb_education_Dwayne,power_active_kw,seasonal_naive_168h,1.8739,60.98,0.0
Lamb_education_Dwayne,power_active_kw,ridge_regression,1.9575,47.18,-22.63
Lamb_education_Emery,power_active_kw,seasonal_naive_168h,17.6638,128.17,0.0
Lamb_education_Emery,power_active_kw,ridge_regression,10.3795,64.17,-49.93
Lamb_education_Emilie,power_active_kw,seasonal_naive_168h,2.0052,76.92,0.0
Lamb_education_Emilie,power_active_kw,ridge_regression,1.7457,55.54,-27.79
Lamb_education_Faith,power_active_kw,seasonal_naive_168h,2.8007,71.05,0.0
Lamb_education_Faith,power_active_kw,ridge_regression,2.813,54.73,-22.97
Lamb_education_Felipe,power_active_kw,seasonal_naive_168h,15.2148,104.19,0.0
Lamb_education_Felipe,power_active_kw,ridge_regression,8.0237,60.51,-41.93
Lamb_education_Fred,power_active_kw,seasonal_naive_168h,3.6718,66.15,0.0
Lamb_education_Fred,power_active_kw,ridge_regression,2.8619,46.94,-29.04
Lamb_education_Gabriel,power_active_kw,seasonal_naive_168h,2.105,95.84,0.0
Lamb_education_Gabriel,power_active_kw,ridge_regression,2.1298,80.56,-15.95
Lamb_education_Gabrielle,power_active_kw,seasonal_naive_168h,0.4502,89.48,0.0
Lamb_education_Gabrielle,power_active_kw,ridge_regression,0.7373,114.55,28.02
Lamb_education_Hellen,power_active_kw,seasonal_naive_168h,1.6102,68.13,0.0
Lamb_education_Hellen,power_active_kw,ridge_regression,1.3429,51.32,-24.67
Lamb_education_Hilary,power_active_kw,seasonal_naive_168h,2.0211,133.15,0.0
Lamb_education_Hilary,power_active_kw,ridge_regression,1.308,88.45,-33.57
Lamb_education_Hui,power_active_kw,seasonal_naive_168h,4.9648,128.29,0.0
Lamb_education_Hui,power_active_kw,ridge_regression,3.9402,93.79,-26.89
Lamb_education_Isabelle,power_active_kw,seasonal_naive_168h,4.5242,110.53,0.0
Lamb_education_Isabelle,power_active_kw,ridge_regression,3.1411,73.76,-33.27
Lamb_education_Junior,power_active_kw,seasonal_naive_168h,28.3016,97.81,0.0
Lamb_education_Junior,power_active_kw,ridge_regression,15.6118,56.56,-42.17
Lamb_education_Lawrence,power_active_kw,seasonal_naive_168h,4.6182,133.23,0.0
Lamb_education_Lawrence,power_active_kw,ridge_regression,3.1566,82.6,-38.0
Lamb_education_Lucas,power_active_kw,seasonal_naive_168h,1.7777,116.07,0.0
Lamb_education_Lucas,power_active_kw,ridge_regression,1.4187,86.48,-25.49
Lamb_education_Luz,power_active_kw,seasonal_naive_168h,36.5139,80.13,0.0
Lamb_education_Luz,power_active_kw,ridge_regression,21.5979,44.93,-43.93
Lamb_education_Mae,power_active_kw,seasonal_naive_168h,27.3997,94.64,0.0
Lamb_education_Mae,power_active_kw,ridge_regression,15.4081,54.94,-41.95
Lamb_education_Manuel,power_active_kw,seasonal_naive_168h,2.6796,103.03,0.0
Lamb_education_Manuel,power_active_kw,ridge_regression,1.5034,57.36,-44.33
Lamb_education_Marc,power_active_kw,seasonal_naive_168h,3.2632,130.65,0.0
Lamb_education_Marc,power_active_kw,ridge_regression,4.7913,130.49,-0.12
Lamb_education_Maritza,power_active_kw,seasonal_naive_168h,1.736,61.41,0.0
Lamb_education_Maritza,power_active_kw,ridge_regression,1.619,43.87,-28.56
Lamb_education_Maxwell,power_active_kw,seasonal_naive_168h,1.4857,99.3,0.0
Lamb_education_Maxwell,power_active_kw,ridge_regression,1.6886,86.57,-12.81
Lamb_education_Mckenzie,power_active_kw,seasonal_naive_168h,21.579,89.22,0.0
Lamb_education_Mckenzie,power_active_kw,ridge_regression,13.7393,55.82,-37.44
Lamb_education_Moses,power_active_kw,seasonal_naive_168h,2.4996,72.01,0.0
Lamb_education_Moses,power_active_kw,ridge_regression,2.4278,54.14,-24.81
Lamb_education_Norris,power_active_kw,seasonal_naive_168h,2.2941,76.11,0.0
Lamb_education_Norris,power_active_kw,ridge_regression,2.1862,56.61,-25.62
Lamb_education_Philomena,power_active_kw,seasonal_naive_168h,25.7569,87.76,0.0
Lamb_education_Philomena,power_active_kw,ridge_regression,15.1935,51.8,-40.98
Lamb_education_Princess,power_active_kw,seasonal_naive_168h,2.6347,110.4,0.0
Lamb_education_Princess,power_active_kw,ridge_regression,1.9542,70.91,-35.77
Lamb_education_Randal,power_active_kw,seasonal_naive_168h,2.7926,66.13,0.0
Lamb_education_Randal,power_active_kw,ridge_regression,2.953,51.33,-22.38
Lamb_education_Rick,power_active_kw,seasonal_naive_168h,2.7116,144.76,0.0
Lamb_education_Rick,power_active_kw,ridge_regression,2.2151,108.51,-25.04
Lamb_education_Robin,power_active_kw,seasonal_naive_168h,19.7823,94.05,0.0
Lamb_education_Robin,power_active_kw,ridge_regression,11.3328,57.5,-38.86
Lamb_education_Rodrigo,power_active_kw,seasonal_naive_168h,17.804,85.23,0.0
Lamb_education_Rodrigo,power_active_kw,ridge_regression,10.7659,48.49,-43.11
Lamb_education_Sabrina,power_active_kw,seasonal_naive_168h,1.5939,88.18,0.0
Lamb_education_Sabrina,power_active_kw,ridge_regression,1.4682,65.18,-26.08
Lamb_education_Sara,power_active_kw,seasonal_naive_168h,19.287,115.4,0.0
Lamb_education_Sara,power_active_kw,ridge_regression,12.1589,72.14,-37.49
