building_id,metric,model,MAE,CV(RMSE),delta_cvrmse_vs_seasonal_naive_pct
Cockatoo_education_Deloris,power_active_kw,ridge_regression,4.1825,7.2,-23.53
Cockatoo_education_Doreen,power_active_kw,seasonal_naive_168h,8.7719,15.21,0.0
Cockatoo_education_Doreen,power_active_kw,ridge_regression,6.7474,11.13,-26.86
Cockatoo_education_Erik,power_active_kw,seasonal_naive_168h,8.4867,7.4,0.0
Cockatoo_education_Erik,power_active_kw,ridge_regression,6.969,5.66,-23.49
Cockatoo_education_Eunice,power_active_kw,seasonal_naive_168h,27.8151,9.34,0.0
Cockatoo_education_Eunice,power_active_kw,ridge_regression,30.0554,8.9,-4.8
Cockatoo_education_Flora,power_active_kw,seasonal_naive_168h,28.9248,4.62,0.0
Cockatoo_education_Flora,power_active_kw,ridge_regression,26.5048,4.09,-11.48
Cockatoo_education_Gussie,power_active_kw,seasonal_naive_168h,15.3073,6.84,0.0
Cockatoo_education_Gussie,power_active_kw,ridge_regression,11.1699,5.23,-23.46
Cockatoo_education_Helene,power_active_kw,seasonal_naive_168h,5.2209,7.54,0.0
Cockatoo_education_Helene,power_active_kw,ridge_regression,6.5292,8.63,14.44
Cockatoo_education_Jack,power_active_kw,seasonal_naive_168h,1.3898,32.18,0.0
Cockatoo_education_Jack,power_active_kw,ridge_regression,1.0617,24.49,-23.89
Cockatoo_education_Janet,power_active_kw,seasonal_naive_168h,29.9694,5.08,0.0
Cockatoo_education_Janet,power_active_kw,ridge_regression,38.5182,5.42,6.82
Cockatoo_education_Joeann,power_active_kw,seasonal_naive_168h,40.1485,21.31,0.0
Cockatoo_education_Joeann,power_active_kw,ridge_regression,43.8555,16.66,-21.85
Cockatoo_education_Joel,power_active_kw,seasonal_naive_168h,0.7048,17.11,0.0
Cockatoo_education_Joel,power_active_kw,ridge_regression,0.3926,9.76,-42.94
Cockatoo_education_Jon,power_active_kw,seasonal_naive_168h,15.2595,25.43,0.0
Cockatoo_education_Jon,power_active_kw,ridge_regression,13.1132,19.13,-24.8
Cockatoo_education_Julia,power_active_kw,seasonal_naive_168h,5.4888,21.22,0.0
Cockatoo_education_Julia,power_active_kw,ridge_regression,4.0962,15.52,-26.88
Cockatoo_education_Julio,power_active_kw,seasonal_naive_168h,11.6298,8.83,0.0
Cockatoo_education_Julio,power_active_kw,ridge_regression,10.7115,7.7,-12.79
Cockatoo_education_June,power_active_kw,seasonal_naive_168h,6.1637,9.08,0.0
Cockatoo_education_June,power_active_kw,ridge_regression,5.0637,7.56,-16.76
Cockatoo_education_Laurence,power_active_kw,seasonal_naive_168h,20.8637,48.13,0.0
Cockatoo_education_Laurence,power_active_kw,ridge_regression,19.0063,36.47,-24.22
Cockatoo_education_Lionel,power_active_kw,seasonal_naive_168h,14.1871,5.92,0.0
Cockatoo_education_Lionel,power_active_kw,ridge_regression,10.5334,4.52,-23.64
Cockatoo_education_Magdalena,power_active_kw,seasonal_naive_168h,3.6399,34.31,0.0
Cockatoo_education_Magdalena,power_active_kw,ridge_regression,4.1979,30.36,-11.5
Cockatoo_education_Marva,power_active_kw,seasonal_naive_168h,20.3394,21.66,0.0
Cockatoo_education_Marva,power_active_kw,ridge_regression,18.2689,18.53,-14.42
Cockatoo_education_Maynard,power_active_kw,seasonal_naive_168h,6.0622,43.42,0.0
Cockatoo_education_Maynard,power_active_kw,ridge_regression,4.9236,33.08,-23.83
Cockatoo_education_Mayra,power_active_kw,seasonal_naive_168h,13.7324,25.15,0.0
Cockatoo_education_Mayra,power_active_kw,ridge_regression,9.9379,17.41,-30.77
Cockatoo_education_Melanie,power_active_kw,seasonal_naive_168h,4.2756,23.21,0.0
Cockatoo_education_Melanie,power_active_kw,ridge_regression,3.4643,17.89,-22.93
Cockatoo_education_Minh,power_active_kw,seasonal_naive_168h,6.0984,17.38,0.0
Cockatoo_education_Minh,power_active_kw,ridge_regression,4.195,12.19,-29.82
Cockatoo_education_Nelda,power_active_kw,seasonal_naive_168h,6.6095,8.4,0.0
Cockatoo_education_Nelda,power_active_kw,ridge_regression,6.3143,8.06,-4.05
Cockatoo_education_Oliver,power_active_kw,seasonal_naive_168h,13.0507,13.66,0.0
Cockatoo_education_Oliver,power_active_kw,ridge_regression,12.7521,12.94,-5.27
Cockatoo_education_Orlando,power_active_kw,seasonal_naive_168h,17.9465,12.22,0.0
Cockatoo_education_Orlando,power_active_kw,ridge_regression,16.1156,9.68,-20.77
Cockatoo_education_Rita,power_active_kw,seasonal_naive_168h,1.7069,24.37,0.0
Cockatoo_education_Rita,power_active_kw,ridge_regression,1.569,20.52,-15.78
Cockatoo_education_Shawn,power_active_kw,seasonal_naive_168h,14.1939,14.69,0.0
Cockatoo_education_Shawn,power_active_kw,ridge_regression,10.6891,10.86,-26.11
Cockatoo_education_Sheryl,power_active_kw,seasonal_naive_168h,14.4861,5.33,0.0
Cockatoo_education_Sheryl,power_active_kw,ridge_regression,16.3589,5.58,4.51
Cockatoo_education_Terrence,power_active_kw,seasonal_naive_168h,21.0995,6.6,0.0
Cockatoo_education_Terrence,power_active_kw,ridge_regression,17.5394,5.49,-16.76
Cockatoo_education_Tyler,power_active_kw,seasonal_naive_168h,17.1724,3.28,0.0
Cockatoo_education_Tyler,power_active_kw,ridge_regression,17.941,3.34,1.79
Cockatoo_education_Victoria,power_active_kw,seasonal_naive_168h,0.7599,21.06,0.0
Cockatoo_education_Victoria,power_active_kw,ridge_regression,0.5046,13.77,-34.58
Cockatoo_office_Ada,power_active_kw,seasonal_naive_168h,16.392,5.61,0.0
Cockatoo_office_Ada,power_active_kw,ridge_regression,12.654,4.55,-18.81
Cockatoo_office_Alton,power_active_kw,seasonal_naive_168h,10.8293,15.86,0.0
Cockatoo_office_Alton,power_active_kw,ridge_regression,9.2119,12.76,-19.54
Cockatoo_office_Christy,power_active_kw,seasonal_naive_168h,15.0966,10.83,0.0
Cockatoo_office_Christy,power_active_kw,ridge_regression,11.6966,8.0,-26.17
Cockatoo_office_Delores,power_active_kw,seasonal_naive_168h,6.3308,12.52,0.0
Cockatoo_office_Delores,power_active_kw,ridge_regression,5.4499,10.52,-15.94
Cockatoo_office_Elbert,power_active_kw,seasonal_naive_168h,2.9376,14.92,0.0
Cockatoo_office_Elbert,power_active_kw,ridge_regression,2.2975,11.83,-20.69
Cockatoo_office_Gail,power_active_kw,seasonal_naive_168h,3.9872,26.94,0.0
Cockatoo_office_Gail,power_active_kw,ridge_regression,3.2433,22.65,-15.91
Cockatoo_office_Georgia,power_active_kw,seasonal_naive_168h,20.2826,12.29,0.0
Cockatoo_office_Georgia,power_active_kw,ridge_regression,15.7179,9.46,-22.99
Cockatoo_office_Giovanni,power_active_kw,seasonal_naive_168h,7.8366,10.67,0.0
Cockatoo_office_Giovanni,power_active_kw,ridge_regression,10.2142,12.5,17.22
Cockatoo_office_Jimmy,power_active_kw,seasonal_naive_168h,1.4181,24.63,0.0
Cockatoo_office_Jimmy,power_active_kw,ridge_regression,1.7528,26.17,6.26
Cockatoo_office_Jodie,power_active_kw,seasonal_naive_168h,8.1655,18.81,0.0
Cockatoo_office_Jodie,power_active_kw,ridge_regression,5.4852,11.81,-37.24
Cockatoo_office_Kristin,power_active_kw,seasonal_naive_168h,6.6923,7.62,0.0
Cockatoo_office_Kristin,power_active_kw,ridge_regression,5.388,6.53,-14.29
Cockatoo_office_Laila,power_active_kw,seasonal_naive_168h,11.7367,7.26,0.0
Cockatoo_office_Laila,power_active_kw,ridge_regression,9.0597,5.38,-25.93
Cockatoo_office_Lorraine,power_active_kw,seasonal_naive_168h,1.5424,33.23,0.0
Cockatoo_office_Lorraine,power_active_kw,ridge_regression,1.0867,23.48,-29.32
Cockatoo_office_Margaret,power_active_kw,seasonal_naive_168h,0.5331,19.72,0.0
Cockatoo_office_Margaret,power_active_kw,ridge_regression,0.3767,14.39,-27.03
Cockatoo_office_Paige,power_active_kw,seasonal_naive_168h,9.8458,14.89,0.0
Cockatoo_office_Paige,power_active_kw,ridge_regression,8.818,12.12,-18.57
Cockatoo_office_Pansy,power_active_kw,seasonal_naive_168h,5.7316,22.99,0.0
Cockatoo_office_Pansy,power_active_kw,ridge_regression,5.0971,20.28,-11.8
Cockatoo_office_Rodney,power_active_kw,seasonal_naive_168h,12.486,14.48,0.0
Cockatoo_office_Rodney,power_active_kw,ridge_regression,10.7566,13.27,-8.37
Cockatoo_office_Roxanna,power_active_kw,seasonal_naive_168h,1.41,22.23,0.0
Cockatoo_office_Roxanna,power_active_kw,ridge_regression,0.9711,15.36,-30.9
Crow_education_Kate,power_active_kw,seasonal_naive_168h,6.0788,10.62,0.0
Crow_education_Kate,power_active_kw,ridge_regression,3.7378,6.44,-39.3
Crow_education_Keisha,power_active_kw,seasonal_naive_168h,14.2443,6.93,0.0
Crow_education_Keisha,power_active_kw,ridge_regression,12.5451,5.64,-18.66
Crow_education_Marlin,power_active_kw,seasonal_naive_168h,52.8728,37.02,0.0
Crow_education_Marlin,power_active_kw,ridge_regression,23.9058,16.3,-55.98
Crow_education_Omer,power_active_kw,seasonal_naive_168h,35.4066,15.41,0.0
Crow_education_Omer,power_active_kw,ridge_regression,33.606,13.44,-12.77
Crow_education_Winston,power_active_kw,seasonal_naive_168h,47.6967,25.32,0.0
Crow_education_Winston,power_active_kw,ridge_regression,30.8483,14.38,-43.2
Eagle_education_Alberto,power_active_kw,seasonal_naive_168h,64.9437,44.55,0.0
Eagle_education_Alberto,power_active_kw,ridge_regression,136.2253,61.83,38.8
Eagle_education_April,power_active_kw,seasonal_naive_168h,7.5166,37.12,0.0
Eagle_education_April,power_active_kw,ridge_regression,3.6071,17.14,-53.83
Eagle_education_Brianne,power_active_kw,seasonal_naive_168h,50.7003,16.87,0.0
Eagle_education_Brianne,power_active_kw,ridge_regression,36.673,11.53,-31.63
Eagle_education_Brooke,power_active_kw,seasonal_naive_168h,33.9016,7.68,0.0
Eagle_education_Brooke,power_active_kw,ridge_regression,40.8386,8.65,12.65
Eagle_education_Cassie,power_active_kw,seasonal_naive_168h,9.8223,27.13,0.0
Eagle_education_Cassie,power_active_kw,ridge_regression,8.1241,21.48,-20.83
Eagle_education_Edith,power_active_kw,seasonal_naive_168h,19.594,20.98,0.0
Eagle_education_Edith,power_active_kw,ridge_regression,28.576,27.94,33.18
Eagle_education_Eileen,power_active_kw,seasonal_naive_168h,8.2017,45.31,0.0
Eagle_education_Eileen,power_active_kw,ridge_regression,8.8203,38.45,-15.13
Eagle_education_Jewell,power_active_kw,seasonal_naive_168h,21.4127,14.39,0.0
Eagle_education_Jewell,power_active_kw,ridge_regression,13.3587,9.95,-30.89
Eagle_education_Lino,power_active_kw,seasonal_naive_168h,41.9173,27.92,0.0
Eagle_education_Lino,power_active_kw,ridge_regression,25.522,16.68,-40.25
Eagle_education_Luther,power_active_kw,seasonal_naive_168h,25.5651,7.42,0.0
Eagle_education_Luther,power_active_kw,ridge_regression,29.1523,7.56,1.91
Eagle_education_Maragret,power_active_kw,seasonal_naive_168h,2.8779,17.99,0.0
Eagle_education_Maragret,power_active_kw,ridge_regression,2.7041,16.77,-6.8
Eagle_education_Norah,power_active_kw,seasonal_naive_168h,22.2563,6.04,0.0
Eagle_education_Norah,power_active_kw,ridge_regression,22.0254,5.47,-9.44
Eagle_education_Paul,power_active_kw,seasonal_naive_168h,6.9321,61.19,0.0
Eagle_education_Paul,power_active_kw,ridge_regression,9.1661,64.54,5.47
Eagle_education_Peter,power_active_kw,seasonal_naive_168h,64.8206,7.87,0.0
Eagle_education_Peter,power_active_kw,ridge_regression,102.6676,9.43,19.79
Eagle_education_Petra,power_active_kw,seasonal_naive_168h,7.2038,15.04,0.0
Eagle_education_Petra,power_active_kw,ridge_regression,5.5625,12.01,-20.13
Eagle_education_Raul,power_active_kw,seasonal_naive_168h,27.4798,6.75,0.0
Eagle_education_Raul,power_active_kw,ridge_regression,31.2232,6.73,-0.29
Eagle_education_Roman,power_active_kw,seasonal_naive_168h,27.9463,6.45,0.0
Eagle_education_Roman,power_active_kw,ridge_regression,27.2161,5.32,-17.48
Eagle_education_Samantha,power_active_kw,seasonal_naive_168h,15.7536,8.38,0.0
Eagle_education_Samantha,power_active_kw,ridge_regression,12.9831,7.0,-16.42
Eagle_education_Shana,power_active_kw,seasonal_naive_168h,6.7831,44.6,0.0
Eagle_education_Shana,power_active_kw,ridge_regression,14.1903,64.05,43.63
Eagle_education_Shanna,power_active_kw,seasonal_naive_168h,45.0034,19.59,0.0
Eagle_education_Shanna,power_active_kw,ridge_regression,35.2532,13.99,-28.56
Eagle_education_Shante,power_active_kw,seasonal_naive_168h,17.7398,3.88,0.0
Eagle_education_Shante,power_active_kw,ridge_regression,15.1733,3.3,-15.07
Eagle_education_Sheena,power_active_kw,seasonal_naive_168h,7.3972,61.19,0.0
Eagle_education_Sheena,power_active_kw,ridge_regression,9.7806,64.53,5.46
Eagle_education_Sherrill,power_active_kw,seasonal_naive_168h,23.0052,4.71,0.0
Eagle_education_Sherrill,power_active_kw,ridge_regression,18.4111,3.91,-17.03
Eagle_education_Teresa,power_active_kw,seasonal_naive_168h,11.8451,16.88,0.0
Eagle_education_Teresa,power_active_kw,ridge_regression,8.795,12.53,-25.75
Eagle_education_Wesley,power_active_kw,seasonal_naive_168h,15.0388,17.96,0.0
Eagle_education_Wesley,power_active_kw,ridge_regression,12.5251,13.5,-24.85
Eagle_education_Will,power_active_kw,seasonal_naive_168h,8.4564,9.32,0.0
Eagle_education_Will,power_active_kw,ridge_regression,6.4388,7.25,-22.24
Eagle_office_Amanda,power_active_kw,seasonal_naive_168h,108.255,97.59,0.0
Eagle_office_Amanda,power_active_kw,ridge_regression,80.8704,66.0,-32.37
Eagle_office_Amie,power_active_kw,seasonal_naive_168h,16.8781,7.77,0.0
Eagle_office_Amie,power_active_kw,ridge_regression,3.8848,2.91,-62.54
Eagle_office_Bridgett,power_active_kw,seasonal_naive_168h,19.2035,15.72,0.0
Eagle_office_Bridgett,power_active_kw,ridge_regression,15.4705,12.07,-23.21
Eagle_office_Chantelle,power_active_kw,seasonal_naive_168h,2.4281,15.06,0.0
Eagle_office_Chantelle,power_active_kw,ridge_regression,5.7068,27.41,81.99
Eagle_office_Chauncey,power_active_kw,seasonal_naive_168h,75.808,45.22,0.0
Eagle_office_Chauncey,power_active_kw,ridge_regression,155.0616,67.88,50.11
Eagle_office_Dallas,power_active_kw,seasonal_naive_168h,6.4958,23.45,0.0
Eagle_office_Dallas,power_active_kw,ridge_regression,5.9633,19.53,-16.71
Eagle_office_Damian,power_active_kw,seasonal_naive_168h,21.9116,18.07,0.0
Eagle_office_Damian,power_active_kw,ridge_regression,19.4281,14.84,-17.87
Eagle_office_Demetra,power_active_kw,seasonal_naive_168h,21.7477,27.79,0.0
Eagle_office_Demetra,power_active_kw,ridge_regression,17.9214,21.47,-22.74
Eagle_office_Donovan,power_active_kw,seasonal_naive_168h,11.808,26.92,0.0
Eagle_office_Donovan,power_active_kw,ridge_regression,8.966,19.92,-26.0
Eagle_office_Efrain,power_active_kw,seasonal_naive_168h,5.6598,19.51,0.0
Eagle_office_Efrain,power_active_kw,ridge_regression,4.6545,15.43,-20.88
Eagle_office_Elia,power_active_kw,seasonal_naive_168h,20.0311,32.54,0.0
Eagle_office_Elia,power_active_kw,ridge_regression,35.6624,50.96,56.61
Eagle_office_Elias,power_active_kw,seasonal_naive_168h,10.3372,18.07,0.0
Eagle_office_Elias,power_active_kw,ridge_regression,9.1654,14.84,-17.87
Eagle_office_Elvis,power_active_kw,seasonal_naive_168h,10.6638,32.38,0.0
Eagle_office_Elvis,power_active_kw,ridge_regression,8.196,24.44,-24.52
Eagle_office_Flossie,power_active_kw,seasonal_naive_168h,28.0981,27.12,0.0
Eagle_office_Flossie,power_active_kw,ridge_regression,23.0492,21.47,-20.83
Eagle_office_Francis,power_active_kw,seasonal_naive_168h,22.2072,8.39,0.0
Eagle_office_Francis,power_active_kw,ridge_regression,18.7878,7.29,-13.14
Eagle_office_Freida,power_active_kw,seasonal_naive_168h,6.6221,19.08,0.0
Eagle_office_Freida,power_active_kw,ridge_regression,5.4461,15.62,-18.12
Eagle_office_Henriette,power_active_kw,seasonal_naive_168h,5.8792,28.87,0.0
Eagle_office_Henriette,power_active_kw,ridge_regression,5.2641,20.77,-28.06
Eagle_office_Isidro,power_active_kw,seasonal_naive_168h,4.891,33.82,0.0
Eagle_office_Isidro,power_active_kw,ridge_regression,4.1874,25.28,-25.27
Eagle_office_Jackie,power_active_kw,seasonal_naive_168h,8.7032,19.4,0.0
Eagle_office_Jackie,power_active_kw,ridge_regression,6.9207,16.22,-16.41
Eagle_office_Jeff,power_active_kw,seasonal_naive_168h,7.6821,26.52,0.0
Eagle_office_Jeff,power_active_kw,ridge_regression,6.2888,20.36,-23.22
Eagle_office_Katheleen,power_active_kw,seasonal_naive_168h,56.2845,51.98,0.0
Eagle_office_Katheleen,power_active_kw,ridge_regression,51.0698,48.43,-6.84
Eagle_office_Lamont,power_active_kw,seasonal_naive_168h,6.5675,48.66,0.0
Eagle_office_Lamont,power_active_kw,ridge_regression,10.6423,66.67,37.02
Eagle_office_Lane,power_active_kw,seasonal_naive_168h,6.7591,23.12,0.0
Eagle_office_Lane,power_active_kw,ridge_regression,5.0164,16.86,-27.08
Eagle_office_Lillian,power_active_kw,seasonal_naive_168h,5.0884,36.0,0.0
Eagle_office_Lillian,power_active_kw,ridge_regression,4.0187,26.86,-25.38
Eagle_office_Mable,power_active_kw,seasonal_naive_168h,2.9479,30.21,0.0
Eagle_office_Mable,power_active_kw,ridge_regression,2.6487,25.63,-15.16
Eagle_office_Mandi,power_active_kw,seasonal_naive_168h,2.3596,44.6,0.0
Eagle_office_Mandi,power_active_kw,ridge_regression,4.9353,64.04,43.6
Eagle_office_Marisela,power_active_kw,seasonal_naive_168h,25.7087,47.19,0.0
Eagle_office_Marisela,power_active_kw,ridge_regression,33.3358,51.08,8.25
Eagle_office_Nereida,power_active_kw,seasonal_naive_168h,23.3531,45.33,0.0
Eagle_office_Nereida,power_active_kw,ridge_regression,44.8478,65.57,44.67
Eagle_office_Norbert,power_active_kw,seasonal_naive_168h,17.4492,50.38,0.0
Eagle_office_Norbert,power_active_kw,ridge_regression,29.7304,69.31,37.58
Eagle_office_Patrice,power_active_kw,seasonal_naive_168h,10.9764,20.51,0.0
Eagle_office_Patrice,power_active_kw,ridge_regression,9.6231,16.32,-20.47
Eagle_office_Phyllis,power_active_kw,seasonal_naive_168h,5.7332,44.6,0.0
Eagle_office_Phyllis,power_active_kw,ridge_regression,11.9947,64.05,43.63
Eagle_office_Randolph,power_active_kw,seasonal_naive_168h,15.8633,23.77,0.0
Eagle_office_Randolph,power_active_kw,ridge_regression,12.3356,17.59,-26.02
Eagle_office_Remedios,power_active_kw,seasonal_naive_168h,13.2421,45.21,0.0
Eagle_office_Remedios,power_active_kw,ridge_regression,24.5945,64.1,41.78
Eagle_office_Ryan,power_active_kw,seasonal_naive_168h,4.2494,24.47,0.0
Eagle_office_Ryan,power_active_kw,ridge_regression,3.3536,18.82,-23.09
Eagle_office_Sheree,power_active_kw,seasonal_naive_168h,6.2774,37.22,0.0
Eagle_office_Sheree,power_active_kw,ridge_regression,7.82,33.47,-10.08
Eagle_office_Sonya,power_active_kw,seasonal_naive_168h,16.8362,12.41,0.0
Eagle_office_Sonya,power_active_kw,ridge_regression,12.9388,9.33,-24.86
Eagle_office_Tia,power_active_kw,seasonal_naive_168h,35.961,45.31,0.0
Eagle_office_Tia,power_active_kw,ridge_regression,38.6733,38.45,-15.13
Eagle_office_Yadira,power_active_kw,seasonal_naive_168h,25.6096,33.81,0.0
Eagle_office_Yadira,power_active_kw,ridge_regression,20.914,25.36,-24.99
Fox_education_Andre,power_active_kw,seasonal_naive_168h,22.721,8.29,0.0
Fox_education_Andre,power_active_kw,ridge_regression,19.1943,6.66,-19.71
Fox_education_Ashli,power_active_kw,seasonal_naive_168h,2.4292,28.35,0.0
Fox_education_Ashli,power_active_kw,ridge_regression,3.75,32.59,14.97
Fox_education_Burton,power_active_kw,seasonal_naive_168h,6.0019,18.61,0.0
Fox_education_Burton,power_active_kw,ridge_regression,4.6945,14.82,-20.37
Fox_education_Carleen,power_active_kw,seasonal_naive_168h,11.7939,22.47,0.0
Fox_education_Carleen,power_active_kw,ridge_regression,12.387,19.45,-13.46
Fox_education_Charles,power_active_kw,seasonal_naive_168h,1.9119,32.08,0.0
Fox_education_Charles,power_active_kw,ridge_regression,1.7542,25.0,-22.09
Fox_education_Claire,power_active_kw,seasonal_naive_168h,5.664,19.61,0.0
Fox_education_Claire,power_active_kw,ridge_regression,6.2572,16.34,-16.7
Fox_education_Claude,power_active_kw,seasonal_naive_168h,26.4482,5.35,0.0
Fox_education_Claude,power_active_kw,ridge_regression,35.5775,4.87,-8.93
Fox_education_Cynthia,power_active_kw,seasonal_naive_168h,26.4269,17.23,0.0
Fox_education_Cynthia,power_active_kw,ridge_regression,21.5369,13.79,-19.99
Fox_education_Delma,power_active_kw,seasonal_naive_168h,13.8823,67.24,0.0
Fox_education_Delma,power_active_kw,ridge_regression,11.5322,52.41,-22.05
Fox_education_Dewayne,power_active_kw,seasonal_naive_168h,6.5807,18.29,0.0
Fox_education_Dewayne,power_active_kw,ridge_regression,9.4967,23.1,26.34
Fox_education_Dominique,power_active_kw,seasonal_naive_168h,6.2277,6.96,0.0
Fox_education_Dominique,power_active_kw,ridge_regression,5.4394,6.34,-8.97
Fox_education_Eddy,power_active_kw,seasonal_naive_168h,44.9517,25.06,0.0
Fox_education_Eddy,power_active_kw,ridge_regression,34.9274,18.94,-24.42
Fox_education_Eldon,power_active_kw,seasonal_naive_168h,8.4323,8.0,0.0
Fox_education_Eldon,power_active_kw,ridge_regression,6.6756,6.78,-15.3
Fox_education_Elizabeth,power_active_kw,seasonal_naive_168h,46.1898,15.01,0.0
Fox_education_Elizabeth,power_active_kw,ridge_regression,37.1004,10.97,-26.95
Fox_education_Elois,power_active_kw,seasonal_naive_168h,2.39,34.78,0.0
Fox_education_Elois,power_active_kw,ridge_regression,2.1946,29.92,-13.96
Fox_education_Elvira,power_active_kw,seasonal_naive_168h,18.1368,15.49,0.0
Fox_education_Elvira,power_active_kw,ridge_regression,14.1368,11.62,-24.97
Fox_education_Etta,power_active_kw,seasonal_naive_168h,24.4836,24.92,0.0
Fox_education_Etta,power_active_kw,ridge_regression,17.6522,16.64,-33.23
Fox_education_Gayla,power_active_kw,seasonal_naive_168h,9.0938,26.26,0.0
Fox_education_Gayla,power_active_kw,ridge_regression,8.0601,22.02,-16.13
Fox_education_Geoffrey,power_active_kw,seasonal_naive_168h,5.95,8.27,0.0
Fox_education_Geoffrey,power_active_kw,ridge_regression,6.0434,7.48,-9.6
Fox_education_Gloria,power_active_kw,seasonal_naive_168h,21.672,7.3,0.0
Fox_education_Gloria,power_active_kw,ridge_regression,17.6083,6.94,-4.97
Fox_education_Henrietta,power_active_kw,seasonal_naive_168h,16.1582,39.86,0.0
Fox_education_Henrietta,power_active_kw,ridge_regression,11.3353,28.14,-29.4
Fox_education_Heriberto,power_active_kw,seasonal_naive_168h,1.483,8.58,0.0
Fox_education_Heriberto,power_active_kw,ridge_regression,2.7022,12.21,42.39
Fox_education_Jaclyn,power_active_kw,seasonal_naive_168h,30.7141,18.5,0.0
Fox_education_Jaclyn,power_active_kw,ridge_regression,17.7272,11.13,-39.86
Fox_education_Jacqueline,power_active_kw,seasonal_naive_168h,21.588,104.85,0.0
Fox_education_Jacqueline,power_active_kw,ridge_regression,21.921,77.8,-25.8
Fox_education_Janina,power_active_kw,seasonal_naive_168h,17.8821,23.06,0.0
Fox_education_Janina,power_active_kw,ridge_regression,20.3085,18.28,-20.71
Fox_education_John,power_active_kw,seasonal_naive_168h,13.2548,54.39,0.0
Fox_education_John,power_active_kw,ridge_regression,11.192,42.37,-22.1
Fox_education_Kendrick,power_active_kw,seasonal_naive_168h,5.839,61.68,0.0
Fox_education_Kendrick,power_active_kw,ridge_regression,4.8883,45.3,-26.55
Fox_education_Kim,power_active_kw,seasonal_naive_168h,8.8341,26.62,0.0
Fox_education_Kim,power_active_kw,ridge_regression,8.1265,22.34,-16.07
Fox_education_Kris,power_active_kw,seasonal_naive_168h,14.4105,22.15,0.0
Fox_education_Kris,power_active_kw,ridge_regression,10.9627,17.05,-23.0
Fox_education_Leona,power_active_kw,seasonal_naive_168h,17.2458,12.16,0.0
Fox_education_Leona,power_active_kw,ridge_regression,17.2196,10.37,-14.72
Fox_education_Leota,power_active_kw,seasonal_naive_168h,13.7048,12.13,0.0
Fox_education_Leota,power_active_kw,ridge_regression,17.2837,13.42,10.66
Fox_education_Lesley,power_active_kw,seasonal_naive_168h,4.4089,55.21,0.0
Fox_education_Lesley,power_active_kw,ridge_regression,4.7108,54.55,-1.2
Fox_education_Lilly,power_active_kw,seasonal_naive_168h,21.938,25.7,0.0
Fox_education_Lilly,power_active_kw,ridge_regression,20.412,21.72,-15.49
Fox_education_Long,power_active_kw,seasonal_naive_168h,11.4099,18.04,0.0
Fox_education_Long,power_active_kw,ridge_regression,13.156,16.53,-8.41
Fox_education_Louie,power_active_kw,seasonal_naive_168h,11.0352,19.74,0.0
Fox_education_Louie,power_active_kw,ridge_regression,8.4296,14.36,-27.26
Fox_education_Marcelina,power_active_kw,seasonal_naive_168h,1.4098,57.86,0.0
Fox_education_Marcelina,power_active_kw,ridge_regression,0.9912,34.14,-41.0
Fox_education_Maris,power_active_kw,seasonal_naive_168h,1.7749,12.47,0.0
Fox_education_Maris,power_active_kw,ridge_regression,1.7872,12.06,-3.3
Fox_education_Marlana,power_active_kw,seasonal_naive_168h,20.1483,26.21,0.0
Fox_education_Marlana,power_active_kw,ridge_regression,16.8556,21.65,-17.4
Fox_education_Melinda,power_active_kw,seasonal_naive_168h,29.1309,13.05,0.0
Fox_education_Melinda,power_active_kw,ridge_regression,21.5114,10.54,-19.25
Fox_education_Melvin,power_active_kw,seasonal_naive_168h,11.8144,40.97,0.0
Fox_education_Melvin,power_active_kw,ridge_regression,10.6148,33.0,-19.47
Fox_education_Miguelina,power_active_kw,seasonal_naive_168h,10.6217,23.33,0.0
Fox_education_Miguelina,power_active_kw,ridge_regression,11.7558,20.6,-11.69
Fox_education_Nilda,power_active_kw,seasonal_naive_168h,12.5153,14.93,0.0
Fox_education_Nilda,power_active_kw,ridge_regression,12.8477,13.05,-12.55
Fox_education_Ollie,power_active_kw,seasonal_naive_168h,12.1392,15.32,0.0
Fox_education_Ollie,power_active_kw,ridge_regression,9.6443,11.72,-23.48
Fox_education_Otilia,power_active_kw,seasonal_naive_168h,24.6815,6.17,0.0
Fox_education_Otilia,power_active_kw,ridge_regression,27.0076,5.5,-10.93
Fox_education_Ray,power_active_kw,seasonal_naive_168h,6.3842,16.89,0.0
Fox_education_Ray,power_active_kw,ridge_regression,4.7352,12.53,-25.82
Fox_education_Rosie,power_active_kw,seasonal_naive_168h,13.6267,14.37,0.0
Fox_education_Rosie,power_active_kw,ridge_regression,7.7254,8.85,-38.42
Fox_education_Rudolph,power_active_kw,seasonal_naive_168h,5.8834,42.81,0.0
Fox_education_Rudolph,power_active_kw,ridge_regression,4.6428,32.54,-23.98
Fox_education_Shaun,power_active_kw,seasonal_naive_168h,18.5295,34.24,0.0
Fox_education_Shaun,power_active_kw,ridge_regression,20.3011,35.56,3.84
Fox_education_Shawanda,power_active_kw,seasonal_naive_168h,1.5997,46.88,0.0
Fox_education_Shawanda,power_active_kw,ridge_regression,1.7937,42.27,-9.83
Fox_education_Shirley,power_active_kw,seasonal_naive_168h,17.4191,33.9,0.0
Fox_education_Shirley,power_active_kw,ridge_regression,15.5851,29.15,-14.02
