building_id,metric,model,MAE,MAPE,n_obs
Fox_education_Nilda,power_active_kw,seasonal_naive_168h,12.5153,9.6413,1752
Fox_education_Ollie,power_active_kw,hour_of_week_profile,17.1195,16.0657,1752
Fox_education_Ollie,power_active_kw,seasonal_naive_168h,12.1392,11.7564,1752
Fox_education_Otilia,power_active_kw,hour_of_week_profile,30.2527,3.3848,1750
Fox_education_Otilia,power_active_kw,seasonal_naive_168h,24.5728,2.816,1737
Fox_education_Ray,power_active_kw,hour_of_week_profile,9.2405,17.5078,1752
Fox_education_Ray,power_active_kw,seasonal_naive_168h,6.3842,12.24,1752
Fox_education_Rosie,power_active_kw,hour_of_week_profile,25.876,16.6121,1752
Fox_education_Rosie,power_active_kw,seasonal_naive_168h,13.6267,8.8131,1752
Fox_education_Rudolph,power_active_kw,hour_of_week_profile,5.9541,76.4629,1752
Fox_education_Rudolph,power_active_kw,seasonal_naive_168h,5.8834,64.8718,1752
Fox_education_Shaun,power_active_kw,hour_of_week_profile,33.5967,21.1452,1752
Fox_education_Shaun,power_active_kw,seasonal_naive_168h,18.5295,13.5301,1752
Fox_education_Shawanda,power_active_kw,hour_of_week_profile,3.9835,84.2297,1752
Fox_education_Shawanda,power_active_kw,seasonal_naive_168h,1.5997,22.7529,1752
Fox_education_Shirley,power_active_kw,hour_of_week_profile,19.7552,15.764,1729
Fox_education_Shirley,power_active_kw,seasonal_naive_168h,17.9061,14.1869,1718
Fox_education_Stacia,power_active_kw,hour_of_week_profile,3.325,4.5552,1752
Fox_education_Stacia,power_active_kw,seasonal_naive_168h,2.3031,3.3417,1752
Fox_education_Sterling,power_active_kw,hour_of_week_profile,4.9385,31.236,1752
Fox_education_Sterling,power_active_kw,seasonal_naive_168h,3.5422,22.1384,1752
Fox_education_Suzan,power_active_kw,hour_of_week_profile,11.6463,36.1525,1730
Fox_education_Suzan,power_active_kw,seasonal_naive_168h,4.0698,13.1105,1730
Fox_education_Tamika,power_active_kw,hour_of_week_profile,39.3245,33.6658,1752
Fox_education_Tamika,power_active_kw,seasonal_naive_168h,12.9221,11.5921,1752
Fox_education_Theodore,power_active_kw,hour_of_week_profile,7.3498,3.4959,1752
Fox_education_Theodore,power_active_kw,seasonal_naive_168h,9.7969,4.4421,1752
Fox_education_Tonya,power_active_kw,hour_of_week_profile,14.3352,8.1974,1752
Fox_education_Tonya,power_active_kw,seasonal_naive_168h,8.7338,5.4139,1752
Fox_education_Virgil,power_active_kw,hour_of_week_profile,4.5507,5.5059,1752
Fox_education_Virgil,power_active_kw,seasonal_naive_168h,5.0306,5.9273,1752
Fox_education_Virginia,power_active_kw,hour_of_week_profile,4.4655,43.4145,1751
Fox_education_Virginia,power_active_kw,seasonal_naive_168h,2.9824,25.3212,1750
Fox_education_Wendell,power_active_kw,hour_of_week_profile,17.2322,3.4978,1752
Fox_education_Wendell,power_active_kw,seasonal_naive_168h,15.1719,3.0323,1752
Fox_education_Willis,power_active_kw,hour_of_week_profile,195.8501,9.2521,1752
Fox_education_Willis,power_active_kw,seasonal_naive_168h,52.7032,2.651,1752
Fox_education_Yolande,power_active_kw,hour_of_week_profile,18.4909,3.8735,1752
Fox_education_Yolande,power_active_kw,seasonal_naive_168h,15.8607,3.2828,1752
Fox_office_Alice,power_active_kw,hour_of_week_profile,17.2264,5.2648,1752
Fox_office_Alice,power_active_kw,seasonal_naive_168h,12.6897,3.8505,1752
Fox_office_Bernard,power_active_kw,hour_of_week_profile,7.5529,6.9552,1752
Fox_office_Bernard,power_active_kw,seasonal_naive_168h,8.2609,7.2065,1752
Fox_office_Berniece,power_active_kw,hour_of_week_profile,9.2723,42.6767,1752
Fox_office_Berniece,power_active_kw,seasonal_naive_168h,3.8387,12.5667,1752
Fox_office_Brandy,power_active_kw,hour_of_week_profile,10.3245,43.3366,1752
Fox_office_Brandy,power_active_kw,seasonal_naive_168h,3.4859,14.9356,1752
Fox_office_Carson,power_active_kw,hour_of_week_profile,9.873,20.8384,1752
Fox_office_Carson,power_active_kw,seasonal_naive_168h,7.142,17.0979,1752
Fox_office_Clayton,power_active_kw,hour_of_week_profile,25.1971,40.6958,1752
Fox_office_Clayton,power_active_kw,seasonal_naive_168h,8.6562,12.987,1752
Fox_office_Demetrius,power_active_kw,hour_of_week_profile,38.2714,27.5487,1752
Fox_office_Demetrius,power_active_kw,seasonal_naive_168h,34.4636,24.9192,1752
Fox_office_Easter,power_active_kw,hour_of_week_profile,3.8411,18.6465,1742
Fox_office_Easter,power_active_kw,seasonal_naive_168h,2.9341,11.6114,1742
Fox_office_Edythe,power_active_kw,hour_of_week_profile,12.2236,12.4545,1752
Fox_office_Edythe,power_active_kw,seasonal_naive_168h,9.4779,9.4493,1752
Fox_office_Essie,power_active_kw,hour_of_week_profile,3.9764,30.4563,1752
Fox_office_Essie,power_active_kw,seasonal_naive_168h,2.639,15.6389,1752
Fox_office_Gaylord,power_active_kw,hour_of_week_profile,37.1577,28.1737,1752
Fox_office_Gaylord,power_active_kw,seasonal_naive_168h,11.8211,9.2363,1752
Fox_office_Israel,power_active_kw,hour_of_week_profile,9.8727,9.154,1752
Fox_office_Israel,power_active_kw,seasonal_naive_168h,8.0487,7.3786,1752
Fox_office_Joy,power_active_kw,hour_of_week_profile,40.0359,28.9248,1752
Fox_office_Joy,power_active_kw,seasonal_naive_168h,6.7735,5.2272,1752
Fox_office_Juana,power_active_kw,hour_of_week_profile,4.8406,23.3592,1733
Fox_office_Juana,power_active_kw,seasonal_naive_168h,3.3034,14.9443,1728
Fox_office_Karima,power_active_kw,hour_of_week_profile,20.5993,32.9705,1752
Fox_office_Karima,power_active_kw,seasonal_naive_168h,9.5631,15.897,1752
Fox_office_Margarita,power_active_kw,hour_of_week_profile,4.778,42.8993,1752
Fox_office_Margarita,power_active_kw,seasonal_naive_168h,1.9424,14.5816,1752
Fox_office_Molly,power_active_kw,hour_of_week_profile,4.2253,145.7987,1752
Fox_office_Molly,power_active_kw,seasonal_naive_168h,0.7179,17.9667,1752
Fox_office_Rowena,power_active_kw,hour_of_week_profile,6.6128,21.3814,1752
Fox_office_Rowena,power_active_kw,seasonal_naive_168h,4.4421,13.4702,1752
Fox_office_Sheila,power_active_kw,hour_of_week_profile,2.5808,36.0669,1752
Fox_office_Sheila,power_active_kw,seasonal_naive_168h,1.034,12.9638,1752
Fox_office_Susanne,power_active_kw,hour_of_week_profile,6.181,63.0804,1752
Fox_office_Susanne,power_active_kw,seasonal_naive_168h,3.976,32.4912,1752
Fox_office_Thelma,power_active_kw,hour_of_week_profile,14.7726,14.6283,1752
Fox_office_Thelma,power_active_kw,seasonal_naive_168h,13.4342,13.0542,1752
Fox_office_Vicki,power_active_kw,hour_of_week_profile,19.0527,15.9657,1752
Fox_office_Vicki,power_active_kw,seasonal_naive_168h,9.9472,7.8016,1752
Fox_office_Yong,power_active_kw,hour_of_week_profile,21.1937,17.7993,1752
Fox_office_Yong,power_active_kw,seasonal_naive_168h,15.3306,12.1006,1752
Fox_office_Zachary,power_active_kw,hour_of_week_profile,44.566,20.9418,1752
Fox_office_Zachary,power_active_kw,seasonal_naive_168h,32.5466,16.9687,1752
Gator_office_August,power_active_kw,hour_of_week_profile,15.2201,89.0816,1474
Gator_office_August,power_active_kw,seasonal_naive_168h,11.8794,60.776,1128
Gator_office_Betty,power_active_kw,hour_of_week_profile,5.3379,209.3477,1695
Gator_office_Betty,power_active_kw,seasonal_naive_168h,7.2028,266.8444,1695
Gator_office_Hunter,power_active_kw,hour_of_week_profile,7.1774,61.3588,1680
Gator_office_Hunter,power_active_kw,seasonal_naive_168h,10.1208,70.0957,1656
Gator_office_Julie,power_active_kw,hour_of_week_profile,2.9964,64.416,1675
Gator_office_Julie,power_active_kw,seasonal_naive_168h,3.2905,63.9548,1675
Gator_office_Lisa,power_active_kw,hour_of_week_profile,25.538,54.3228,1699
Gator_office_Lisa,power_active_kw,seasonal_naive_168h,24.3305,51.0231,1699
Gator_office_Lucy,power_active_kw,hour_of_week_profile,73.4577,10094.0723,1699
Gator_office_Lucy,power_active_kw,seasonal_naive_168h,0.2741,28.9562,1699
Gator_office_Merle,power_active_kw,hour_of_week_profile,0.6192,102.2875,1695
Gator_office_Merle,power_active_kw,seasonal_naive_168h,0.4606,72.4374,1695
Hog_education_Beth,power_active_kw,hour_of_week_profile,15.4386,12.4398,1752
Hog_education_Beth,power_active_kw,seasonal_naive_168h,11.8138,10.745,1752
Hog_education_Bruno,power_active_kw,hour_of_week_profile,11.481,4.2707,1752
Hog_education_Bruno,power_active_kw,seasonal_naive_168h,10.7408,4.0896,1752
Hog_education_Caridad,power_active_kw,hour_of_week_profile,326.112,34.4201,1738
Hog_education_Caridad,power_active_kw,seasonal_naive_168h,68.8073,6.3568,1738
Hog_education_Casandra,power_active_kw,hour_of_week_profile,218.6353,27.5049,1752
Hog_education_Casandra,power_active_kw,seasonal_naive_168h,82.4676,8.6778,1752
Hog_education_Cathleen,power_active_kw,hour_of_week_profile,25.2255,4.4933,1752
Hog_education_Cathleen,power_active_kw,seasonal_naive_168h,27.5474,5.0745,1752
Hog_education_Donnie,power_active_kw,hour_of_week_profile,46.0852,101.7723,1752
Hog_education_Donnie,power_active_kw,seasonal_naive_168h,14.4907,29.8905,1752
Hog_education_George,power_active_kw,hour_of_week_profile,9.5117,4.5585,1747
Hog_education_George,power_active_kw,seasonal_naive_168h,7.4733,3.5278,1747
Hog_education_Hallie,power_active_kw,hour_of_week_profile,2.5009,3.6765,1752
Hog_education_Hallie,power_active_kw,seasonal_naive_168h,2.1342,3.1041,1751
Hog_education_Haywood,power_active_kw,hour_of_week_profile,2.981,2.105,1752
Hog_education_Haywood,power_active_kw,seasonal_naive_168h,3.6741,2.5871,1752
Hog_education_Janell,power_active_kw,hour_of_week_profile,223.9444,6.4742,1752
Hog_education_Janell,power_active_kw,seasonal_naive_168h,224.481,6.4274,1752
Hog_education_Jared,power_active_kw,hour_of_week_profile,2.203,14.9278,1752
Hog_education_Jared,power_active_kw,seasonal_naive_168h,2.1732,14.5706,1752
Hog_education_Jewel,power_active_kw,hour_of_week_profile,11.4625,22.4023,1752
Hog_education_Jewel,power_active_kw,seasonal_naive_168h,14.4358,24.5414,1752
Hog_education_Jordan,power_active_kw,hour_of_week_profile,12.4168,14.3772,1752
Hog_education_Jordan,power_active_kw,seasonal_naive_168h,10.721,11.7508,1752
Hog_education_Josh,power_active_kw,hour_of_week_profile,95.7775,49.7999,1752
Hog_education_Josh,power_active_kw,seasonal_naive_168h,39.8887,27.258,1752
Hog_education_Leandro,power_active_kw,hour_of_week_profile,15.4977,3.2718,1752
Hog_education_Leandro,power_active_kw,seasonal_naive_168h,15.7258,3.2682,1752
Hog_education_Luvenia,power_active_kw,hour_of_week_profile,45.8452,10.7744,1734
Hog_education_Luvenia,power_active_kw,seasonal_naive_168h,30.5887,6.7148,1734
Hog_education_Madge,power_active_kw,hour_of_week_profile,11.6092,12.7859,1752
Hog_education_Madge,power_active_kw,seasonal_naive_168h,10.2558,11.2497,1752
Hog_education_Odell,power_active_kw,hour_of_week_profile,36.7296,7.4218,1752
Hog_education_Odell,power_active_kw,seasonal_naive_168h,15.5603,3.0758,1751
Hog_education_Rachael,power_active_kw,hour_of_week_profile,22.0295,45.3816,1752
Hog_education_Rachael,power_active_kw,seasonal_naive_168h,9.1802,17.6659,1752
Hog_education_Robert,power_active_kw,hour_of_week_profile,109.194,27.7824,1752
Hog_education_Robert,power_active_kw,seasonal_naive_168h,55.6748,13.379,1752
Hog_education_Roberto,power_active_kw,hour_of_week_profile,27.6138,12.9947,1752
Hog_education_Roberto,power_active_kw,seasonal_naive_168h,19.1119,10.0287,1752
Hog_education_Sonia,power_active_kw,hour_of_week_profile,19.0089,3.0432,1752
Hog_education_Sonia,power_active_kw,seasonal_naive_168h,15.0242,2.3886,1751
Hog_education_Wayne,power_active_kw,hour_of_week_profile,15.3248,11.1398,1752
Hog_education_Wayne,power_active_kw,seasonal_naive_168h,9.1097,5.9316,1752
Hog_office_Alexis,power_active_kw,hour_of_week_profile,5.8962,36.0069,1752
Hog_office_Alexis,power_active_kw,seasonal_naive_168h,3.8753,23.2403,1752
Hog_office_Alisha,power_active_kw,hour_of_week_profile,0.7776,7.1433,1752
Hog_office_Alisha,power_active_kw,seasonal_naive_168h,1.0658,9.4969,1752
Hog_office_Almeda,power_active_kw,hour_of_week_profile,9.3249,14.379,1752
Hog_office_Almeda,power_active_kw,seasonal_naive_168h,9.5687,15.6831,1752
Hog_office_Bessie,power_active_kw,hour_of_week_profile,7.7246,12.3835,1752
Hog_office_Bessie,power_active_kw,seasonal_naive_168h,6.5742,9.7734,1752
Hog_office_Betsy,power_active_kw,hour_of_week_profile,358.6643,121.9186,1752
Hog_office_Betsy,power_active_kw,seasonal_naive_168h,86.4651,25.9069,1752
Hog_office_Bill,power_active_kw,hour_of_week_profile,94.955,49.2091,1752
Hog_office_Bill,power_active_kw,seasonal_naive_168h,27.8017,13.398,1752
Hog_office_Buford,power_active_kw,hour_of_week_profile,0.8279,28.5324,1725
Hog_office_Buford,power_active_kw,seasonal_naive_168h,0.9921,41.2524,1700
Hog_office_Byron,power_active_kw,hour_of_week_profile,26.2106,2.7801,1752
Hog_office_Byron,power_active_kw,seasonal_naive_168h,28.8202,3.0063,1752
Hog_office_Candi,power_active_kw,hour_of_week_profile,48.3567,16.2838,1752
Hog_office_Candi,power_active_kw,seasonal_naive_168h,40.2028,13.2175,1752
Hog_office_Carri,power_active_kw,hour_of_week_profile,5.546,19.4186,1750
Hog_office_Carri,power_active_kw,seasonal_naive_168h,2.8677,9.7017,1750
Hog_office_Catalina,power_active_kw,hour_of_week_profile,53.3164,48.5245,1752
Hog_office_Catalina,power_active_kw,seasonal_naive_168h,29.0657,41.175,1752
Hog_office_Catharine,power_active_kw,hour_of_week_profile,57.8847,14.9489,1720
Hog_office_Catharine,power_active_kw,seasonal_naive_168h,30.203,7.3344,1712
Hog_office_Charla,power_active_kw,hour_of_week_profile,10.3957,5.2987,1752
Hog_office_Charla,power_active_kw,seasonal_naive_168h,7.5213,3.9499,1751
Hog_office_Clemencia,power_active_kw,hour_of_week_profile,3.4135,4.1618,1752
Hog_office_Clemencia,power_active_kw,seasonal_naive_168h,4.0258,4.9629,1752
Hog_office_Concetta,power_active_kw,hour_of_week_profile,5.1433,39.353,1752
Hog_office_Concetta,power_active_kw,seasonal_naive_168h,1.9903,16.611,1752
Hog_office_Cordelia,power_active_kw,hour_of_week_profile,3.9064,20.281,1752
Hog_office_Cordelia,power_active_kw,seasonal_naive_168h,3.0033,15.658,1752
Hog_office_Corey,power_active_kw,hour_of_week_profile,12.2198,11.5929,1752
Hog_office_Corey,power_active_kw,seasonal_naive_168h,12.1579,12.3784,1752
Hog_office_Corie,power_active_kw,hour_of_week_profile,13.2685,11.5567,1752
Hog_office_Corie,power_active_kw,seasonal_naive_168h,12.2803,12.5138,1752
Hog_office_Cornell,power_active_kw,hour_of_week_profile,393.5523,35.4483,1752
Hog_office_Cornell,power_active_kw,seasonal_naive_168h,108.5999,9.198,1752
Hog_office_Cortney,power_active_kw,hour_of_week_profile,67.2479,0.0,1734
Hog_office_Cortney,power_active_kw,seasonal_naive_168h,0.0,0.0,1734
Hog_office_Darline,power_active_kw,hour_of_week_profile,27.0183,12.0731,1752
Hog_office_Darline,power_active_kw,seasonal_naive_168h,8.2845,3.7805,1752
Hog_office_Denita,power_active_kw,hour_of_week_profile,6.5903,13.3307,1752
Hog_office_Denita,power_active_kw,seasonal_naive_168h,7.0563,15.4985,1752
Hog_office_Elizbeth,power_active_kw,hour_of_week_profile,7.2381,5.584,1752
Hog_office_Elizbeth,power_active_kw,seasonal_naive_168h,4.7375,3.5101,1752
Hog_office_Elke,power_active_kw,hour_of_week_profile,5.992,9.9285,1752
Hog_office_Elke,power_active_kw,seasonal_naive_168h,5.9874,10.1283,1752
Hog_office_Elnora,power_active_kw,hour_of_week_profile,183.7798,34.3445,1752
Hog_office_Elnora,power_active_kw,seasonal_naive_168h,28.9266,5.226,1752
Hog_office_Eloise,power_active_kw,hour_of_week_profile,9.7838,3.6844,1752
Hog_office_Eloise,power_active_kw,seasonal_naive_168h,10.7683,4.0823,1752
Hog_office_Elsy,power_active_kw,hour_of_week_profile,2.2729,8.7839,1752
Hog_office_Elsy,power_active_kw,seasonal_naive_168h,2.4953,9.5328,1752
Hog_office_Emmanuel,power_active_kw,hour_of_week_profile,1.5724,5.6051,1752
Hog_office_Emmanuel,power_active_kw,seasonal_naive_168h,1.5892,5.4619,1752
Hog_office_Garrett,power_active_kw,hour_of_week_profile,97.2214,21.2172,1752
Hog_office_Garrett,power_active_kw,seasonal_naive_168h,97.7666,26.5996,1752
Hog_office_Guadalupe,power_active_kw,hour_of_week_profile,8.6842,17.8323,1752
Hog_office_Guadalupe,power_active_kw,seasonal_naive_168h,7.3282,15.469,1752
Hog_office_Gustavo,power_active_kw,hour_of_week_profile,24.5994,3.2718,1752
Hog_office_Gustavo,power_active_kw,seasonal_naive_168h,24.6616,3.2484,1752
Hog_office_Joey,power_active_kw,hour_of_week_profile,173.9911,14.4002,1752
Hog_office_Joey,power_active_kw,seasonal_naive_168h,150.1385,12.4824,1752
Hog_office_Josefina,power_active_kw,hour_of_week_profile,10.6297,5.5825,1752
Hog_office_Josefina,power_active_kw,seasonal_naive_168h,13.0217,7.1108,1752
Hog_office_Lanell,power_active_kw,hour_of_week_profile,18.7198,16.1223,1752
Hog_office_Lanell,power_active_kw,seasonal_naive_168h,23.9512,19.9675,1752
Hog_office_Lavon,power_active_kw,hour_of_week_profile,293.0641,2298.4138,1752
Hog_office_Lavon,power_active_kw,seasonal_naive_168h,20.3519,140.9258,1752
Hog_office_Leanne,power_active_kw,hour_of_week_profile,4.3582,3.2386,1752
Hog_office_Leanne,power_active_kw,seasonal_naive_168h,5.6232,4.1522,1751
Hog_office_Leon,power_active_kw,hour_of_week_profile,1.3721,21.671,1752
Hog_office_Leon,power_active_kw,seasonal_naive_168h,1.4309,22.4692,1752
Hog_office_Lizzie,power_active_kw,hour_of_week_profile,10.9163,14.2077,1752
Hog_office_Lizzie,power_active_kw,seasonal_naive_168h,9.0199,12.1621,1752
Hog_office_Mack,power_active_kw,hour_of_week_profile,9.2809,11.1026,1752
Hog_office_Mack,power_active_kw,seasonal_naive_168h,5.0381,5.9535,1752
Hog_office_Man,power_active_kw,hour_of_week_profile,6.844,13.8489,1752
Hog_office_Man,power_active_kw,seasonal_naive_168h,5.2107,9.7255,1752
Hog_office_Mari,power_active_kw,hour_of_week_profile,13.909,33.486,1752
Hog_office_Mari,power_active_kw,seasonal_naive_168h,6.4465,15.8945,1752
Hog_office_Marilyn,power_active_kw,hour_of_week_profile,19.2405,104.6752,1752
Hog_office_Marilyn,power_active_kw,seasonal_naive_168h,1.4309,7.8654,1752
Hog_office_Marlena,power_active_kw,hour_of_week_profile,9.6757,12.7953,1752
Hog_office_Marlena,power_active_kw,seasonal_naive_168h,10.6903,12.9462,1752
Hog_office_Marlene,power_active_kw,hour_of_week_profile,6.193,19.8959,1752
Hog_office_Marlene,power_active_kw,seasonal_naive_168h,4.9364,15.1109,1752
Hog_office_Mary,power_active_kw,hour_of_week_profile,4.0872,12.2055,1752
Hog_office_Mary,power_active_kw,seasonal_naive_168h,3.1458,10.5636,1752
Hog_office_Merilyn,power_active_kw,hour_of_week_profile,3.2601,12.0859,1752
Hog_office_Merilyn,power_active_kw,seasonal_naive_168h,3.1079,11.1853,1752
Hog_office_Migdalia,power_active_kw,hour_of_week_profile,4.8603,20.707,1752
Hog_office_Migdalia,power_active_kw,seasonal_naive_168h,4.5161,17.6082,1752
Hog_office_Mike,power_active_kw,hour_of_week_profile,16.2794,20.5621,1752
Hog_office_Mike,power_active_kw,seasonal_naive_168h,6.1918,7.9083,1752
Hog_office_Miriam,power_active_kw,hour_of_week_profile,2.439,13.0111,1752
Hog_office_Miriam,power_active_kw,seasonal_naive_168h,1.9208,9.5606,1752
Hog_office_Myles,power_active_kw,hour_of_week_profile,4.2174,9.6899,1752
Hog_office_Myles,power_active_kw,seasonal_naive_168h,4.962,10.8466,1752
Hog_office_Nancie,power_active_kw,hour_of_week_profile,7.6729,13.4085,1752
Hog_office_Nancie,power_active_kw,seasonal_naive_168h,7.9683,12.7214,1752
Hog_office_Napoleon,power_active_kw,hour_of_week_profile,12.6189,9.5002,1752
Hog_office_Napoleon,power_active_kw,seasonal_naive_168h,10.9626,8.7201,1752
Hog_office_Nia,power_active_kw,hour_of_week_profile,641.1988,55.3155,1752
Hog_office_Nia,power_active_kw,seasonal_naive_168h,80.9762,6.426,1752
Hog_office_Patrick,power_active_kw,hour_of_week_profile,1.6954,20.3031,1752
Hog_office_Patrick,power_active_kw,seasonal_naive_168h,1.3488,15.3465,1752
Hog_office_Randi,power_active_kw,hour_of_week_profile,19.8287,23.4525,1752
Hog_office_Randi,power_active_kw,seasonal_naive_168h,7.8056,10.7694,1752
Hog_office_Richelle,power_active_kw,hour_of_week_profile,3.7747,4.5522,1752
Hog_office_Richelle,power_active_kw,seasonal_naive_168h,4.4477,5.1697,1752
Hog_office_Roger,power_active_kw,hour_of_week_profile,86.3188,56.1336,1750
Hog_office_Roger,power_active_kw,seasonal_naive_168h,33.2184,19.5583,1746
Hog_office_Rolando,power_active_kw,hour_of_week_profile,18.746,4.4175,1752
Hog_office_Rolando,power_active_kw,seasonal_naive_168h,10.754,2.5388,1752
Hog_office_Sarah,power_active_kw,hour_of_week_profile,11.2407,2.5859,1752
Hog_office_Sarah,power_active_kw,seasonal_naive_168h,11.181,2.54,1751
Hog_office_Shawna,power_active_kw,hour_of_week_profile,10.9265,7.455,1752
Hog_office_Shawna,power_active_kw,seasonal_naive_168h,10.3488,7.4785,1752
Hog_office_Shawnna,power_active_kw,hour_of_week_profile,78.8068,25.0663,1752
Hog_office_Shawnna,power_active_kw,seasonal_naive_168h,42.4415,12.6724,1752
Hog_office_Sherrie,power_active_kw,hour_of_week_profile,9.7441,36.1437,1752
Hog_office_Sherrie,power_active_kw,seasonal_naive_168h,3.878,13.8163,1752
Hog_office_Shon,power_active_kw,hour_of_week_profile,6.2762,9.6272,1752
Hog_office_Shon,power_active_kw,seasonal_naive_168h,4.9548,7.1169,1752
Hog_office_Simon,power_active_kw,hour_of_week_profile,3.2167,17.0928,1752
Hog_office_Simon,power_active_kw,seasonal_naive_168h,3.2329,17.8443,1752
Hog_office_Sonny,power_active_kw,hour_of_week_profile,33.8442,15.3068,1740
Hog_office_Sonny,power_active_kw,seasonal_naive_168h,13.7193,6.1472,1740
Hog_office_Sung,power_active_kw,hour_of_week_profile,4.5228,10.968,1735
Hog_office_Sung,power_active_kw,seasonal_naive_168h,2.4765,5.6416,1735
Hog_office_Sydney,power_active_kw,hour_of_week_profile,8.3272,6.0114,1752
Hog_office_Sydney,power_active_kw,seasonal_naive_168h,4.761,3.4522,1752
Hog_office_Terry,power_active_kw,hour_of_week_profile,341.2423,73.3576,1752
Hog_office_Terry,power_active_kw,seasonal_naive_168h,144.5731,28.4088,1752
Hog_office_Valda,power_active_kw,hour_of_week_profile,3.9828,16.7249,1752
Hog_office_Valda,power_active_kw,seasonal_naive_168h,4.6526,19.7487,1752
Hog_office_Vera,power_active_kw,hour_of_week_profile,12.9707,12.6901,1752
Hog_office_Vera,power_active_kw,seasonal_naive_168h,16.4629,15.9552,1752
Lamb_education_Antonio,power_active_kw,hour_of_week_profile,30.6116,51.417,1752
Lamb_education_Antonio,power_active_kw,seasonal_naive_168h,24.8087,47.7897,1752
Lamb_education_Armando,power_active_kw,hour_of_week_profile,25.4209,43.6859,1752
Lamb_education_Armando,power_active_kw,seasonal_naive_168h,22.1917,44.3296,1752
Lamb_education_Augustine,power_active_kw,hour_of_week_profile,4.9772,82.1788,1752
Lamb_education_Augustine,power_active_kw,seasonal_naive_168h,2.4185,93.3864,1752
Lamb_education_Bert,power_active_kw,hour_of_week_profile,3.8085,43.933,1752
Lamb_education_Bert,power_active_kw,seasonal_naive_168h,2.3394,33.1146,1752
Lamb_education_Daniel,power_active_kw,hour_of_week_profile,4.2754,40.3725,1752
Lamb_education_Daniel,power_active_kw,seasonal_naive_168h,2.686,36.4615,1752
Lamb_education_Darrel,power_active_kw,hour_of_week_profile,34.2717,52.3106,1752
Lamb_education_Darrel,power_active_kw,seasonal_naive_168h,27.3553,42.8553,1752
Lamb_education_Domitila,power_active_kw,hour_of_week_profile,38.8554,50.1635,1752
Lamb_education_Domitila,power_active_kw,seasonal_naive_168h,30.5375,42.2548,1752
Lamb_education_Dwayne,power_active_kw,hour_of_week_profile,3.4146,41.3626,1752
Lamb_education_Dwayne,power_active_kw,seasonal_naive_168h,1.8739,34.9444,1752
Lamb_education_Emery,power_active_kw,hour_of_week_profile,29.4487,54.4166,1752
Lamb_education_Emery,power_active_kw,seasonal_naive_168h,17.6638,47.1937,1752
Lamb_education_Emilie,power_active_kw,hour_of_week_profile,2.4314,32.4798,1752
Lamb_education_Emilie,power_active_kw,seasonal_naive_168h,2.0052,35.0244,1752
Lamb_education_Faith,power_active_kw,hour_of_week_profile,4.7305,41.957,1752
Lamb_education_Faith,power_active_kw,seasonal_naive_168h,2.8007,28.4926,1752
Lamb_education_Felipe,power_active_kw,hour_of_week_profile,14.6477,39.9248,1752
Lamb_education_Felipe,power_active_kw,seasonal_naive_168h,15.2148,60.3231,1752
Lamb_education_Fred,power_active_kw,hour_of_week_profile,5.4902,45.9492,1752
Lamb_education_Fred,power_active_kw,seasonal_naive_168h,3.6718,38.0412,1752
Lamb_education_Gabriel,power_active_kw,hour_of_week_profile,6.072,85.5388,1752
Lamb_education_Gabriel,power_active_kw,seasonal_naive_168h,2.105,38.3993,1752
Lamb_education_Gabrielle,power_active_kw,hour_of_week_profile,2.2558,409.6789,1752
Lamb_education_Gabrielle,power_active_kw,seasonal_naive_168h,0.4502,73.9266,1752
Lamb_education_Hellen,power_active_kw,hour_of_week_profile,2.5079,49.6309,1752
Lamb_education_Hellen,power_active_kw,seasonal_naive_168h,1.6102,33.6125,1752
Lamb_education_Hilary,power_active_kw,hour_of_week_profile,3.5274,74.4228,1752
Lamb_education_Hilary,power_active_kw,seasonal_naive_168h,2.0211,98.2929,1752
Lamb_education_Hubert,power_active_kw,hour_of_week_profile,2.9553,0.0,1752
Lamb_education_Hubert,power_active_kw,seasonal_naive_168h,0.0,0.0,1752
Lamb_education_Hui,power_active_kw,hour_of_week_profile,10.7229,80.7656,1752
Lamb_education_Hui,power_active_kw,seasonal_naive_168h,4.9648,66.6694,1752
Lamb_education_Isabelle,power_active_kw,hour_of_week_profile,10.7734,82.2544,1752
Lamb_education_Isabelle,power_active_kw,seasonal_naive_168h,4.5242,49.1782,1752
Lamb_education_Junior,power_active_kw,hour_of_week_profile,34.4659,54.9921,1752
Lamb_education_Junior,power_active_kw,seasonal_naive_168h,28.3016,49.2751,1752
Lamb_education_Lawrence,power_active_kw,hour_of_week_profile,5.1052,55.6702,1752
Lamb_education_Lawrence,power_active_kw,seasonal_naive_168h,4.6182,67.7013,1752
Lamb_education_Lazaro,power_active_kw,hour_of_week_profile,16.6195,0.0,1752
Lamb_education_Lazaro,power_active_kw,seasonal_naive_168h,0.0,0.0,1752
Lamb_education_Lucas,power_active_kw,hour_of_week_profile,3.2016,108.3642,1752
Lamb_education_Lucas,power_active_kw,seasonal_naive_168h,1.7777,58.3431,1752
Lamb_education_Luz,power_active_kw,hour_of_week_profile,49.015,7698.1313,1752
Lamb_education_Luz,power_active_kw,seasonal_naive_168h,36.5139,7438.1401,1752
Lamb_education_Mae,power_active_kw,hour_of_week_profile,32.8952,56.511,1752
Lamb_education_Mae,power_active_kw,seasonal_naive_168h,27.3997,62.1215,1752
