building_id,metric,model,MAE,MAPE,n_obs
Cockatoo_education_Claudine,power_active_kw,hour_of_week_profile,4.3022,10.1776,1730
Cockatoo_education_Claudine,power_active_kw,seasonal_naive_168h,2.8708,7.1642,1720
Cockatoo_education_Clifton,power_active_kw,hour_of_week_profile,0.062,4.5635,1729
Cockatoo_education_Clifton,power_active_kw,seasonal_naive_168h,0.0715,5.2962,1719
Cockatoo_education_Collin,power_active_kw,hour_of_week_profile,27.3682,11.3479,1729
Cockatoo_education_Collin,power_active_kw,seasonal_naive_168h,13.5257,5.692,1720
Cockatoo_education_Deloris,power_active_kw,hour_of_week_profile,4.2473,5.526,1729
Cockatoo_education_Deloris,power_active_kw,seasonal_naive_168h,5.4951,7.237,1720
Cockatoo_education_Doreen,power_active_kw,hour_of_week_profile,8.278,10.3411,1730
Cockatoo_education_Doreen,power_active_kw,seasonal_naive_168h,8.7582,10.7132,1721
Cockatoo_education_Erik,power_active_kw,hour_of_week_profile,10.1704,6.6299,1725
Cockatoo_education_Erik,power_active_kw,seasonal_naive_168h,8.4435,5.339,1716
Cockatoo_education_Eunice,power_active_kw,hour_of_week_profile,42.8564,10.3199,1728
Cockatoo_education_Eunice,power_active_kw,seasonal_naive_168h,27.8332,6.5907,1719
Cockatoo_education_Flora,power_active_kw,hour_of_week_profile,41.8183,5.1633,1730
Cockatoo_education_Flora,power_active_kw,seasonal_naive_168h,29.3412,3.5794,1721
Cockatoo_education_Gussie,power_active_kw,hour_of_week_profile,13.7103,4.3795,1729
Cockatoo_education_Gussie,power_active_kw,seasonal_naive_168h,15.2974,4.8898,1720
Cockatoo_education_Helene,power_active_kw,hour_of_week_profile,10.6068,11.0211,1730
Cockatoo_education_Helene,power_active_kw,seasonal_naive_168h,5.2295,5.196,1721
Cockatoo_education_Jack,power_active_kw,hour_of_week_profile,1.0883,18.316,1729
Cockatoo_education_Jack,power_active_kw,seasonal_naive_168h,1.3923,23.0054,1720
Cockatoo_education_Janet,power_active_kw,hour_of_week_profile,98.8297,10.8933,1730
Cockatoo_education_Janet,power_active_kw,seasonal_naive_168h,29.8735,3.2743,1721
Cockatoo_education_Joeann,power_active_kw,hour_of_week_profile,67.0063,16.7632,1715
Cockatoo_education_Joeann,power_active_kw,seasonal_naive_168h,40.6025,9.8726,1706
Cockatoo_education_Joel,power_active_kw,hour_of_week_profile,0.702,12.8804,1730
Cockatoo_education_Joel,power_active_kw,seasonal_naive_168h,0.7058,12.7329,1721
Cockatoo_education_Jon,power_active_kw,hour_of_week_profile,19.373,20.8858,1729
Cockatoo_education_Jon,power_active_kw,seasonal_naive_168h,15.1393,16.1679,1720
Cockatoo_education_Julia,power_active_kw,hour_of_week_profile,5.1151,13.9083,1727
Cockatoo_education_Julia,power_active_kw,seasonal_naive_168h,5.5104,16.0261,1715
Cockatoo_education_Julio,power_active_kw,hour_of_week_profile,10.4197,5.8872,1730
Cockatoo_education_Julio,power_active_kw,seasonal_naive_168h,11.7368,6.8153,1721
Cockatoo_education_June,power_active_kw,hour_of_week_profile,7.6248,8.1434,1730
Cockatoo_education_June,power_active_kw,seasonal_naive_168h,6.1709,6.3723,1721
Cockatoo_education_Latrice,power_active_kw,hour_of_week_profile,0.0123,74.779,1729
Cockatoo_education_Latrice,power_active_kw,seasonal_naive_168h,0.004,100.0,1720
Cockatoo_education_Laurence,power_active_kw,hour_of_week_profile,19.0583,24.7126,1730
Cockatoo_education_Laurence,power_active_kw,seasonal_naive_168h,20.9013,28.1759,1721
Cockatoo_education_Lionel,power_active_kw,hour_of_week_profile,19.5143,5.4965,1730
Cockatoo_education_Lionel,power_active_kw,seasonal_naive_168h,14.1272,4.1158,1721
Cockatoo_education_Magdalena,power_active_kw,hour_of_week_profile,8.6932,60.7852,1730
Cockatoo_education_Magdalena,power_active_kw,seasonal_naive_168h,3.6264,29.9377,1720
Cockatoo_education_Marva,power_active_kw,hour_of_week_profile,21.2951,13.9533,1730
Cockatoo_education_Marva,power_active_kw,seasonal_naive_168h,20.282,13.7005,1721
Cockatoo_education_Maynard,power_active_kw,hour_of_week_profile,5.6447,35.8445,1729
Cockatoo_education_Maynard,power_active_kw,seasonal_naive_168h,6.0547,33.4875,1720
Cockatoo_education_Mayra,power_active_kw,hour_of_week_profile,15.17,21.7781,1730
Cockatoo_education_Mayra,power_active_kw,seasonal_naive_168h,13.6339,19.3098,1721
Cockatoo_education_Melanie,power_active_kw,hour_of_week_profile,11.0843,39.6008,1729
Cockatoo_education_Melanie,power_active_kw,seasonal_naive_168h,4.2696,16.9937,1720
Cockatoo_education_Minh,power_active_kw,hour_of_week_profile,5.2072,11.7842,1722
Cockatoo_education_Minh,power_active_kw,seasonal_naive_168h,6.1159,13.881,1712
Cockatoo_education_Nelda,power_active_kw,hour_of_week_profile,8.3447,7.9195,1730
Cockatoo_education_Nelda,power_active_kw,seasonal_naive_168h,6.6269,6.1031,1721
Cockatoo_education_Oliver,power_active_kw,hour_of_week_profile,17.264,13.2185,1730
Cockatoo_education_Oliver,power_active_kw,seasonal_naive_168h,12.9812,9.3312,1721
Cockatoo_education_Orlando,power_active_kw,hour_of_week_profile,20.7552,7.4412,1730
Cockatoo_education_Orlando,power_active_kw,seasonal_naive_168h,18.062,6.8162,1721
Cockatoo_education_Rita,power_active_kw,hour_of_week_profile,1.8539,14.7797,1730
Cockatoo_education_Rita,power_active_kw,seasonal_naive_168h,1.7067,13.1022,1721
Cockatoo_education_Shawn,power_active_kw,hour_of_week_profile,15.4007,12.5599,1730
Cockatoo_education_Shawn,power_active_kw,seasonal_naive_168h,14.0956,11.7243,1721
Cockatoo_education_Sheryl,power_active_kw,hour_of_week_profile,16.4453,3.742,1730
Cockatoo_education_Sheryl,power_active_kw,seasonal_naive_168h,14.4915,3.1968,1721
Cockatoo_education_Terrence,power_active_kw,hour_of_week_profile,23.1307,5.0103,1727
Cockatoo_education_Terrence,power_active_kw,seasonal_naive_168h,21.0727,4.6605,1717
Cockatoo_education_Tyler,power_active_kw,hour_of_week_profile,18.8842,2.5846,1730
Cockatoo_education_Tyler,power_active_kw,seasonal_naive_168h,17.3124,2.329,1721
Cockatoo_education_Victoria,power_active_kw,hour_of_week_profile,0.8204,17.4864,1726
Cockatoo_education_Victoria,power_active_kw,seasonal_naive_168h,0.7575,15.2073,1717
Cockatoo_office_Ada,power_active_kw,hour_of_week_profile,18.8355,4.2985,1681
Cockatoo_office_Ada,power_active_kw,seasonal_naive_168h,16.3473,3.8606,1672
Cockatoo_office_Alton,power_active_kw,hour_of_week_profile,11.4882,12.4217,1730
Cockatoo_office_Alton,power_active_kw,seasonal_naive_168h,10.8059,11.0684,1721
Cockatoo_office_Christy,power_active_kw,hour_of_week_profile,15.8187,7.6735,1729
Cockatoo_office_Christy,power_active_kw,seasonal_naive_168h,15.0975,7.2702,1719
Cockatoo_office_Delores,power_active_kw,hour_of_week_profile,5.825,7.5642,1730
Cockatoo_office_Delores,power_active_kw,seasonal_naive_168h,6.3135,8.5495,1721
Cockatoo_office_Elbert,power_active_kw,hour_of_week_profile,2.8013,11.1129,1726
Cockatoo_office_Elbert,power_active_kw,seasonal_naive_168h,2.9319,11.2479,1717
Cockatoo_office_Gail,power_active_kw,hour_of_week_profile,3.9278,19.9198,1729
Cockatoo_office_Gail,power_active_kw,seasonal_naive_168h,3.9734,20.0749,1720
Cockatoo_office_Georgia,power_active_kw,hour_of_week_profile,25.4112,10.369,1730
Cockatoo_office_Georgia,power_active_kw,seasonal_naive_168h,20.1917,8.8333,1721
Cockatoo_office_Giovanni,power_active_kw,hour_of_week_profile,22.2976,21.4926,1729
Cockatoo_office_Giovanni,power_active_kw,seasonal_naive_168h,7.8321,7.3525,1720
Cockatoo_office_Jimmy,power_active_kw,hour_of_week_profile,3.5699,46.8686,1730
Cockatoo_office_Jimmy,power_active_kw,seasonal_naive_168h,1.42,16.7914,1721
Cockatoo_office_Jodie,power_active_kw,hour_of_week_profile,9.6493,14.7597,1729
Cockatoo_office_Jodie,power_active_kw,seasonal_naive_168h,8.1276,13.3295,1720
Cockatoo_office_Kristin,power_active_kw,hour_of_week_profile,5.25,4.552,1729
Cockatoo_office_Kristin,power_active_kw,seasonal_naive_168h,6.6819,5.8249,1720
Cockatoo_office_Laila,power_active_kw,hour_of_week_profile,10.2113,4.5045,1730
Cockatoo_office_Laila,power_active_kw,seasonal_naive_168h,11.7308,5.2057,1721
Cockatoo_office_Lorraine,power_active_kw,hour_of_week_profile,1.2706,19.0956,1727
Cockatoo_office_Lorraine,power_active_kw,seasonal_naive_168h,1.5379,24.8008,1718
Cockatoo_office_Margaret,power_active_kw,hour_of_week_profile,0.6035,16.585,1730
Cockatoo_office_Margaret,power_active_kw,seasonal_naive_168h,0.5307,15.2243,1721
Cockatoo_office_Paige,power_active_kw,hour_of_week_profile,11.8512,11.9499,1730
Cockatoo_office_Paige,power_active_kw,seasonal_naive_168h,9.8071,9.6289,1721
Cockatoo_office_Pansy,power_active_kw,hour_of_week_profile,5.1578,12.2534,1730
Cockatoo_office_Pansy,power_active_kw,seasonal_naive_168h,5.6956,12.6475,1721
Cockatoo_office_Rodney,power_active_kw,hour_of_week_profile,11.6161,9.5464,1730
Cockatoo_office_Rodney,power_active_kw,seasonal_naive_168h,12.4318,10.3113,1721
Cockatoo_office_Roxanna,power_active_kw,hour_of_week_profile,1.2226,13.9742,1729
Cockatoo_office_Roxanna,power_active_kw,seasonal_naive_168h,1.404,17.243,1718
Crow_education_Kate,power_active_kw,hour_of_week_profile,4.7132,6.1422,1350
Crow_education_Kate,power_active_kw,seasonal_naive_168h,6.0788,8.0092,1350
Crow_education_Keisha,power_active_kw,hour_of_week_profile,16.9565,5.5289,1500
Crow_education_Keisha,power_active_kw,seasonal_naive_168h,14.2303,4.7208,1500
Crow_education_Marlin,power_active_kw,hour_of_week_profile,99.4533,48.5747,1570
Crow_education_Marlin,power_active_kw,seasonal_naive_168h,52.8728,23.8995,1570
Crow_education_Omer,power_active_kw,hour_of_week_profile,39.9919,10.409,1500
Crow_education_Omer,power_active_kw,seasonal_naive_168h,35.4096,9.3119,1499
Crow_education_Winston,power_active_kw,hour_of_week_profile,96.2344,34.7351,1569
Crow_education_Winston,power_active_kw,seasonal_naive_168h,47.6967,16.3104,1569
Eagle_education_Alberto,power_active_kw,hour_of_week_profile,148.2993,7.0375,1752
Eagle_education_Alberto,power_active_kw,seasonal_naive_168h,64.9437,4.3587,1752
Eagle_education_April,power_active_kw,hour_of_week_profile,13.8752,25.9809,1752
Eagle_education_April,power_active_kw,seasonal_naive_168h,7.5166,16.9021,1752
Eagle_education_Brianne,power_active_kw,hour_of_week_profile,62.2573,17.4445,1752
Eagle_education_Brianne,power_active_kw,seasonal_naive_168h,50.7003,13.2237,1752
Eagle_education_Brooke,power_active_kw,hour_of_week_profile,28.1752,2.8966,1752
Eagle_education_Brooke,power_active_kw,seasonal_naive_168h,33.9016,3.5317,1752
Eagle_education_Cassie,power_active_kw,hour_of_week_profile,45.4478,85.4811,1752
Eagle_education_Cassie,power_active_kw,seasonal_naive_168h,9.8223,21.2865,1752
Eagle_education_Edith,power_active_kw,hour_of_week_profile,52.0602,47.9625,1752
Eagle_education_Edith,power_active_kw,seasonal_naive_168h,19.594,17.2536,1752
Eagle_education_Eileen,power_active_kw,hour_of_week_profile,15.6195,11.7411,1752
Eagle_education_Eileen,power_active_kw,seasonal_naive_168h,8.2017,11.3674,1752
Eagle_education_Jewell,power_active_kw,hour_of_week_profile,20.7457,9.6229,1752
Eagle_education_Jewell,power_active_kw,seasonal_naive_168h,21.4127,10.077,1752
Eagle_education_Lino,power_active_kw,hour_of_week_profile,37.5246,17.2642,1752
Eagle_education_Lino,power_active_kw,seasonal_naive_168h,41.9173,21.5058,1752
Eagle_education_Luther,power_active_kw,hour_of_week_profile,33.4066,6.7387,1752
Eagle_education_Luther,power_active_kw,seasonal_naive_168h,25.5651,5.3339,1752
Eagle_education_Maragret,power_active_kw,hour_of_week_profile,2.9342,16.5856,1752
Eagle_education_Maragret,power_active_kw,seasonal_naive_168h,2.8779,14.6829,1752
Eagle_education_Norah,power_active_kw,hour_of_week_profile,24.5505,4.7909,1752
Eagle_education_Norah,power_active_kw,seasonal_naive_168h,22.2563,4.4196,1752
Eagle_education_Paul,power_active_kw,hour_of_week_profile,10.8658,17.3725,1752
Eagle_education_Paul,power_active_kw,seasonal_naive_168h,6.9321,20.2956,1752
Eagle_education_Peter,power_active_kw,hour_of_week_profile,116.2355,8.245,1752
Eagle_education_Peter,power_active_kw,seasonal_naive_168h,64.8206,4.5446,1752
Eagle_education_Petra,power_active_kw,hour_of_week_profile,6.0399,7.7502,1752
Eagle_education_Petra,power_active_kw,seasonal_naive_168h,7.2038,9.6355,1752
Eagle_education_Raul,power_active_kw,hour_of_week_profile,26.8195,4.5049,1751
Eagle_education_Raul,power_active_kw,seasonal_naive_168h,27.4709,4.5538,1749
Eagle_education_Roman,power_active_kw,hour_of_week_profile,32.9472,4.8115,1752
Eagle_education_Roman,power_active_kw,seasonal_naive_168h,27.9463,4.1759,1752
Eagle_education_Samantha,power_active_kw,hour_of_week_profile,16.466,6.8825,1752
Eagle_education_Samantha,power_active_kw,seasonal_naive_168h,15.7536,6.4426,1752
Eagle_education_Shana,power_active_kw,hour_of_week_profile,14.9299,4.715,1752
Eagle_education_Shana,power_active_kw,seasonal_naive_168h,6.7831,4.45,1752
Eagle_education_Shanna,power_active_kw,hour_of_week_profile,34.7244,10.8135,1752
Eagle_education_Shanna,power_active_kw,seasonal_naive_168h,45.0034,14.444,1752
Eagle_education_Shante,power_active_kw,hour_of_week_profile,15.6221,2.4398,1752
Eagle_education_Shante,power_active_kw,seasonal_naive_168h,17.7398,2.7941,1752
Eagle_education_Sheena,power_active_kw,hour_of_week_profile,11.5948,17.3731,1752
Eagle_education_Sheena,power_active_kw,seasonal_naive_168h,7.3972,20.2956,1752
Eagle_education_Sherrill,power_active_kw,hour_of_week_profile,19.7309,2.8678,1750
Eagle_education_Sherrill,power_active_kw,seasonal_naive_168h,23.0133,3.3375,1749
Eagle_education_Teresa,power_active_kw,hour_of_week_profile,10.2778,12.0153,1752
Eagle_education_Teresa,power_active_kw,seasonal_naive_168h,11.8451,13.3787,1752
Eagle_education_Wesley,power_active_kw,hour_of_week_profile,26.8108,25.1517,1752
Eagle_education_Wesley,power_active_kw,seasonal_naive_168h,15.0388,14.5328,1752
Eagle_education_Will,power_active_kw,hour_of_week_profile,6.7025,5.7933,1752
Eagle_education_Will,power_active_kw,seasonal_naive_168h,8.4564,7.4197,1752
Eagle_office_Amanda,power_active_kw,hour_of_week_profile,140.5359,17.2906,1752
Eagle_office_Amanda,power_active_kw,seasonal_naive_168h,108.255,36.0804,1752
Eagle_office_Amie,power_active_kw,hour_of_week_profile,43.2983,10.0108,1752
Eagle_office_Amie,power_active_kw,seasonal_naive_168h,16.8781,4.2581,1752
Eagle_office_Bridgett,power_active_kw,hour_of_week_profile,24.2867,15.8211,1752
Eagle_office_Bridgett,power_active_kw,seasonal_naive_168h,19.2035,11.9181,1752
Eagle_office_Chantelle,power_active_kw,hour_of_week_profile,6.6536,29.9763,1750
Eagle_office_Chantelle,power_active_kw,seasonal_naive_168h,2.4281,10.8179,1750
Eagle_office_Chauncey,power_active_kw,hour_of_week_profile,163.3833,9.6357,1752
Eagle_office_Chauncey,power_active_kw,seasonal_naive_168h,75.808,11.0862,1752
Eagle_office_Dallas,power_active_kw,hour_of_week_profile,14.52,40.4393,1752
Eagle_office_Dallas,power_active_kw,seasonal_naive_168h,6.4958,16.505,1752
Eagle_office_Damian,power_active_kw,hour_of_week_profile,20.8829,12.5554,1752
Eagle_office_Damian,power_active_kw,seasonal_naive_168h,21.9116,12.5598,1752
Eagle_office_Demetra,power_active_kw,hour_of_week_profile,23.1998,25.9435,1752
Eagle_office_Demetra,power_active_kw,seasonal_naive_168h,21.7477,23.4016,1752
Eagle_office_Donovan,power_active_kw,hour_of_week_profile,10.1369,17.224,1752
Eagle_office_Donovan,power_active_kw,seasonal_naive_168h,11.808,19.7205,1752
Eagle_office_Efrain,power_active_kw,hour_of_week_profile,6.3878,16.4924,1752
Eagle_office_Efrain,power_active_kw,seasonal_naive_168h,5.6598,13.6814,1752
Eagle_office_Elia,power_active_kw,hour_of_week_profile,61.8562,104.4016,1752
Eagle_office_Elia,power_active_kw,seasonal_naive_168h,20.0311,28.4837,1752
Eagle_office_Elias,power_active_kw,hour_of_week_profile,9.8518,12.5551,1752
Eagle_office_Elias,power_active_kw,seasonal_naive_168h,10.3372,12.5598,1752
Eagle_office_Elvis,power_active_kw,hour_of_week_profile,9.7748,22.705,1752
Eagle_office_Elvis,power_active_kw,seasonal_naive_168h,10.6638,24.062,1752
Eagle_office_Flossie,power_active_kw,hour_of_week_profile,24.8523,20.1347,1752
Eagle_office_Flossie,power_active_kw,seasonal_naive_168h,28.0981,24.2264,1752
Eagle_office_Francis,power_active_kw,hour_of_week_profile,17.218,4.7235,1752
Eagle_office_Francis,power_active_kw,seasonal_naive_168h,22.2072,6.1369,1752
Eagle_office_Freida,power_active_kw,hour_of_week_profile,6.3273,23.2325,1752
Eagle_office_Freida,power_active_kw,seasonal_naive_168h,6.6221,21.9643,1752
Eagle_office_Henriette,power_active_kw,hour_of_week_profile,5.5954,19.5266,1752
Eagle_office_Henriette,power_active_kw,seasonal_naive_168h,5.8792,20.2921,1752
Eagle_office_Isidro,power_active_kw,hour_of_week_profile,5.0797,22.1081,1752
Eagle_office_Isidro,power_active_kw,seasonal_naive_168h,4.891,21.8357,1752
Eagle_office_Jackie,power_active_kw,hour_of_week_profile,7.5327,13.5049,1752
Eagle_office_Jackie,power_active_kw,seasonal_naive_168h,8.7032,14.7826,1752
Eagle_office_Jeff,power_active_kw,hour_of_week_profile,8.499,19.1649,1752
Eagle_office_Jeff,power_active_kw,seasonal_naive_168h,7.6821,18.8196,1752
Eagle_office_Katheleen,power_active_kw,hour_of_week_profile,62.2012,31.1207,1752
Eagle_office_Katheleen,power_active_kw,seasonal_naive_168h,56.2845,35.0656,1752
Eagle_office_Lamont,power_active_kw,hour_of_week_profile,11.2439,8.8583,1752
Eagle_office_Lamont,power_active_kw,seasonal_naive_168h,6.5675,12.5277,1752
Eagle_office_Lane,power_active_kw,hour_of_week_profile,6.3036,16.3905,1752
Eagle_office_Lane,power_active_kw,seasonal_naive_168h,6.7591,16.5783,1752
Eagle_office_Lillian,power_active_kw,hour_of_week_profile,4.3464,23.1702,1752
Eagle_office_Lillian,power_active_kw,seasonal_naive_168h,5.0884,26.4316,1752
Eagle_office_Mable,power_active_kw,hour_of_week_profile,3.1786,24.4326,1752
Eagle_office_Mable,power_active_kw,seasonal_naive_168h,2.9479,22.0262,1752
Eagle_office_Mandi,power_active_kw,hour_of_week_profile,5.1934,4.7143,1752
Eagle_office_Mandi,power_active_kw,seasonal_naive_168h,2.3596,4.4504,1752
Eagle_office_Marisela,power_active_kw,hour_of_week_profile,44.4515,9.3046,1752
Eagle_office_Marisela,power_active_kw,seasonal_naive_168h,25.7087,12.8288,1752
Eagle_office_Nereida,power_active_kw,hour_of_week_profile,50.6138,5.1659,1752
Eagle_office_Nereida,power_active_kw,seasonal_naive_168h,23.3531,6.2757,1752
Eagle_office_Norbert,power_active_kw,hour_of_week_profile,32.4054,8.7546,1752
Eagle_office_Norbert,power_active_kw,seasonal_naive_168h,17.4492,10.4924,1752
Eagle_office_Patrice,power_active_kw,hour_of_week_profile,11.7621,13.289,1752
Eagle_office_Patrice,power_active_kw,seasonal_naive_168h,10.9764,12.855,1752
Eagle_office_Phyllis,power_active_kw,hour_of_week_profile,12.6191,4.7161,1752
Eagle_office_Phyllis,power_active_kw,seasonal_naive_168h,5.7332,4.4504,1752
Eagle_office_Randolph,power_active_kw,hour_of_week_profile,14.1821,13.8534,1752
Eagle_office_Randolph,power_active_kw,seasonal_naive_168h,15.8633,15.1217,1752
Eagle_office_Remedios,power_active_kw,hour_of_week_profile,26.9525,4.6444,1752
Eagle_office_Remedios,power_active_kw,seasonal_naive_168h,13.2421,6.6075,1752
Eagle_office_Ryan,power_active_kw,hour_of_week_profile,3.8135,16.1809,1752
Eagle_office_Ryan,power_active_kw,seasonal_naive_168h,4.2494,17.5401,1752
Eagle_office_Sheree,power_active_kw,hour_of_week_profile,11.11,49.5196,1752
Eagle_office_Sheree,power_active_kw,seasonal_naive_168h,6.2774,21.8869,1752
Eagle_office_Sonya,power_active_kw,hour_of_week_profile,16.9537,9.5418,1752
Eagle_office_Sonya,power_active_kw,seasonal_naive_168h,16.8362,9.5146,1752
Eagle_office_Tia,power_active_kw,hour_of_week_profile,68.4849,11.7411,1752
Eagle_office_Tia,power_active_kw,seasonal_naive_168h,35.961,11.3674,1752
Eagle_office_Yadira,power_active_kw,hour_of_week_profile,27.3983,29.3275,1752
Eagle_office_Yadira,power_active_kw,seasonal_naive_168h,25.6096,26.3531,1752
Fox_education_Andre,power_active_kw,hour_of_week_profile,19.1488,5.6834,1752
Fox_education_Andre,power_active_kw,seasonal_naive_168h,22.721,6.5644,1752
Fox_education_Ashli,power_active_kw,hour_of_week_profile,9.0348,81.1576,1752
Fox_education_Ashli,power_active_kw,seasonal_naive_168h,2.4292,20.4551,1752
Fox_education_Burton,power_active_kw,hour_of_week_profile,5.7874,13.9143,1752
Fox_education_Burton,power_active_kw,seasonal_naive_168h,6.0019,14.0828,1752
Fox_education_Carleen,power_active_kw,hour_of_week_profile,37.9116,60.8715,1752
Fox_education_Carleen,power_active_kw,seasonal_naive_168h,11.7939,17.2213,1752
Fox_education_Charles,power_active_kw,hour_of_week_profile,5.8516,54.8766,1751
Fox_education_Charles,power_active_kw,seasonal_naive_168h,1.9119,14.3196,1751
Fox_education_Claire,power_active_kw,hour_of_week_profile,8.3622,14.9369,1752
Fox_education_Claire,power_active_kw,seasonal_naive_168h,5.664,9.9872,1752
Fox_education_Claude,power_active_kw,hour_of_week_profile,45.2191,4.7095,1750
Fox_education_Claude,power_active_kw,seasonal_naive_168h,26.3031,2.8934,1737
Fox_education_Cynthia,power_active_kw,hour_of_week_profile,23.2979,10.922,1735
Fox_education_Cynthia,power_active_kw,seasonal_naive_168h,26.9169,12.615,1725
Fox_education_Delma,power_active_kw,hour_of_week_profile,42.3844,277.6112,1752
Fox_education_Delma,power_active_kw,seasonal_naive_168h,13.8823,81.1409,1752
Fox_education_Dewayne,power_active_kw,hour_of_week_profile,15.1186,26.6658,1752
Fox_education_Dewayne,power_active_kw,seasonal_naive_168h,6.5807,11.1659,1752
Fox_education_Dominique,power_active_kw,hour_of_week_profile,8.3116,4.6199,1752
Fox_education_Dominique,power_active_kw,seasonal_naive_168h,6.2277,3.424,1752
Fox_education_Eddy,power_active_kw,hour_of_week_profile,42.676,17.9041,1752
Fox_education_Eddy,power_active_kw,seasonal_naive_168h,44.9517,20.1055,1752
Fox_education_Eldon,power_active_kw,hour_of_week_profile,12.2795,6.9253,1752
Fox_education_Eldon,power_active_kw,seasonal_naive_168h,8.4323,4.767,1752
Fox_education_Elizabeth,power_active_kw,hour_of_week_profile,230.5612,43.9282,1752
Fox_education_Elizabeth,power_active_kw,seasonal_naive_168h,46.1898,9.574,1752
Fox_education_Elois,power_active_kw,hour_of_week_profile,3.3801,49.2764,1752
Fox_education_Elois,power_active_kw,seasonal_naive_168h,2.39,29.9951,1752
Fox_education_Elvira,power_active_kw,hour_of_week_profile,21.2331,11.0839,1749
Fox_education_Elvira,power_active_kw,seasonal_naive_168h,18.1368,9.8681,1749
Fox_education_Etta,power_active_kw,hour_of_week_profile,69.1277,59.066,1750
Fox_education_Etta,power_active_kw,seasonal_naive_168h,24.2284,18.7638,1737
Fox_education_Gayla,power_active_kw,hour_of_week_profile,12.2828,26.8755,1752
Fox_education_Gayla,power_active_kw,seasonal_naive_168h,9.0938,19.4626,1752
Fox_education_Geoffrey,power_active_kw,hour_of_week_profile,11.9461,9.3697,1752
Fox_education_Geoffrey,power_active_kw,seasonal_naive_168h,5.95,4.9511,1752
Fox_education_Gloria,power_active_kw,hour_of_week_profile,20.6894,3.3633,1752
Fox_education_Gloria,power_active_kw,seasonal_naive_168h,21.672,3.4605,1752
Fox_education_Henrietta,power_active_kw,hour_of_week_profile,20.6953,31.8006,1752
Fox_education_Henrietta,power_active_kw,seasonal_naive_168h,16.1582,31.4284,1752
Fox_education_Heriberto,power_active_kw,hour_of_week_profile,8.2634,37.3317,1752
Fox_education_Heriberto,power_active_kw,seasonal_naive_168h,1.483,5.6267,1752
Fox_education_Jaclyn,power_active_kw,hour_of_week_profile,22.2416,10.7604,1750
Fox_education_Jaclyn,power_active_kw,seasonal_naive_168h,30.9903,15.6936,1737
Fox_education_Jacqueline,power_active_kw,hour_of_week_profile,45.4208,327.4968,1752
Fox_education_Jacqueline,power_active_kw,seasonal_naive_168h,21.588,54.7058,1752
Fox_education_Janina,power_active_kw,hour_of_week_profile,35.2275,23.5176,1750
Fox_education_Janina,power_active_kw,seasonal_naive_168h,17.7214,14.6574,1737
Fox_education_John,power_active_kw,hour_of_week_profile,19.5737,24.5883,1752
Fox_education_John,power_active_kw,seasonal_naive_168h,13.2548,23.9874,1752
Fox_education_Kendrick,power_active_kw,hour_of_week_profile,6.0122,42.0945,1752
Fox_education_Kendrick,power_active_kw,seasonal_naive_168h,5.839,61.3346,1752
Fox_education_Kim,power_active_kw,hour_of_week_profile,11.0506,28.7093,1752
Fox_education_Kim,power_active_kw,seasonal_naive_168h,8.8341,20.8892,1752
Fox_education_Kris,power_active_kw,hour_of_week_profile,29.7993,32.8384,1752
Fox_education_Kris,power_active_kw,seasonal_naive_168h,14.4105,15.7387,1752
Fox_education_Leona,power_active_kw,hour_of_week_profile,20.6719,8.0264,1752
Fox_education_Leona,power_active_kw,seasonal_naive_168h,17.2458,6.6607,1752
Fox_education_Leota,power_active_kw,hour_of_week_profile,22.5924,12.3465,1752
Fox_education_Leota,power_active_kw,seasonal_naive_168h,13.7048,7.379,1752
Fox_education_Lesley,power_active_kw,hour_of_week_profile,7.3554,32.9053,1746
Fox_education_Lesley,power_active_kw,seasonal_naive_168h,4.5812,23.6618,1735
Fox_education_Lilly,power_active_kw,hour_of_week_profile,27.0092,10.4239,1752
Fox_education_Lilly,power_active_kw,seasonal_naive_168h,21.938,8.1368,1752
Fox_education_Long,power_active_kw,hour_of_week_profile,14.6517,12.7688,1752
Fox_education_Long,power_active_kw,seasonal_naive_168h,11.4099,9.3362,1752
Fox_education_Louie,power_active_kw,hour_of_week_profile,12.7014,15.9812,1752
Fox_education_Louie,power_active_kw,seasonal_naive_168h,11.0352,14.9601,1752
Fox_education_Marcelina,power_active_kw,hour_of_week_profile,2.1242,37.4857,1750
Fox_education_Marcelina,power_active_kw,seasonal_naive_168h,1.4098,25.0229,1750
Fox_education_Maris,power_active_kw,hour_of_week_profile,3.4586,17.389,1752
Fox_education_Maris,power_active_kw,seasonal_naive_168h,1.7749,8.3344,1752
Fox_education_Marlana,power_active_kw,hour_of_week_profile,20.242,6.7188,1752
Fox_education_Marlana,power_active_kw,seasonal_naive_168h,20.1483,6.4662,1752
Fox_education_Melinda,power_active_kw,hour_of_week_profile,27.4903,13.6342,1752
Fox_education_Melinda,power_active_kw,seasonal_naive_168h,29.1309,13.1783,1752
Fox_education_Melvin,power_active_kw,hour_of_week_profile,11.8429,17.4988,1752
Fox_education_Melvin,power_active_kw,seasonal_naive_168h,11.8144,16.8367,1752
Fox_education_Miguelina,power_active_kw,hour_of_week_profile,15.6027,20.6531,1752
Fox_education_Miguelina,power_active_kw,seasonal_naive_168h,10.6217,11.1502,1752
Fox_education_Nilda,power_active_kw,hour_of_week_profile,17.794,15.4071,1752
