event_id,group,module,entity_id,key,type,severity,rule_or_model,start,end,detected_at,duration_h,actual_mean,expected_mean,deviation_pct,peak_z,excess_kwh,reference_window,match,matched_case_id
EV-00229,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-01 21:00:00,2017-05-02 06:00:00,2017-05-01 23:00:00,10,90.849,60.002,51.41,11.51,308.5,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-04-03
EV-00230,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-08 21:00:00,2017-05-08 23:00:00,2017-05-08 23:00:00,3,67.08,54.477,23.13,4.16,37.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00231,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-08 22:00:00,2017-05-09 00:00:00,2017-05-09 00:00:00,3,515.533,440.033,17.16,3.62,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00232,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-09 21:00:00,2017-05-09 23:00:00,2017-05-09 23:00:00,3,67.613,54.611,23.81,3.79,39.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00233,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-11 04:00:00,2017-05-11 06:00:00,2017-05-11 06:00:00,3,96.619,68.813,40.41,5.13,83.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00234,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-11 04:00:00,2017-05-11 07:00:00,2017-05-11 06:00:00,4,691.5,565.35,22.31,5.7,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00235,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-11 21:00:00,2017-05-11 23:00:00,2017-05-11 23:00:00,3,67.946,54.844,23.89,3.65,39.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00236,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-12 04:00:00,2017-05-12 06:00:00,2017-05-12 06:00:00,3,89.884,68.813,30.62,3.56,63.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00237,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-12 04:00:00,2017-05-12 06:00:00,2017-05-12 06:00:00,3,597.267,497.267,20.11,4.18,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00238,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-13 00:00:00,2017-05-13 02:00:00,2017-05-13 02:00:00,3,65.746,55.144,19.23,5.11,31.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00239,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-13 23:00:00,2017-05-14 05:00:00,2017-05-14 01:00:00,7,525.186,443.764,18.35,4.87,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00240,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-14 01:00:00,2017-05-14 04:00:00,2017-05-14 03:00:00,4,70.564,56.486,24.92,3.96,56.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00241,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-15 00:00:00,2017-05-15 07:00:00,2017-05-15 02:00:00,8,617.588,511.225,20.81,4.71,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00242,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-15 04:00:00,2017-05-15 09:00:00,2017-05-15 06:00:00,6,150.162,110.588,35.79,4.55,237.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00243,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-16 00:00:00,2017-05-16 06:00:00,2017-05-16 02:00:00,7,549.943,474.314,15.94,4.13,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00244,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-17 20:00:00,2017-05-18 06:00:00,2017-05-17 22:00:00,11,117.404,61.639,90.47,14.62,613.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00245,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-17 21:00:00,2017-05-18 06:00:00,2017-05-17 23:00:00,10,788.16,470.53,67.5,14.83,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00246,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,leak,warning,cusum_night_residual,2017-05-18 00:00:00,2017-05-19 23:00:00,2017-05-19 04:00:00,48,115.522,58.599,97.14,,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00247,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-18 20:00:00,2017-05-19 05:00:00,2017-05-18 22:00:00,10,115.062,60.002,91.77,9.62,550.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00248,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-18 21:00:00,2017-05-19 06:00:00,2017-05-18 23:00:00,10,772.71,471.045,64.04,13.61,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00249,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-05-19 20:00:00,2017-05-20 06:00:00,2017-05-19 22:00:00,11,114.277,59.275,92.79,8.63,605.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00250,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-19 21:00:00,2017-05-20 06:00:00,2017-05-19 23:00:00,10,776.18,454.95,70.61,15.97,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00251,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-22 09:00:00,2017-05-25 02:00:00,2017-05-22 11:00:00,66,1035.553,703.461,47.21,16.63,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-04-04
EV-00252,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-27 00:00:00,2017-05-27 03:00:00,2017-05-27 02:00:00,4,546.9,447.562,22.2,4.89,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00253,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-27 21:00:00,2017-05-27 23:00:00,2017-05-27 23:00:00,3,598.467,455.817,31.3,5.36,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00254,DQ_quality,M1_power,Panther_office_Shauna,power_active_kw,data_loss,warning,dq_gap>=3h,2017-06-13 10:00:00,2017-06-14 19:00:00,2017-06-13 12:00:00,34,,,,,,,true_positive,SYN-M1-04-05
EV-00255,DQ_quality,M1_power,Panther_office_Shauna,power_active_kw,data_loss,warning,dq_gap>=3h,2017-06-19 19:00:00,2017-06-20 00:00:00,2017-06-19 21:00:00,6,,,,,,,natural,
EV-00256,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-06-29 20:00:00,2017-06-30 01:00:00,2017-06-29 22:00:00,6,102.787,60.862,68.89,13.4,251.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00257,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-29 21:00:00,2017-06-30 01:00:00,2017-06-29 23:00:00,5,719.7,470.53,52.96,7.66,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00258,DQ_quality,M1_power,Panther_office_Shauna,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-07-15 03:00:00,2017-07-15 12:00:00,2017-07-15 06:00:00,10,48.409,,,,,,true_positive,SYN-M1-04-06
EV-00259,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-07-28 21:00:00,2017-07-29 05:00:00,2017-07-28 23:00:00,9,67.169,52.866,27.05,6.6,128.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00260,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-29 00:00:00,2017-07-29 05:00:00,2017-07-29 02:00:00,6,513.583,429.05,19.7,5.02,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00261,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-07-29 21:00:00,2017-07-30 04:00:00,2017-07-29 23:00:00,8,69.938,52.785,32.5,7.55,137.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00262,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-29 22:00:00,2017-07-30 05:00:00,2017-07-30 00:00:00,8,516.625,432.287,19.51,4.88,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00263,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-07-30 21:00:00,2017-07-31 04:00:00,2017-07-30 23:00:00,8,75.215,54.448,38.14,8.87,166.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00264,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-30 21:00:00,2017-07-31 05:00:00,2017-07-30 23:00:00,9,562.189,443.456,26.77,6.95,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00265,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,spike,warning,profile_band,2017-08-04 09:00:00,2017-08-04 10:00:00,2017-08-04 09:00:00,2,386.454,127.275,203.64,40.26,518.4,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-04-07
EV-00266,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-05 21:00:00,2017-08-06 04:00:00,2017-08-05 23:00:00,8,68.688,52.548,30.72,6.77,129.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00267,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-06 01:00:00,2017-08-06 05:00:00,2017-08-06 03:00:00,5,535.5,430.63,24.35,5.77,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00268,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-06 21:00:00,2017-08-07 04:00:00,2017-08-06 23:00:00,8,71.339,53.898,32.36,7.37,139.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00269,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-06 22:00:00,2017-08-07 05:00:00,2017-08-07 00:00:00,8,542.1,439.238,23.42,6.38,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00270,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-10 20:00:00,2017-08-11 03:00:00,2017-08-10 22:00:00,8,88.642,55.736,59.04,19.62,263.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00271,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-10 20:00:00,2017-08-11 01:00:00,2017-08-10 22:00:00,6,686.383,472.417,45.29,12.62,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00272,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-19 20:00:00,2017-08-20 04:00:00,2017-08-19 22:00:00,9,119.138,53.421,123.01,27.26,591.4,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-04-08
EV-00273,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-25 20:00:00,2017-08-26 05:00:00,2017-08-25 22:00:00,10,100.859,54.521,84.99,24.11,463.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00274,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-25 21:00:00,2017-08-26 05:00:00,2017-08-25 23:00:00,9,705.167,436.928,61.39,16.16,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00275,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,leak,warning,cusum_night_residual,2017-08-26 00:00:00,2017-09-03 23:00:00,2017-08-27 04:00:00,216,96.213,53.146,81.03,,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00276,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-26 20:00:00,2017-08-27 05:00:00,2017-08-26 22:00:00,10,119.403,53.78,122.02,7.14,656.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00277,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-26 21:00:00,2017-08-27 06:00:00,2017-08-26 23:00:00,10,806.27,441.73,82.53,17.13,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00278,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-27 20:00:00,2017-08-28 08:00:00,2017-08-27 22:00:00,13,126.717,67.136,88.75,27.65,774.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00279,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-27 21:00:00,2017-08-28 08:00:00,2017-08-27 23:00:00,12,846.058,494.617,71.05,19.62,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00280,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-28 19:00:00,2017-08-29 04:00:00,2017-08-28 21:00:00,10,83.676,59.862,39.78,12.17,238.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00281,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-28 19:00:00,2017-08-29 05:00:00,2017-08-28 21:00:00,11,609.109,480.573,26.75,8.34,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00282,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-29 20:00:00,2017-08-30 04:00:00,2017-08-29 22:00:00,9,77.659,55.611,39.65,10.56,198.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00283,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-29 20:00:00,2017-08-30 05:00:00,2017-08-29 22:00:00,10,573.79,460.26,24.67,6.88,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00284,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-30 20:00:00,2017-08-31 04:00:00,2017-08-30 22:00:00,9,76.037,55.7,36.51,8.67,183.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00285,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-30 20:00:00,2017-08-31 04:00:00,2017-08-30 22:00:00,9,579.044,459.672,25.97,6.79,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00286,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-08-31 20:00:00,2017-09-01 05:00:00,2017-08-31 22:00:00,10,87.957,56.741,55.01,16.34,312.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00287,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-31 21:00:00,2017-09-01 05:00:00,2017-08-31 23:00:00,9,631.733,444.717,42.05,12.27,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00288,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-09-01 20:00:00,2017-09-01 23:00:00,2017-09-01 22:00:00,4,90.217,58.686,53.73,15.86,126.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00289,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-01 21:00:00,2017-09-02 05:00:00,2017-09-01 23:00:00,9,645.578,441.967,46.07,10.16,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00290,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-02 21:00:00,2017-09-03 05:00:00,2017-09-02 23:00:00,9,693.589,441.583,57.07,4.09,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00291,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-09-04 00:00:00,2017-09-04 04:00:00,2017-09-04 02:00:00,5,73.614,53.77,36.9,7.25,99.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00292,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-04 00:00:00,2017-09-04 04:00:00,2017-09-04 02:00:00,5,557.62,433.22,28.72,9.42,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00293,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-09-04 21:00:00,2017-09-04 23:00:00,2017-09-04 23:00:00,3,71.881,54.077,32.92,7.06,53.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00294,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-09-28 21:00:00,2017-09-29 02:00:00,2017-09-28 23:00:00,6,80.682,55.327,45.83,8.15,152.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00295,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-28 21:00:00,2017-09-29 03:00:00,2017-09-28 23:00:00,7,574.714,450.586,27.55,5.71,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00296,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-10-18 20:00:00,2017-10-19 02:00:00,2017-10-18 22:00:00,7,84.845,60.683,39.82,5.89,169.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00297,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-10-18 22:00:00,2017-10-19 02:00:00,2017-10-19 00:00:00,5,597.32,456.16,30.95,6.21,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00298,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-10-19 21:00:00,2017-10-20 02:00:00,2017-10-19 23:00:00,6,595.4,470.125,26.65,4.91,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00299,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-10-20 00:00:00,2017-10-20 02:00:00,2017-10-20 02:00:00,3,72.081,55.577,29.69,4.38,49.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00300,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-10-25 18:00:00,2017-10-25 20:00:00,2017-10-25 20:00:00,3,858.433,733.067,17.1,3.36,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00301,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,spike,warning,profile_band,2017-10-26 08:00:00,2017-10-26 08:00:00,2017-10-26 08:00:00,1,188.836,128.925,46.47,5.32,59.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00302,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-10-30 02:00:00,2017-10-30 05:00:00,2017-10-30 04:00:00,4,67.613,57.386,17.82,3.27,40.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00303,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,high_consumption,warning,profile_band,2017-10-30 08:00:00,2017-10-30 13:00:00,2017-10-30 10:00:00,6,171.4,128.208,33.69,9.15,259.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00304,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,high_consumption,warning,profile_band,2017-10-31 12:00:00,2017-10-31 16:00:00,2017-10-31 14:00:00,5,151.549,128.405,18.02,4.57,115.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00305,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-10-31 19:00:00,2017-11-01 06:00:00,2017-10-31 21:00:00,12,130.759,66.913,95.42,23.51,766.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00306,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-10-31 20:00:00,2017-11-01 06:00:00,2017-10-31 22:00:00,11,860.191,492.195,74.77,17.57,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00307,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-01 20:00:00,2017-11-01 23:00:00,2017-11-01 22:00:00,4,115.922,65.613,76.68,7.91,201.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00308,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-11-01 20:00:00,2017-11-02 00:00:00,2017-11-01 22:00:00,5,768.42,524.71,46.45,7.65,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00309,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-20 04:00:00,2017-11-20 06:00:00,2017-11-20 06:00:00,3,95.885,70.114,36.76,3.48,77.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00310,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-22 20:00:00,2017-11-22 22:00:00,2017-11-22 22:00:00,3,112.488,74.614,50.76,6.56,113.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00311,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-11-22 21:00:00,2017-11-22 23:00:00,2017-11-22 23:00:00,3,713.133,529.867,34.59,7.45,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00312,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-23 21:00:00,2017-11-24 05:00:00,2017-11-23 23:00:00,9,120.934,61.523,96.57,25.98,534.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00313,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-11-23 22:00:00,2017-11-24 06:00:00,2017-11-24 00:00:00,9,814.8,483.217,68.62,20.01,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00314,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,leak,warning,cusum_night_residual,2017-11-24 00:00:00,2017-11-25 23:00:00,2017-11-25 04:00:00,48,134.101,56.036,139.31,,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00315,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-24 20:00:00,2017-11-25 06:00:00,2017-11-24 22:00:00,11,135.008,61.957,117.9,32.87,803.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00316,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-11-24 21:00:00,2017-11-25 06:00:00,2017-11-24 23:00:00,10,890.88,470.545,89.33,22.14,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00317,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-25 20:00:00,2017-11-26 06:00:00,2017-11-25 22:00:00,11,129.025,56.156,129.76,31.4,801.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00318,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-11-25 21:00:00,2017-11-26 06:00:00,2017-11-25 23:00:00,10,866.69,447.07,93.86,21.22,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00319,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-26 20:00:00,2017-11-27 00:00:00,2017-11-26 22:00:00,5,118.703,57.251,107.34,26.36,307.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00320,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-11-26 21:00:00,2017-11-27 00:00:00,2017-11-26 23:00:00,4,817.9,459.012,78.19,17.21,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00321,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-27 20:00:00,2017-11-27 22:00:00,2017-11-27 22:00:00,3,124.024,74.948,65.48,9.73,147.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00322,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-11-27 21:00:00,2017-11-27 23:00:00,2017-11-27 23:00:00,3,777.567,532.583,46.0,10.24,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00323,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-28 20:00:00,2017-11-28 22:00:00,2017-11-28 22:00:00,3,112.022,75.048,49.27,9.64,110.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00324,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-11-28 21:00:00,2017-11-28 23:00:00,2017-11-28 23:00:00,3,721.567,534.367,35.03,7.94,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00325,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-29 20:00:00,2017-11-29 22:00:00,2017-11-29 22:00:00,3,122.557,75.181,63.02,11.88,142.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00326,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-11-29 21:00:00,2017-11-29 23:00:00,2017-11-29 23:00:00,3,770.733,535.533,43.92,10.03,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00327,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-11-30 20:00:00,2017-11-30 22:00:00,2017-11-30 22:00:00,3,118.956,75.381,57.81,9.2,130.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00328,A_level,M4_air,Panther_office_Shauna,co2_ppm,spike,warning,profile_band,2017-11-30 21:00:00,2017-11-30 22:00:00,2017-11-30 21:00:00,2,808.3,549.625,47.06,8.75,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00329,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-12-01 20:00:00,2017-12-01 22:00:00,2017-12-01 22:00:00,3,125.358,75.515,66.0,6.02,149.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
