event_id,group,module,entity_id,key,type,severity,rule_or_model,start,end,detected_at,duration_h,actual_mean,expected_mean,deviation_pct,peak_z,excess_kwh,reference_window,match,matched_case_id
EV-00431,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-12-29 22:00:00,2017-12-31 23:00:00,2017-12-30 00:00:00,50,53.127,39.701,33.82,6.65,671.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00432,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-01-27 07:00:00,2017-01-27 18:00:00,2017-01-27 09:00:00,12,101.053,56.254,79.64,11.07,537.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00433,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-01-27 08:00:00,2017-01-27 20:00:00,2017-01-27 10:00:00,13,813.777,442.423,83.94,12.21,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00434,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-01-30 07:00:00,2017-01-30 19:00:00,2017-01-30 09:00:00,13,102.129,57.119,78.8,10.16,585.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00435,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-01-30 08:00:00,2017-01-30 19:00:00,2017-01-30 10:00:00,12,849.333,445.379,90.7,10.37,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00436,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-02-11 00:00:00,2017-02-11 02:00:00,2017-02-11 02:00:00,3,66.433,56.459,17.67,3.74,29.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00437,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-02-11 02:00:00,2017-02-11 04:00:00,2017-02-11 04:00:00,3,535.867,442.883,20.99,3.49,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00438,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-03-11 02:00:00,2017-03-11 04:00:00,2017-03-11 04:00:00,3,512.667,439.667,16.6,3.06,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00439,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,profile_band,2017-03-31 12:00:00,2017-03-31 12:00:00,2017-03-31 12:00:00,1,246.892,111.329,121.77,15.97,135.6,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-01
EV-00440,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-04-08 05:00:00,2017-04-08 15:00:00,2017-04-08 07:00:00,11,99.197,60.306,64.49,4.79,427.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00441,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-04-08 05:00:00,2017-04-08 16:00:00,2017-04-08 07:00:00,12,815.258,474.671,71.75,4.34,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00442,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-04-08 20:00:00,2017-04-09 03:00:00,2017-04-08 22:00:00,8,93.689,57.782,62.14,11.1,287.3,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-02
EV-00443,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-05-01 07:00:00,2017-05-01 18:00:00,2017-05-01 09:00:00,12,109.882,59.488,84.71,16.61,604.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00444,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-01 07:00:00,2017-05-01 19:00:00,2017-05-01 09:00:00,13,865.892,469.708,84.35,11.02,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00445,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-05-04 18:00:00,2017-05-05 05:00:00,2017-05-04 20:00:00,12,85.051,61.773,37.68,6.04,279.3,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-03
EV-00446,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,leak,warning,cusum_night_residual,2017-05-05 00:00:00,2017-05-07 23:00:00,2017-05-07 04:00:00,72,81.667,59.772,36.63,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-03
EV-00447,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-05-05 19:00:00,2017-05-05 23:00:00,2017-05-05 21:00:00,5,83.857,62.151,34.93,5.01,108.5,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-03
EV-00448,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-05-07 03:00:00,2017-05-07 06:00:00,2017-05-07 05:00:00,4,89.921,59.613,50.84,6.78,121.2,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-03
EV-00449,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-07 07:00:00,2017-05-07 11:00:00,2017-05-07 09:00:00,5,818.4,483.83,69.15,4.37,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00450,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,profile_band,2017-05-07 19:00:00,2017-05-07 20:00:00,2017-05-07 19:00:00,2,88.819,62.764,41.51,6.15,52.1,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-03
EV-00451,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-05-07 23:00:00,2017-05-08 04:00:00,2017-05-08 01:00:00,6,78.716,59.68,31.9,7.08,114.2,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-03
EV-00452,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-21 08:00:00,2017-05-21 12:00:00,2017-05-21 10:00:00,5,838.208,477.03,75.71,3.54,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-04
EV-00453,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-21 15:00:00,2017-05-24 07:00:00,2017-05-21 17:00:00,65,984.037,617.823,59.27,11.99,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-04
EV-00454,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-06-03 08:00:00,2017-06-03 19:00:00,2017-06-03 10:00:00,12,105.411,59.971,75.77,7.26,545.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00455,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-03 09:00:00,2017-06-03 21:00:00,2017-06-03 11:00:00,13,831.815,474.808,75.19,5.87,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00456,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-06-04 06:00:00,2017-06-04 17:00:00,2017-06-04 08:00:00,12,109.133,59.824,82.42,7.1,591.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00457,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-04 06:00:00,2017-06-04 19:00:00,2017-06-04 08:00:00,14,841.2,474.714,77.2,6.31,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00458,DQ_quality,M1_power,Wolf_office_Nadia,power_active_kw,data_loss,warning,dq_gap>=3h,2017-06-17 16:00:00,2017-06-18 00:00:00,2017-06-17 18:00:00,9,,,,,,,true_positive,SYN-M1-06-05
EV-00459,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-06-19 18:00:00,2017-06-19 20:00:00,2017-06-19 20:00:00,3,81.628,67.794,20.41,3.42,41.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00460,DQ_quality,M1_power,Wolf_office_Nadia,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-06-28 09:00:00,2017-06-28 22:00:00,2017-06-28 12:00:00,14,112.482,,,,,,true_positive,SYN-M1-06-06
EV-00461,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-06-28 17:00:00,2017-06-28 22:00:00,2017-06-28 19:00:00,6,112.482,69.602,61.61,12.3,257.3,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-06
EV-00462,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,leak,warning,cusum_night_residual,2017-07-25 00:00:00,2017-07-27 23:00:00,2017-07-27 04:00:00,72,99.428,62.319,59.55,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-07
EV-00463,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,profile_band,2017-07-27 03:00:00,2017-07-27 04:00:00,2017-07-27 03:00:00,2,267.456,62.333,329.08,52.56,410.2,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-07
EV-00464,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-08-05 07:00:00,2017-08-05 14:00:00,2017-08-05 09:00:00,8,108.444,69.871,55.21,6.33,308.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00465,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-05 07:00:00,2017-08-05 15:00:00,2017-08-05 09:00:00,9,884.522,560.056,57.93,8.44,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00466,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-08-06 07:00:00,2017-08-06 15:00:00,2017-08-06 09:00:00,9,112.028,70.25,59.47,6.55,376.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00467,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-06 07:00:00,2017-08-06 17:00:00,2017-08-06 09:00:00,11,884.973,561.405,57.64,8.72,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00468,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-08-17 20:00:00,2017-08-18 05:00:00,2017-08-17 22:00:00,10,92.711,62.591,48.12,9.41,301.2,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-06-08
EV-00469,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-09-02 07:00:00,2017-09-02 17:00:00,2017-09-02 09:00:00,11,106.922,68.094,57.02,5.03,427.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00470,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-02 07:00:00,2017-09-02 18:00:00,2017-09-02 09:00:00,12,852.208,542.913,56.97,4.18,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00471,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-09-27 19:00:00,2017-09-28 05:00:00,2017-09-27 21:00:00,11,77.255,61.191,26.25,5.97,176.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00472,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-27 20:00:00,2017-09-28 06:00:00,2017-09-27 22:00:00,11,638.209,484.591,31.7,6.69,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00473,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,leak,warning,cusum_night_residual,2017-09-28 00:00:00,2017-09-30 23:00:00,2017-09-30 04:00:00,72,74.474,58.572,27.15,,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00474,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-09-28 19:00:00,2017-09-29 04:00:00,2017-09-28 21:00:00,10,76.492,61.0,25.4,5.55,154.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00475,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-28 19:00:00,2017-09-29 06:00:00,2017-09-28 21:00:00,12,630.525,490.917,28.44,5.78,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00476,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-09-29 21:00:00,2017-09-30 05:00:00,2017-09-29 23:00:00,9,72.27,58.821,22.86,5.39,121.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00477,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-29 21:00:00,2017-09-30 06:00:00,2017-09-29 23:00:00,10,581.86,464.045,25.39,5.84,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00478,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-09-30 20:00:00,2017-09-30 23:00:00,2017-09-30 22:00:00,4,73.247,58.649,24.89,4.53,58.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00479,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-30 21:00:00,2017-10-01 00:00:00,2017-09-30 23:00:00,4,572.325,462.412,23.77,4.67,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00480,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-11-04 10:00:00,2017-11-04 12:00:00,2017-11-04 12:00:00,3,124.814,65.621,90.21,4.13,177.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00481,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-12-09 06:00:00,2017-12-09 15:00:00,2017-12-09 08:00:00,10,101.082,59.49,69.91,9.23,415.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00482,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-09 07:00:00,2017-12-09 17:00:00,2017-12-09 09:00:00,11,837.291,468.986,78.53,10.57,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00483,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-10 06:00:00,2017-12-10 15:00:00,2017-12-10 08:00:00,10,791.45,464.26,70.48,3.81,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00484,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-12-10 07:00:00,2017-12-10 14:00:00,2017-12-10 09:00:00,8,100.903,59.645,69.17,3.42,330.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00485,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-10 18:00:00,2017-12-10 20:00:00,2017-12-10 20:00:00,3,574.033,455.75,25.95,3.21,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00486,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,profile_band,2017-12-12 13:00:00,2017-12-12 17:00:00,2017-12-12 15:00:00,5,143.751,101.77,41.25,7.9,209.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00487,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,profile_band,2017-12-19 09:00:00,2017-12-20 15:00:00,2017-12-19 11:00:00,31,117.519,86.204,36.33,12.43,970.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00488,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-19 19:00:00,2017-12-20 08:00:00,2017-12-19 21:00:00,14,814.979,516.418,57.81,12.29,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00489,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,leak,warning,cusum_night_residual,2017-12-20 00:00:00,2017-12-21 23:00:00,2017-12-21 04:00:00,48,93.311,59.733,56.22,,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00490,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,profile_band,2017-12-20 19:00:00,2017-12-21 06:00:00,2017-12-20 21:00:00,12,92.945,61.878,50.21,11.26,372.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00491,A_level,M4_air,Wolf_office_Nadia,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-20 19:00:00,2017-12-21 06:00:00,2017-12-20 21:00:00,12,778.808,495.358,57.22,11.27,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00492,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,profile_band,2017-12-21 09:00:00,2017-12-21 11:00:00,2017-12-21 11:00:00,3,129.638,104.539,24.01,3.41,75.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
