building_id,metric,model_selected,MAE,CV(RMSE),cvrmse_seasonal_naive,delta_cvrmse_pct,med_ae
Cockatoo_education_Oliver,power_active_kw,ridge_regression,12.7521,12.94,13.66,-5.27,7.4681
Cockatoo_education_Orlando,cooling_kw,ridge_regression,3.9975,17.67,27.15,-34.92,3.2488
Cockatoo_education_Orlando,power_active_kw,ridge_regression,16.1156,9.68,12.22,-20.77,9.4553
Cockatoo_education_Priscilla,cooling_kw,ridge_regression,6.6839,20.92,24.83,-15.74,5.8308
Cockatoo_education_Rita,cooling_kw,ridge_regression,2.3775,119.14,209.98,-43.26,1.9629
Cockatoo_education_Rita,power_active_kw,ridge_regression,1.569,20.52,24.37,-15.78,0.889
Cockatoo_education_Shawn,power_active_kw,ridge_regression,10.6891,10.86,14.69,-26.11,8.8351
Cockatoo_education_Sheryl,power_active_kw,seasonal_naive_168h,14.4861,5.33,5.33,4.51,11.3796
Cockatoo_education_Terrence,cooling_kw,ridge_regression,29.8723,79.2,116.74,-32.16,29.4004
Cockatoo_education_Terrence,power_active_kw,ridge_regression,17.5394,5.49,6.6,-16.76,13.1501
Cockatoo_education_Tyler,power_active_kw,seasonal_naive_168h,17.1724,3.28,3.28,1.79,13.1033
Cockatoo_education_Victoria,power_active_kw,ridge_regression,0.5046,13.77,21.06,-34.58,0.3683
Cockatoo_office_Ada,power_active_kw,ridge_regression,12.654,4.55,5.61,-18.81,8.8811
Cockatoo_office_Alton,cooling_kw,ridge_regression,6.675,23.47,54.17,-56.68,5.6329
Cockatoo_office_Alton,power_active_kw,ridge_regression,9.2119,12.76,15.86,-19.54,7.0631
Cockatoo_office_Christy,power_active_kw,ridge_regression,11.6966,8.0,10.83,-26.17,8.6935
Cockatoo_office_Delores,cooling_kw,ridge_regression,2.3973,103.81,133.12,-22.02,1.847
Cockatoo_office_Delores,power_active_kw,ridge_regression,5.4499,10.52,12.52,-15.94,3.8573
Cockatoo_office_Elbert,cooling_kw,ridge_regression,1.3166,187.53,350.44,-46.49,1.0459
Cockatoo_office_Elbert,power_active_kw,ridge_regression,2.2975,11.83,14.92,-20.69,1.6448
Cockatoo_office_Gail,cooling_kw,ridge_regression,7.851,34.75,61.51,-43.5,6.9261
Cockatoo_office_Gail,power_active_kw,ridge_regression,3.2433,22.65,26.94,-15.91,2.3055
Cockatoo_office_Georgia,cooling_kw,ridge_regression,2.5706,21.58,27.69,-22.08,2.0037
Cockatoo_office_Georgia,power_active_kw,ridge_regression,15.7179,9.46,12.29,-22.99,9.991
Cockatoo_office_Giovanni,cooling_kw,ridge_regression,7.1776,40.21,83.93,-52.09,5.1339
Cockatoo_office_Giovanni,power_active_kw,seasonal_naive_168h,7.8366,10.67,10.67,17.22,8.2836
Cockatoo_office_Jimmy,cooling_kw,ridge_regression,2.2315,102.68,109.68,-6.39,1.9185
Cockatoo_office_Jimmy,power_active_kw,seasonal_naive_168h,1.4181,24.63,24.63,6.26,1.1707
Cockatoo_office_Jodie,cooling_kw,ridge_regression,0.0651,58.32,64.62,-9.76,0.0231
Cockatoo_office_Jodie,power_active_kw,ridge_regression,5.4852,11.81,18.81,-37.24,4.574
Cockatoo_office_Kristin,cooling_kw,ridge_regression,11.0266,82.87,112.94,-26.63,10.7207
Cockatoo_office_Kristin,power_active_kw,ridge_regression,5.388,6.53,7.62,-14.29,3.9247
Cockatoo_office_Laila,cooling_kw,ridge_regression,11.72,35.17,78.99,-55.48,9.554
Cockatoo_office_Laila,power_active_kw,ridge_regression,9.0597,5.38,7.26,-25.93,7.1633
Cockatoo_office_Lorraine,cooling_kw,ridge_regression,6.9929,27.53,48.36,-43.06,5.5545
Cockatoo_office_Lorraine,power_active_kw,ridge_regression,1.0867,23.48,33.23,-29.32,0.7648
Cockatoo_office_Margaret,power_active_kw,ridge_regression,0.3767,14.39,19.72,-27.03,0.2908
Cockatoo_office_Nola,cooling_kw,ridge_regression,3.6341,41.15,48.9,-15.86,3.2174
Cockatoo_office_Paige,cooling_kw,ridge_regression,1.8944,56.15,66.78,-15.91,1.7158
Cockatoo_office_Paige,power_active_kw,ridge_regression,8.818,12.12,14.89,-18.57,6.4111
Cockatoo_office_Pansy,cooling_kw,ridge_regression,4.5983,111.42,180.28,-38.2,3.4031
Cockatoo_office_Pansy,power_active_kw,ridge_regression,5.0971,20.28,22.99,-11.8,2.4947
Cockatoo_office_Rodney,cooling_kw,ridge_regression,1.0952,44.27,65.23,-32.14,0.8164
Cockatoo_office_Rodney,power_active_kw,ridge_regression,10.7566,13.27,14.48,-8.37,6.7454
Cockatoo_office_Roxanna,cooling_kw,ridge_regression,16.3221,77.77,85.17,-8.69,18.1302
Cockatoo_office_Roxanna,power_active_kw,ridge_regression,0.9711,15.36,22.23,-30.9,0.7684
Crow_education_Kate,cooling_kw,ridge_regression,16.2797,1032.84,2556.13,-59.59,13.2023
Crow_education_Kate,power_active_kw,ridge_regression,3.7378,6.44,10.62,-39.3,3.1247
Crow_education_Keisha,power_active_kw,ridge_regression,12.5451,5.64,6.93,-18.66,9.8434
Crow_education_Marlin,cooling_kw,ridge_regression,40.2812,51.11,89.5,-42.9,11.3639
Crow_education_Marlin,power_active_kw,ridge_regression,23.9058,16.3,37.02,-55.98,15.0636
Crow_education_Omer,cooling_kw,ridge_regression,41.0326,83.96,147.01,-42.89,26.8873
Crow_education_Omer,power_active_kw,ridge_regression,33.606,13.44,15.41,-12.77,23.545
Crow_education_Winston,cooling_kw,ridge_regression,25.637,67.7,134.22,-49.56,19.7603
Crow_education_Winston,power_active_kw,ridge_regression,30.8483,14.38,25.32,-43.2,22.6939
Eagle_education_Alberto,cooling_kw,ridge_regression,409.8168,22.51,28.27,-20.38,311.8075
Eagle_education_Alberto,power_active_kw,seasonal_naive_168h,64.9437,44.55,44.55,38.8,35.5756
Eagle_education_April,cooling_kw,ridge_regression,55.5913,85.59,121.24,-29.41,40.4655
Eagle_education_April,power_active_kw,ridge_regression,3.6071,17.14,37.12,-53.83,1.6584
Eagle_education_Brianne,power_active_kw,ridge_regression,36.673,11.53,16.87,-31.63,31.6008
Eagle_education_Brooke,cooling_kw,ridge_regression,453.8806,24.82,70.81,-64.94,273.7319
Eagle_education_Brooke,power_active_kw,seasonal_naive_168h,33.9016,7.68,7.68,12.65,27.8906
Eagle_education_Cassie,cooling_kw,ridge_regression,55.6642,341.89,441.45,-22.55,18.6052
Eagle_education_Cassie,power_active_kw,ridge_regression,8.1241,21.48,27.13,-20.83,5.842
Eagle_education_Edith,power_active_kw,seasonal_naive_168h,19.594,20.98,20.98,33.18,21.9666
Eagle_education_Eileen,cooling_kw,ridge_regression,76.7551,281.77,362.05,-22.17,54.7494
Eagle_education_Eileen,power_active_kw,ridge_regression,8.8203,38.45,45.31,-15.13,4.1808
Eagle_education_Jewell,cooling_kw,ridge_regression,193.4362,186.16,264.69,-29.67,97.7351
Eagle_education_Jewell,power_active_kw,ridge_regression,13.3587,9.95,14.39,-30.89,10.1628
Eagle_education_Lino,cooling_kw,ridge_regression,278.4665,31.2,67.09,-53.49,211.8257
Eagle_education_Lino,power_active_kw,ridge_regression,25.522,16.68,27.92,-40.25,18.01
Eagle_education_Luther,cooling_kw,ridge_regression,336.1419,21.24,24.41,-12.96,284.2834
Eagle_education_Luther,power_active_kw,seasonal_naive_168h,25.5651,7.42,7.42,1.91,23.2797
Eagle_education_Maragret,power_active_kw,ridge_regression,2.7041,16.77,17.99,-6.8,2.0128
Eagle_education_Norah,cooling_kw,ridge_regression,379.3872,117.12,149.95,-21.89,203.2415
Eagle_education_Norah,power_active_kw,ridge_regression,22.0254,5.47,6.04,-9.44,19.2007
Eagle_education_Paul,cooling_kw,ridge_regression,39.0949,261.39,316.22,-17.34,18.8094
Eagle_education_Paul,power_active_kw,seasonal_naive_168h,6.9321,61.19,61.19,5.47,4.2301
Eagle_education_Peter,cooling_kw,ridge_regression,1599.4291,150.75,167.0,-9.73,971.3604
Eagle_education_Peter,power_active_kw,seasonal_naive_168h,64.8206,7.87,7.87,19.79,85.8019
Eagle_education_Petra,cooling_kw,ridge_regression,55.0673,205.37,291.98,-29.66,34.8866
Eagle_education_Petra,power_active_kw,ridge_regression,5.5625,12.01,15.04,-20.13,3.5848
Eagle_education_Raul,cooling_kw,ridge_regression,646.8145,88.56,116.55,-24.02,479.9112
Eagle_education_Raul,power_active_kw,ridge_regression,31.2232,6.73,6.75,-0.29,25.0978
Eagle_education_Roman,cooling_kw,ridge_regression,683.5061,97.37,133.74,-27.2,433.7543
Eagle_education_Roman,power_active_kw,ridge_regression,27.2161,5.32,6.45,-17.48,24.1837
Eagle_education_Samantha,cooling_kw,ridge_regression,160.6557,19.74,21.98,-10.19,147.6217
Eagle_education_Samantha,power_active_kw,ridge_regression,12.9831,7.0,8.38,-16.42,10.841
Eagle_education_Shana,cooling_kw,ridge_regression,166.0321,45.59,53.48,-14.75,133.5696
Eagle_education_Shana,power_active_kw,seasonal_naive_168h,6.7831,44.6,44.6,43.63,3.0882
Eagle_education_Shanna,cooling_kw,ridge_regression,239.0279,38.49,59.51,-35.33,198.1027
Eagle_education_Shanna,power_active_kw,ridge_regression,35.2532,13.99,19.59,-28.56,31.5637
Eagle_education_Shante,cooling_kw,ridge_regression,582.4298,35.84,47.93,-25.22,440.4965
Eagle_education_Shante,power_active_kw,ridge_regression,15.1733,3.3,3.88,-15.07,11.3752
Eagle_education_Sheena,cooling_kw,ridge_regression,41.7174,261.39,316.22,-17.34,20.0711
Eagle_education_Sheena,power_active_kw,seasonal_naive_168h,7.3972,61.19,61.19,5.46,4.5138
Eagle_education_Sherrill,cooling_kw,ridge_regression,752.53,34.11,47.96,-28.87,593.8685
Eagle_education_Sherrill,power_active_kw,ridge_regression,18.4111,3.91,4.71,-17.03,13.6374
Eagle_education_Teresa,cooling_kw,ridge_regression,82.6353,115.21,168.57,-31.66,51.7925
Eagle_education_Teresa,power_active_kw,ridge_regression,8.795,12.53,16.88,-25.75,6.6156
Eagle_education_Wesley,cooling_kw,ridge_regression,99.3401,45.85,71.19,-35.59,68.0738
Eagle_education_Wesley,power_active_kw,ridge_regression,12.5251,13.5,17.96,-24.85,9.5395
Eagle_education_Will,cooling_kw,ridge_regression,92.3464,67.54,88.45,-23.63,74.407
Eagle_education_Will,power_active_kw,ridge_regression,6.4388,7.25,9.32,-22.24,5.169
Eagle_office_Amanda,power_active_kw,ridge_regression,80.8704,66.0,97.59,-32.37,41.2717
Eagle_office_Amie,power_active_kw,ridge_regression,3.8848,2.91,7.77,-62.54,1.4407
Eagle_office_Bridgett,power_active_kw,ridge_regression,15.4705,12.07,15.72,-23.21,12.809
Eagle_office_Chantelle,cooling_kw,ridge_regression,22.3557,24.63,32.31,-23.79,16.6126
Eagle_office_Chantelle,power_active_kw,seasonal_naive_168h,2.4281,15.06,15.06,81.99,5.3077
Eagle_office_Chauncey,cooling_kw,ridge_regression,613.2946,54.88,83.8,-34.51,508.5092
Eagle_office_Chauncey,power_active_kw,seasonal_naive_168h,75.808,45.22,45.22,50.11,23.236
Eagle_office_Dallas,power_active_kw,ridge_regression,5.9633,19.53,23.45,-16.71,4.9361
Eagle_office_Damian,cooling_kw,ridge_regression,797.31,89.58,145.23,-38.32,504.4827
Eagle_office_Damian,power_active_kw,ridge_regression,19.4281,14.84,18.07,-17.87,14.7847
Eagle_office_Demetra,cooling_kw,ridge_regression,310.5682,236.94,326.74,-27.48,232.9154
Eagle_office_Demetra,power_active_kw,ridge_regression,17.9214,21.47,27.79,-22.74,7.6648
Eagle_office_Donovan,cooling_kw,ridge_regression,73.0773,240.53,332.33,-27.62,26.5073
Eagle_office_Donovan,power_active_kw,ridge_regression,8.966,19.92,26.92,-26.0,6.259
Eagle_office_Efrain,cooling_kw,ridge_regression,52.6528,271.77,391.13,-30.52,23.1711
Eagle_office_Efrain,power_active_kw,ridge_regression,4.6545,15.43,19.51,-20.88,3.6565
Eagle_office_Elia,power_active_kw,seasonal_naive_168h,20.0311,32.54,32.54,56.61,27.9542
Eagle_office_Elias,cooling_kw,ridge_regression,99.0784,261.79,348.04,-24.78,57.2212
Eagle_office_Elias,power_active_kw,ridge_regression,9.1654,14.84,18.07,-17.87,6.9756
Eagle_office_Elvis,cooling_kw,ridge_regression,27.7191,301.17,537.6,-43.98,5.1016
Eagle_office_Elvis,power_active_kw,ridge_regression,8.196,24.44,32.38,-24.52,4.7666
Eagle_office_Flossie,power_active_kw,ridge_regression,23.0492,21.47,27.12,-20.83,18.317
Eagle_office_Francis,cooling_kw,ridge_regression,239.66,29.3,39.51,-25.84,188.8031
Eagle_office_Francis,power_active_kw,ridge_regression,18.7878,7.29,8.39,-13.14,14.549
Eagle_office_Freida,cooling_kw,ridge_regression,52.464,291.22,369.26,-21.13,28.4817
Eagle_office_Freida,power_active_kw,ridge_regression,5.4461,15.62,19.08,-18.12,3.9894
Eagle_office_Henriette,cooling_kw,ridge_regression,24.5387,25.3,40.82,-38.02,16.0323
Eagle_office_Henriette,power_active_kw,ridge_regression,5.2641,20.77,28.87,-28.06,4.5967
Eagle_office_Isidro,cooling_kw,ridge_regression,28.1283,95.44,143.69,-33.58,16.421
Eagle_office_Isidro,power_active_kw,ridge_regression,4.1874,25.28,33.82,-25.27,2.5238
Eagle_office_Jackie,cooling_kw,ridge_regression,80.3225,99.89,136.14,-26.63,61.0643
Eagle_office_Jackie,power_active_kw,ridge_regression,6.9207,16.22,19.4,-16.41,4.7058
Eagle_office_Jeff,cooling_kw,ridge_regression,75.6069,207.32,291.19,-28.8,29.4856
Eagle_office_Jeff,power_active_kw,ridge_regression,6.2888,20.36,26.52,-23.22,3.6972
Eagle_office_Katheleen,power_active_kw,ridge_regression,51.0698,48.43,51.98,-6.84,22.939
Eagle_office_Lamont,cooling_kw,ridge_regression,50.8367,63.96,112.79,-43.29,20.5939
Eagle_office_Lamont,power_active_kw,seasonal_naive_168h,6.5675,48.66,48.66,37.02,3.6356
Eagle_office_Lane,cooling_kw,ridge_regression,46.0486,92.57,111.43,-16.93,39.241
Eagle_office_Lane,power_active_kw,ridge_regression,5.0164,16.86,23.12,-27.08,3.5972
Eagle_office_Lillian,cooling_kw,ridge_regression,37.4396,253.77,396.29,-35.97,16.8472
Eagle_office_Lillian,power_active_kw,ridge_regression,4.0187,26.86,36.0,-25.38,3.1356
Eagle_office_Mable,power_active_kw,ridge_regression,2.6487,25.63,30.21,-15.16,1.5779
Eagle_office_Mandi,cooling_kw,ridge_regression,20.7135,29.46,42.62,-30.87,14.9744
Eagle_office_Mandi,power_active_kw,seasonal_naive_168h,2.3596,44.6,44.6,43.6,1.0722
Eagle_office_Marisela,cooling_kw,ridge_regression,293.7013,63.96,112.79,-43.29,118.9501
Eagle_office_Marisela,power_active_kw,seasonal_naive_168h,25.7087,47.19,47.19,8.25,14.2454
Eagle_office_Nereida,cooling_kw,ridge_regression,66.9234,24.56,45.95,-46.56,55.0533
Eagle_office_Nereida,power_active_kw,seasonal_naive_168h,23.3531,45.33,45.33,44.67,8.0413
Eagle_office_Norbert,cooling_kw,ridge_regression,174.0804,58.31,102.02,-42.85,86.2495
Eagle_office_Norbert,power_active_kw,seasonal_naive_168h,17.4492,50.38,50.38,37.58,7.7676
Eagle_office_Patrice,cooling_kw,ridge_regression,186.4539,138.3,183.12,-24.48,143.4925
Eagle_office_Patrice,power_active_kw,ridge_regression,9.6231,16.32,20.51,-20.47,6.2423
Eagle_office_Phyllis,cooling_kw,ridge_regression,50.329,29.46,42.62,-30.87,36.3855
Eagle_office_Phyllis,power_active_kw,seasonal_naive_168h,5.7332,44.6,44.6,43.63,2.6106
Eagle_office_Randolph,cooling_kw,ridge_regression,148.3561,145.56,195.85,-25.67,94.883
Eagle_office_Randolph,power_active_kw,ridge_regression,12.3356,17.59,23.77,-26.02,6.2481
Eagle_office_Remedios,cooling_kw,ridge_regression,132.8809,54.88,83.82,-34.52,110.1495
Eagle_office_Remedios,power_active_kw,seasonal_naive_168h,13.2421,45.21,45.21,41.78,4.7627
Eagle_office_Ryan,cooling_kw,ridge_regression,28.6354,84.27,124.53,-32.33,18.7253
Eagle_office_Ryan,power_active_kw,ridge_regression,3.3536,18.82,24.47,-23.09,2.3069
Eagle_office_Sheree,cooling_kw,ridge_regression,67.9181,132.01,165.06,-20.02,47.612
Eagle_office_Sheree,power_active_kw,ridge_regression,7.82,33.47,37.22,-10.08,6.1718
Eagle_office_Sonya,cooling_kw,ridge_regression,162.1365,275.2,376.44,-26.89,76.7616
Eagle_office_Sonya,power_active_kw,ridge_regression,12.9388,9.33,12.41,-24.86,10.3373
Eagle_office_Tia,cooling_kw,ridge_regression,322.5388,216.66,287.15,-24.55,212.5089
Eagle_office_Tia,power_active_kw,ridge_regression,38.6733,38.45,45.31,-15.13,18.3308
Eagle_office_Yadira,cooling_kw,ridge_regression,145.0567,210.4,327.12,-35.68,65.324
Eagle_office_Yadira,power_active_kw,ridge_regression,20.914,25.36,33.81,-24.99,11.4114
Fox_education_Andre,cooling_kw,ridge_regression,92.6136,23.71,41.92,-43.44,77.6884
Fox_education_Andre,power_active_kw,ridge_regression,19.1943,6.66,8.29,-19.71,14.7589
Fox_education_Ashli,cooling_kw,seasonal_naive_168h,6.8534,122.3,122.3,7.6,8.7295
Fox_education_Ashli,power_active_kw,seasonal_naive_168h,2.4292,28.35,28.35,14.97,3.4652
Fox_education_Burton,cooling_kw,ridge_regression,27.022,43.58,46.45,-6.18,21.2691
Fox_education_Burton,power_active_kw,ridge_regression,4.6945,14.82,18.61,-20.37,3.409
Fox_education_Carleen,cooling_kw,seasonal_naive_168h,25.3784,41.89,41.89,22.06,24.2308
Fox_education_Carleen,power_active_kw,ridge_regression,12.387,19.45,22.47,-13.46,9.7253
Fox_education_Charles,power_active_kw,ridge_regression,1.7542,25.0,32.08,-22.09,1.1274
Fox_education_Claire,cooling_kw,ridge_regression,28.042,30.69,31.16,-1.52,23.0748
Fox_education_Claire,power_active_kw,ridge_regression,6.2572,16.34,19.61,-16.7,3.8595
Fox_education_Claude,cooling_kw,ridge_regression,102.4867,9.17,19.47,-52.88,80.7311
Fox_education_Claude,power_active_kw,ridge_regression,35.5775,4.87,5.35,-8.93,33.0588
Fox_education_Cynthia,cooling_kw,ridge_regression,47.0097,31.14,39.84,-21.85,35.2742
Fox_education_Cynthia,power_active_kw,ridge_regression,21.5369,13.79,17.23,-19.99,16.2206
Fox_education_Delma,power_active_kw,ridge_regression,11.5322,52.41,67.24,-22.05,4.0901
Fox_education_Dewayne,cooling_kw,seasonal_naive_168h,22.8849,94.65,94.65,24.5,8.3012
Fox_education_Dewayne,power_active_kw,seasonal_naive_168h,6.5807,18.29,18.29,26.34,6.1046
Fox_education_Dominique,cooling_kw,ridge_regression,37.0174,12.04,24.69,-51.21,29.7832
Fox_education_Dominique,power_active_kw,ridge_regression,5.4394,6.34,6.96,-8.97,3.2781
Fox_education_Eddy,cooling_kw,ridge_regression,54.2834,29.95,38.94,-23.08,34.998
Fox_education_Eddy,power_active_kw,ridge_regression,34.9274,18.94,25.06,-24.42,21.6187
Fox_education_Eldon,cooling_kw,ridge_regression,28.0265,20.7,35.52,-41.73,22.4822
Fox_education_Eldon,power_active_kw,ridge_regression,6.6756,6.78,8.0,-15.3,4.9511
Fox_education_Elizabeth,cooling_kw,ridge_regression,45.5688,27.59,39.59,-30.31,33.0726
Fox_education_Elizabeth,power_active_kw,ridge_regression,37.1004,10.97,15.01,-26.95,25.06
Fox_education_Elois,cooling_kw,ridge_regression,13.6103,411.95,549.84,-25.08,5.84
Fox_education_Elois,power_active_kw,ridge_regression,2.1946,29.92,34.78,-13.96,1.831
Fox_education_Elvira,cooling_kw,ridge_regression,21.3467,25.28,38.17,-33.77,16.2938
Fox_education_Elvira,power_active_kw,ridge_regression,14.1368,11.62,15.49,-24.97,9.6185
Fox_education_Etta,power_active_kw,ridge_regression,17.6522,16.64,24.92,-33.23,13.1726
Fox_education_Gayla,power_active_kw,ridge_regression,8.0601,22.02,26.26,-16.13,5.0951
Fox_education_Geoffrey,cooling_kw,ridge_regression,22.5066,40.46,50.23,-19.45,14.9266
Fox_education_Geoffrey,power_active_kw,ridge_regression,6.0434,7.48,8.27,-9.6,4.9319
Fox_education_Gloria,cooling_kw,ridge_regression,45.5188,10.11,18.17,-44.38,36.2844
Fox_education_Gloria,power_active_kw,ridge_regression,17.6083,6.94,7.3,-4.97,9.4387
Fox_education_Henrietta,power_active_kw,ridge_regression,11.3353,28.14,39.86,-29.4,7.0874
Fox_education_Heriberto,cooling_kw,ridge_regression,10.0505,19.35,34.59,-44.07,6.9018
Fox_education_Heriberto,power_active_kw,seasonal_naive_168h,1.483,8.58,8.58,42.39,2.3332
Fox_education_Jaclyn,cooling_kw,ridge_regression,30.0149,11.68,23.17,-49.6,22.9295
Fox_education_Jaclyn,power_active_kw,ridge_regression,17.7272,11.13,18.5,-39.86,15.2107
Fox_education_Jacqueline,cooling_kw,ridge_regression,26.2232,17.78,25.97,-31.52,18.225
Fox_education_Jacqueline,power_active_kw,ridge_regression,21.921,77.8,104.85,-25.8,1.8913
Fox_education_Janina,cooling_kw,ridge_regression,1.1731,22.01,29.27,-24.83,0.8805
Fox_education_Janina,power_active_kw,ridge_regression,20.3085,18.28,23.06,-20.71,16.377
Fox_education_John,cooling_kw,ridge_regression,8.2735,67.47,76.32,-11.59,4.236
Fox_education_John,power_active_kw,ridge_regression,11.192,42.37,54.39,-22.1,5.2653
Fox_education_Kendrick,cooling_kw,ridge_regression,6.1399,50.99,51.8,-1.55,4.867
Fox_education_Kendrick,power_active_kw,ridge_regression,4.8883,45.3,61.68,-26.55,3.2189
Fox_education_Kim,cooling_kw,ridge_regression,15.6349,59.87,70.7,-15.32,9.0986
Fox_education_Kim,power_active_kw,ridge_regression,8.1265,22.34,26.62,-16.07,6.0062
Fox_education_Kris,power_active_kw,ridge_regression,10.9627,17.05,22.15,-23.0,8.1679
Fox_education_Leona,cooling_kw,ridge_regression,83.4897,34.84,35.92,-3.0,69.3022
Fox_education_Leona,power_active_kw,ridge_regression,17.2196,10.37,12.16,-14.72,11.8682
Fox_education_Leota,cooling_kw,seasonal_naive_168h,29.691,42.88,42.88,24.84,33.8011
Fox_education_Leota,power_active_kw,seasonal_naive_168h,13.7048,12.13,12.13,10.66,10.3251
Fox_education_Lesley,cooling_kw,ridge_regression,5.8695,48.2,58.63,-17.79,3.763
Fox_education_Lesley,power_active_kw,ridge_regression,4.7108,54.55,55.21,-1.2,2.0158
Fox_education_Lilly,cooling_kw,ridge_regression,47.8295,52.71,68.07,-22.58,25.9782
Fox_education_Lilly,power_active_kw,ridge_regression,20.412,21.72,25.7,-15.49,10.3109
Fox_education_Long,cooling_kw,seasonal_naive_168h,39.2664,30.01,30.01,7.46,36.3053
Fox_education_Long,power_active_kw,ridge_regression,13.156,16.53,18.04,-8.41,7.463
Fox_education_Louie,cooling_kw,ridge_regression,55.5178,13.06,22.81,-42.74,38.6351
Fox_education_Louie,power_active_kw,ridge_regression,8.4296,14.36,19.74,-27.26,6.0322
Fox_education_Marcelina,cooling_kw,ridge_regression,1.7643,171.02,177.25,-3.51,0.2483
Fox_education_Marcelina,power_active_kw,ridge_regression,0.9912,34.14,57.86,-41.0,0.5555
Fox_education_Maris,cooling_kw,seasonal_naive_168h,4.3747,73.48,73.48,15.26,2.8222
Fox_education_Maris,power_active_kw,ridge_regression,1.7872,12.06,12.47,-3.3,1.1213
Fox_education_Marlana,cooling_kw,ridge_regression,37.1359,17.96,27.84,-35.47,28.2883
Fox_education_Marlana,power_active_kw,ridge_regression,16.8556,21.65,26.21,-17.4,7.9187
Fox_education_Melinda,cooling_kw,ridge_regression,116.3384,32.48,66.97,-51.5,61.3556
Fox_education_Melinda,power_active_kw,ridge_regression,21.5114,10.54,13.05,-19.25,13.7932
Fox_education_Melvin,cooling_kw,seasonal_naive_168h,11.6851,53.0,53.0,132.78,19.9335
Fox_education_Melvin,power_active_kw,ridge_regression,10.6148,33.0,40.97,-19.47,4.9016
Fox_education_Miguelina,power_active_kw,ridge_regression,11.7558,20.6,23.33,-11.69,8.494
Fox_education_Nilda,cooling_kw,ridge_regression,32.0155,30.14,49.22,-38.76,17.8263
Fox_education_Nilda,power_active_kw,ridge_regression,12.8477,13.05,14.93,-12.55,9.6929
Fox_education_Ollie,cooling_kw,ridge_regression,20.2637,30.28,59.47,-49.09,13.9009
Fox_education_Ollie,power_active_kw,ridge_regression,9.6443,11.72,15.32,-23.48,7.6392
Fox_education_Otilia,cooling_kw,ridge_regression,151.7625,19.66,35.25,-44.24,116.6932
Fox_education_Otilia,power_active_kw,ridge_regression,27.0076,5.5,6.17,-10.93,22.7761
Fox_education_Ray,cooling_kw,ridge_regression,4.1182,12.27,16.94,-27.58,3.0371
Fox_education_Ray,power_active_kw,ridge_regression,4.7352,12.53,16.89,-25.82,3.9396
Fox_education_Rosie,cooling_kw,ridge_regression,11.2269,11.87,23.88,-50.32,9.2646
Fox_education_Rosie,power_active_kw,ridge_regression,7.7254,8.85,14.37,-38.42,5.2446
Fox_education_Rudolph,cooling_kw,ridge_regression,158.8543,216.97,274.65,-21.0,28.5404
Fox_education_Rudolph,power_active_kw,ridge_regression,4.6428,32.54,42.81,-23.98,3.0515
Fox_education_Shaun,cooling_kw,ridge_regression,20.6789,45.06,52.55,-14.26,11.5042
Fox_education_Shaun,power_active_kw,seasonal_naive_168h,18.5295,34.24,34.24,3.84,8.9875
Fox_education_Shawanda,power_active_kw,ridge_regression,1.7937,42.27,46.88,-9.83,1.1475
Fox_education_Shirley,cooling_kw,ridge_regression,24.141,92.72,94.4,-1.78,6.6359
Fox_education_Shirley,power_active_kw,ridge_regression,15.5851,29.15,33.9,-14.02,6.7583
Fox_education_Stacia,cooling_kw,ridge_regression,11.2388,5.44,6.59,-17.54,8.9089
Fox_education_Stacia,power_active_kw,ridge_regression,2.3769,5.26,6.13,-14.18,1.8435
Fox_education_Sterling,cooling_kw,ridge_regression,12.7797,49.74,54.17,-8.18,10.1764
Fox_education_Sterling,power_active_kw,ridge_regression,3.3766,24.76,26.99,-8.28,2.4692
Fox_education_Suzan,cooling_kw,ridge_regression,13.2573,31.51,38.49,-18.14,9.9853
Fox_education_Suzan,power_active_kw,ridge_regression,4.09,16.46,19.45,-15.34,2.5983
Fox_education_Tamika,power_active_kw,seasonal_naive_168h,12.9221,16.63,16.63,20.01,14.1365
Fox_education_Theodore,cooling_kw,ridge_regression,29.0845,35.02,72.26,-51.54,19.2894
Fox_education_Theodore,power_active_kw,ridge_regression,7.2116,7.41,10.28,-27.94,3.559
Fox_education_Tonya,cooling_kw,ridge_regression,19.9726,15.98,30.92,-48.33,16.3854
Fox_education_Tonya,power_active_kw,ridge_regression,7.4597,6.74,8.11,-16.84,5.2478
Fox_education_Virgil,cooling_kw,ridge_regression,13.6206,16.2,18.82,-13.91,9.598
Fox_education_Virgil,power_active_kw,ridge_regression,4.1841,8.83,9.85,-10.36,2.6774
Fox_education_Virginia,power_active_kw,ridge_regression,3.1535,56.63,57.66,-1.78,1.4941
Fox_education_Wendell,cooling_kw,ridge_regression,62.9097,12.12,22.66,-46.52,51.7438
Fox_education_Wendell,power_active_kw,ridge_regression,12.7602,5.94,6.67,-11.04,7.6026
Fox_education_Willis,power_active_kw,ridge_regression,34.5468,3.92,5.01,-21.89,20.9982
Fox_education_Yolande,cooling_kw,ridge_regression,113.5256,18.22,35.78,-49.1,93.7197
Fox_education_Yolande,power_active_kw,ridge_regression,18.2137,5.43,5.49,-1.04,13.5736
Fox_office_Alice,cooling_kw,ridge_regression,56.7915,14.72,25.65,-42.59,46.1055
Fox_office_Alice,power_active_kw,ridge_regression,12.3934,6.52,6.88,-5.35,7.0373
