building_id,metric,model_selected,MAE,CV(RMSE),cvrmse_seasonal_naive,delta_cvrmse_pct,med_ae
Panther_education_Cleopatra,power_active_kw,ridge_regression,6.179,24.09,29.42,-18.11,4.8167
Panther_education_Diann,power_active_kw,ridge_regression,11.8551,24.23,37.88,-36.03,6.5258
Panther_education_Edna,power_active_kw,seasonal_naive_168h,10.9735,14.73,14.73,13.02,12.2806
Panther_education_Emily,cooling_kw,ridge_regression,308.7001,23.15,44.7,-48.21,222.4146
Panther_education_Emily,power_active_kw,ridge_regression,14.7722,16.28,30.21,-46.11,8.8939
Panther_education_Enriqueta,cooling_kw,ridge_regression,204.4937,31.11,57.52,-45.91,122.3712
Panther_education_Enriqueta,power_active_kw,ridge_regression,12.7534,19.12,33.37,-42.7,6.9678
Panther_education_Genevieve,power_active_kw,ridge_regression,16.2431,8.88,11.92,-25.47,11.8903
Panther_education_Gina,power_active_kw,ridge_regression,9.9447,3.94,4.01,-1.9,7.4196
Panther_education_Hugh,power_active_kw,ridge_regression,20.1732,4.19,5.9,-28.89,15.7773
Panther_education_Ivan,cooling_kw,ridge_regression,404.4602,31.73,70.75,-55.15,298.0289
Panther_education_Ivan,power_active_kw,ridge_regression,10.9047,12.45,20.23,-38.47,6.6163
Panther_education_Janis,power_active_kw,ridge_regression,5.5436,56.76,79.22,-28.36,3.8699
Panther_education_Jerome,cooling_kw,ridge_regression,1230.2219,27.38,65.31,-58.08,990.3351
Panther_education_Jerome,power_active_kw,ridge_regression,12.6174,3.43,4.11,-16.51,10.0343
Panther_education_Jonathan,power_active_kw,ridge_regression,0.9093,21.51,48.62,-55.77,0.5893
Panther_education_Karri,power_active_kw,ridge_regression,20.242,7.28,7.29,-0.17,16.0523
Panther_education_Mattie,power_active_kw,ridge_regression,1.8306,39.15,61.81,-36.66,1.3664
Panther_education_Misty,power_active_kw,ridge_regression,4.2656,20.11,38.36,-47.59,3.3104
Panther_education_Mohammad,power_active_kw,ridge_regression,13.1346,13.41,16.83,-20.29,9.0554
Panther_education_Neal,cooling_kw,ridge_regression,332.9263,24.56,47.8,-48.62,227.363
Panther_education_Neal,power_active_kw,ridge_regression,56.3165,28.22,31.94,-11.62,42.8134
Panther_education_Quintin,cooling_kw,ridge_regression,749.3054,32.54,59.02,-44.87,463.7309
Panther_education_Quintin,power_active_kw,ridge_regression,24.0852,12.42,24.03,-48.32,14.6843
Panther_education_Rosalie,power_active_kw,ridge_regression,6.2322,12.82,19.2,-33.24,4.905
Panther_education_Scarlett,power_active_kw,ridge_regression,3.3413,23.2,35.01,-33.73,2.1673
Panther_education_Shelton,power_active_kw,ridge_regression,9.2215,11.52,20.97,-45.06,5.3456
Panther_education_Sophia,power_active_kw,ridge_regression,5.4485,4.94,4.98,-0.9,4.6408
Panther_education_Teofila,cooling_kw,ridge_regression,425.4952,30.28,54.42,-44.37,310.0303
Panther_education_Teofila,power_active_kw,ridge_regression,15.9315,14.62,25.44,-42.51,9.7885
Panther_education_Tina,power_active_kw,ridge_regression,1.5179,41.33,74.22,-44.32,1.1875
Panther_education_Vincent,cooling_kw,ridge_regression,541.5124,36.61,69.87,-47.6,326.1743
Panther_education_Vincent,power_active_kw,ridge_regression,14.1011,17.79,21.84,-18.52,7.2547
Panther_education_Violet,power_active_kw,ridge_regression,7.1891,7.07,10.44,-32.3,5.6267
Panther_education_Zelda,cooling_kw,ridge_regression,164.7844,50.98,81.1,-37.14,103.3515
Panther_education_Zelda,power_active_kw,ridge_regression,8.2085,16.58,25.49,-34.96,4.4747
Panther_office_Antonette,power_active_kw,ridge_regression,2.9008,9.14,13.31,-31.34,2.3009
Panther_office_Brent,cooling_kw,ridge_regression,35.3993,39.16,69.65,-43.77,21.0444
Panther_office_Brent,power_active_kw,ridge_regression,4.439,42.05,60.11,-30.04,2.9488
Panther_office_Catherine,power_active_kw,ridge_regression,5.9923,18.27,30.44,-39.98,4.5205
Panther_office_Christian,cooling_kw,ridge_regression,117.8039,33.51,57.12,-41.33,88.9893
Panther_office_Christian,power_active_kw,ridge_regression,6.4211,22.17,27.5,-19.37,4.6738
Panther_office_Christin,power_active_kw,seasonal_naive_168h,0.0326,11.88,11.88,237.78,0.1183
Panther_office_Clementine,power_active_kw,ridge_regression,4.3922,12.6,17.03,-25.99,3.1529
Panther_office_Danica,power_active_kw,ridge_regression,1.1009,39.37,53.12,-25.9,0.6533
Panther_office_Garth,cooling_kw,ridge_regression,257.9937,52.13,85.39,-38.95,178.6454
Panther_office_Garth,power_active_kw,ridge_regression,5.2946,13.59,17.94,-24.25,3.7253
Panther_office_Graham,cooling_kw,ridge_regression,290.6508,42.76,95.04,-55.01,193.8491
Panther_office_Graham,power_active_kw,ridge_regression,6.0267,14.32,18.56,-22.83,2.9868
Panther_office_Hannah,power_active_kw,ridge_regression,1.5009,49.5,57.14,-13.38,0.9107
Panther_office_Jeane,power_active_kw,ridge_regression,3.7987,29.19,34.7,-15.88,2.6981
Panther_office_Jesus,power_active_kw,ridge_regression,12.2328,25.38,29.42,-13.75,6.9416
Panther_office_Karla,cooling_kw,ridge_regression,171.8108,73.35,73.99,-0.87,93.3113
Panther_office_Karla,power_active_kw,ridge_regression,8.395,37.23,47.02,-20.81,6.2936
Panther_office_Kristen,power_active_kw,ridge_regression,9.2804,16.94,25.62,-33.88,8.7132
Panther_office_Larry,power_active_kw,ridge_regression,5.2977,16.17,17.19,-5.92,3.5585
Panther_office_Lauretta,power_active_kw,ridge_regression,8.5234,6.63,15.06,-55.97,7.4459
Panther_office_Lavinia,cooling_kw,ridge_regression,20.2895,18.4,28.86,-36.23,16.6206
Panther_office_Lavinia,power_active_kw,ridge_regression,1.9951,11.86,22.63,-47.58,1.3389
Panther_office_Lois,power_active_kw,ridge_regression,5.9909,14.59,19.07,-23.5,3.7316
Panther_office_Otto,power_active_kw,ridge_regression,13.1337,8.66,11.55,-24.98,8.518
Panther_office_Patti,power_active_kw,ridge_regression,25.3769,7.17,11.58,-38.14,20.243
Panther_office_Ruthie,power_active_kw,ridge_regression,7.6269,7.94,11.57,-31.37,5.5842
Panther_office_Shauna,power_active_kw,ridge_regression,13.8446,20.48,25.75,-20.47,8.0467
Panther_office_Taryn,power_active_kw,ridge_regression,7.9778,16.4,18.15,-9.63,4.6815
Panther_office_Valarie,power_active_kw,ridge_regression,4.8908,18.57,35.36,-47.47,3.5536
Peacock_education_Anita,cooling_kw,ridge_regression,12.3662,165.29,285.58,-42.12,3.9434
Peacock_education_Anita,power_active_kw,ridge_regression,1.9865,28.47,28.87,-1.38,1.6839
Peacock_education_Dustin,cooling_kw,ridge_regression,25.0371,278.3,467.85,-40.52,0.9917
Peacock_education_Dustin,power_active_kw,ridge_regression,3.9969,15.45,20.53,-24.75,2.4395
Peacock_education_Forest,cooling_kw,ridge_regression,33.8607,129.88,226.79,-42.73,11.1404
Peacock_education_Forest,power_active_kw,ridge_regression,7.3093,11.01,17.76,-38.01,5.3243
Peacock_education_Gilberto,power_active_kw,ridge_regression,41.6039,5.06,6.36,-20.5,34.6967
Peacock_education_Joshua,power_active_kw,ridge_regression,13.2807,3.55,4.21,-15.71,11.5148
Peacock_education_Karyn,power_active_kw,ridge_regression,11.075,3.02,3.81,-20.63,9.3484
Peacock_education_Lucie,cooling_kw,ridge_regression,280.4812,31.39,54.22,-42.11,214.7818
Peacock_education_Lyle,power_active_kw,ridge_regression,55.4257,13.33,14.88,-10.41,37.9138
Peacock_education_Ophelia,cooling_kw,ridge_regression,93.65,56.11,83.59,-32.87,49.3013
Peacock_education_Ophelia,power_active_kw,ridge_regression,15.4021,3.02,3.97,-23.97,11.5683
Peacock_education_Pasquale,cooling_kw,ridge_regression,53.0093,126.76,243.95,-48.04,2.4283
Peacock_education_Pasquale,power_active_kw,ridge_regression,7.3969,5.42,6.87,-21.03,5.4478
Peacock_education_Patience,cooling_kw,ridge_regression,2.4782,336.17,518.76,-35.2,2.1065
Peacock_education_Patience,power_active_kw,ridge_regression,3.4451,21.17,21.23,-0.26,2.6049
Peacock_education_Robbie,power_active_kw,ridge_regression,6.6803,24.52,39.49,-37.92,5.24
Peacock_education_Shelly,power_active_kw,ridge_regression,3.4644,4.07,5.54,-26.55,2.5974
Peacock_education_Yolanda,cooling_kw,ridge_regression,30.5791,165.2,321.17,-48.56,0.6259
Peacock_education_Yolanda,power_active_kw,ridge_regression,2.427,10.36,11.48,-9.74,1.783
Peacock_office_Annie,power_active_kw,ridge_regression,10.2588,20.87,24.24,-13.93,6.9424
Peacock_office_Burl,power_active_kw,ridge_regression,4.1521,9.99,14.44,-30.8,3.3141
Peacock_office_Dara,power_active_kw,ridge_regression,21.8148,15.95,19.55,-18.39,17.5759
Peacock_office_Effie,cooling_kw,ridge_regression,22.7595,84.88,127.22,-33.28,13.8363
Peacock_office_Effie,power_active_kw,ridge_regression,10.3855,16.27,23.01,-29.31,7.8562
Peacock_office_Elton,power_active_kw,ridge_regression,10.8618,10.64,14.8,-28.12,7.6046
Peacock_office_Jonathon,cooling_kw,ridge_regression,1.6383,190.85,314.6,-39.34,0.1286
Peacock_office_Julian,cooling_kw,ridge_regression,7.6407,246.2,299.34,-17.75,2.4955
Peacock_office_Julian,power_active_kw,ridge_regression,4.0335,24.77,33.08,-25.12,3.0511
Peacock_office_Major,cooling_kw,ridge_regression,31.1032,45.83,57.68,-20.54,20.0679
Peacock_office_Major,power_active_kw,ridge_regression,7.741,5.42,7.07,-23.31,6.0587
Peacock_office_Norman,cooling_kw,ridge_regression,9.8123,84.2,136.0,-38.09,6.2667
Peacock_office_Norman,power_active_kw,ridge_regression,4.6421,17.13,25.45,-32.69,3.4175
Rat_education_Adell,power_active_kw,ridge_regression,20.5012,20.79,22.43,-7.31,13.7063
Rat_education_Adrian,power_active_kw,ridge_regression,9.0545,23.36,29.32,-20.33,6.3747
Rat_education_Alfonso,power_active_kw,ridge_regression,25.816,18.88,19.18,-1.54,21.9363
Rat_education_Alfred,power_active_kw,seasonal_naive_168h,20.4769,16.52,16.52,13.48,20.9284
Rat_education_Barbara,power_active_kw,ridge_regression,0.0745,9.83,12.09,-18.75,0.0341
Rat_education_Barney,power_active_kw,ridge_regression,4.7848,20.51,34.83,-41.11,3.612
Rat_education_Beverly,power_active_kw,seasonal_naive_168h,70.2515,25.72,25.72,38.9,105.6239
Rat_education_Brett,power_active_kw,ridge_regression,14.5995,53.68,122.51,-56.18,11.8743
Rat_education_Bryant,power_active_kw,ridge_regression,4.9843,14.02,16.13,-13.08,3.5568
Rat_education_Calvin,power_active_kw,ridge_regression,3.9593,13.63,21.24,-35.83,2.6146
Rat_education_Candida,power_active_kw,ridge_regression,19.5727,16.41,27.45,-40.23,15.6675
Rat_education_Carmela,power_active_kw,ridge_regression,10.1674,16.47,18.18,-9.42,7.7268
Rat_education_Cecil,power_active_kw,ridge_regression,5.4602,16.04,20.26,-20.81,4.0782
Rat_education_Cedric,power_active_kw,ridge_regression,11.0543,18.44,21.05,-12.38,9.1794
Rat_education_Cinthia,power_active_kw,ridge_regression,1.2509,41.11,52.77,-22.09,0.6134
Rat_education_Colin,power_active_kw,seasonal_naive_168h,3.957,53.84,53.84,48.11,6.0451
Rat_education_Conrad,power_active_kw,ridge_regression,46.8039,57.96,72.94,-20.53,38.9279
Rat_education_Dana,power_active_kw,ridge_regression,11.4203,20.11,23.13,-13.07,7.906
Rat_education_Dann,power_active_kw,ridge_regression,12.0622,9.44,12.54,-24.67,10.1687
Rat_education_Davis,power_active_kw,seasonal_naive_168h,3.5111,11.0,11.0,13.2,3.7335
Rat_education_Deanna,power_active_kw,ridge_regression,8.4805,14.3,16.84,-15.04,7.0526
Rat_education_Debra,power_active_kw,seasonal_naive_168h,8.1911,14.1,14.1,12.91,8.5246
Rat_education_Dianne,power_active_kw,seasonal_naive_168h,0.7459,2.8,2.8,103.02,4.2097
Rat_education_Dreama,power_active_kw,ridge_regression,4.9944,10.51,12.03,-12.65,3.7751
Rat_education_Earl,power_active_kw,ridge_regression,16.7554,17.28,23.13,-25.3,11.9217
Rat_education_Earnest,power_active_kw,ridge_regression,5.9252,17.33,22.41,-22.69,3.83
Rat_education_Edmund,power_active_kw,ridge_regression,15.7511,67.24,82.23,-18.23,7.7784
Rat_education_Elisa,power_active_kw,ridge_regression,6.2952,27.71,33.61,-17.56,3.8
Rat_education_Elsie,power_active_kw,ridge_regression,2.815,31.41,43.51,-27.81,2.2109
Rat_education_Esther,power_active_kw,ridge_regression,13.7603,20.35,29.03,-29.89,10.4398
Rat_education_Everett,power_active_kw,ridge_regression,17.1234,14.21,16.88,-15.8,13.2933
Rat_education_Fernando,power_active_kw,ridge_regression,7.6871,19.02,23.07,-17.57,5.6236
Rat_education_Francisca,power_active_kw,ridge_regression,8.9885,19.04,25.52,-25.39,6.9447
Rat_education_Gricelda,power_active_kw,ridge_regression,6.2407,29.0,37.34,-22.35,5.1021
Rat_education_Guillermo,power_active_kw,ridge_regression,12.1442,15.92,22.17,-28.21,9.2985
Rat_education_Humberto,power_active_kw,ridge_regression,23.4064,66.51,121.39,-45.21,20.1843
Rat_education_Imelda,power_active_kw,ridge_regression,0.0609,2.95,3.89,-24.12,0.05
Rat_education_Irma,power_active_kw,ridge_regression,8.1013,17.01,20.71,-17.89,5.9199
Rat_education_Jacob,power_active_kw,ridge_regression,5.373,13.48,24.86,-45.75,4.4442
Rat_education_Jame,power_active_kw,ridge_regression,7.6512,15.2,23.22,-34.56,6.2126
Rat_education_Jeanne,power_active_kw,ridge_regression,5.6892,15.46,18.32,-15.57,4.0852
Rat_education_Jena,power_active_kw,ridge_regression,15.7608,13.48,14.28,-5.6,12.6987
Rat_education_Jesse,power_active_kw,seasonal_naive_168h,0.5171,6.42,6.42,201.76,2.1162
Rat_education_Kandice,power_active_kw,ridge_regression,20.6424,45.69,78.22,-41.58,14.2089
Rat_education_Kathryn,power_active_kw,ridge_regression,41.6127,11.39,13.1,-13.07,29.3266
Rat_education_Keith,power_active_kw,ridge_regression,12.9709,15.28,21.84,-30.03,10.2935
Rat_education_Kelsey,power_active_kw,ridge_regression,17.0143,22.43,29.03,-22.75,12.083
Rat_education_Lee,power_active_kw,ridge_regression,41.8253,14.78,19.92,-25.8,31.3195
Rat_education_Leonardo,power_active_kw,ridge_regression,14.2767,23.54,33.15,-28.98,10.8972
Rat_education_Lincoln,power_active_kw,ridge_regression,16.5515,15.44,19.53,-20.94,13.3935
Rat_education_Liz,power_active_kw,ridge_regression,19.1358,22.7,25.02,-9.28,15.2165
Rat_education_Lonnie,power_active_kw,ridge_regression,9.4108,26.18,28.1,-6.81,7.5435
Rat_education_Lynn,power_active_kw,ridge_regression,12.673,16.01,23.86,-32.89,9.9105
Rat_education_Marcos,power_active_kw,ridge_regression,17.9418,11.45,18.5,-38.1,13.9035
Rat_education_Marianna,power_active_kw,ridge_regression,10.656,21.69,27.02,-19.73,8.0796
Rat_education_Maricela,power_active_kw,ridge_regression,12.6766,14.29,21.94,-34.88,10.8406
Rat_education_Marvin,power_active_kw,ridge_regression,9.3957,27.82,36.43,-23.63,6.2141
Rat_education_Mavis,power_active_kw,ridge_regression,57.9055,118.2,179.31,-34.08,58.5543
Rat_education_Meghan,power_active_kw,ridge_regression,6.9353,22.72,26.12,-13.03,5.2968
Rat_education_Milagros,power_active_kw,ridge_regression,11.2327,18.41,22.66,-18.75,8.4888
Rat_education_Mona,power_active_kw,ridge_regression,7.919,15.05,15.8,-4.72,5.9786
Rat_education_Morton,power_active_kw,ridge_regression,13.8043,15.2,19.62,-22.54,11.2915
Rat_education_Mose,power_active_kw,ridge_regression,7.8432,24.76,26.91,-7.99,5.7293
Rat_education_Nellie,power_active_kw,ridge_regression,40.1749,16.02,19.04,-15.84,31.4365
Rat_education_Nona,power_active_kw,ridge_regression,10.9835,20.66,34.8,-40.63,7.604
Rat_education_Nydia,power_active_kw,ridge_regression,15.2556,13.51,18.11,-25.43,11.0026
Rat_education_Pat,power_active_kw,seasonal_naive_168h,0.602,2.12,2.12,277.96,3.4276
Rat_education_Patty,power_active_kw,ridge_regression,6.1735,20.44,22.94,-10.89,4.8096
Rat_education_Paula,power_active_kw,ridge_regression,15.0565,15.09,23.27,-35.17,12.264
Rat_education_Renee,power_active_kw,ridge_regression,2.597,19.66,24.0,-18.09,2.0624
Rat_education_Robyn,power_active_kw,ridge_regression,19.2101,18.03,28.44,-36.63,15.1336
Rat_education_Rogelio,power_active_kw,ridge_regression,13.0109,14.66,23.74,-38.28,8.5611
Rat_education_Rosalyn,power_active_kw,ridge_regression,8.2944,17.33,25.39,-31.77,6.6093
Rat_education_Royal,power_active_kw,ridge_regression,4.8985,11.69,14.07,-16.92,3.2911
Rat_education_Salvatore,power_active_kw,ridge_regression,6.9638,11.83,16.25,-27.16,5.1594
Rat_education_Shellie,power_active_kw,ridge_regression,6.7718,15.68,21.54,-27.21,5.0859
Rat_education_Sherwood,power_active_kw,ridge_regression,11.8682,17.92,21.34,-16.01,8.8911
Rat_education_Sina,power_active_kw,ridge_regression,16.8285,9.85,18.1,-45.59,13.6935
Rat_education_Stuart,power_active_kw,ridge_regression,6.3475,17.49,36.64,-52.27,4.7922
Rat_education_Tania,power_active_kw,ridge_regression,37.6293,24.62,32.86,-25.08,23.8644
Rat_education_Terese,power_active_kw,ridge_regression,11.5887,14.68,17.93,-18.14,8.3939
Rat_education_Theo,power_active_kw,seasonal_naive_168h,46.5397,22.95,22.95,31.97,64.7248
Rat_education_Tim,power_active_kw,ridge_regression,5.2127,15.12,20.1,-24.78,3.9383
Rat_education_Ulrike,power_active_kw,ridge_regression,12.3807,15.05,21.16,-28.87,9.8737
Rat_education_Verna,power_active_kw,ridge_regression,9.1933,17.13,20.95,-18.24,6.9388
Rat_education_Vicky,power_active_kw,ridge_regression,28.5398,20.93,22.8,-8.22,19.6584
Rat_education_Willie,power_active_kw,ridge_regression,29.452,23.41,28.04,-16.52,22.3224
Rat_education_Wilmer,power_active_kw,ridge_regression,13.3015,17.94,31.04,-42.19,10.5267
Rat_education_Winnie,power_active_kw,ridge_regression,12.6748,22.07,31.42,-29.78,8.4638
Rat_education_Yu,power_active_kw,ridge_regression,10.1652,15.21,21.92,-30.61,7.9924
Rat_education_Zina,power_active_kw,ridge_regression,7.6335,24.26,24.92,-2.66,6.3637
Rat_education_Zoe,power_active_kw,ridge_regression,12.8522,16.96,23.92,-29.07,10.5932
Rat_office_Adele,power_active_kw,ridge_regression,70.3909,20.6,26.17,-21.25,45.589
Rat_office_Annis,power_active_kw,seasonal_naive_168h,2.3407,11.98,11.98,19.74,2.1761
Rat_office_Arron,power_active_kw,ridge_regression,5.3232,14.01,15.53,-9.82,4.1024
Rat_office_Avis,power_active_kw,ridge_regression,138.2471,26.42,52.26,-49.45,86.1867
Rat_office_Chris,power_active_kw,ridge_regression,49.205,8.5,12.83,-33.77,31.6719
Rat_office_Colby,power_active_kw,ridge_regression,194.2716,18.25,22.47,-18.78,103.6986
Rat_office_Craig,power_active_kw,ridge_regression,10.3375,6.85,8.37,-18.22,8.3654
Rat_office_Jacinta,power_active_kw,ridge_regression,14.2659,10.06,17.78,-43.43,9.5499
Rat_office_Jamal,power_active_kw,seasonal_naive_168h,78.1067,29.16,29.16,53.38,174.5275
Rat_office_Jeannie,power_active_kw,ridge_regression,6.7511,27.02,29.22,-7.5,5.4251
Rat_office_Jessica,power_active_kw,ridge_regression,57.6323,12.26,15.89,-22.85,44.2118
Rat_office_Jill,power_active_kw,ridge_regression,251.3045,85.21,91.38,-6.75,177.2473
Rat_office_Kasey,power_active_kw,ridge_regression,16.4649,27.14,31.41,-13.58,12.2381
Rat_office_Lora,power_active_kw,ridge_regression,79.8583,29.49,34.17,-13.72,51.1733
Rat_office_Loyd,power_active_kw,ridge_regression,6.232,18.12,22.81,-20.58,4.5306
Rat_office_Mei,power_active_kw,ridge_regression,2.0108,16.65,21.92,-24.06,1.613
Rat_office_Olivia,power_active_kw,ridge_regression,8.6654,21.56,23.47,-8.15,6.6278
Rat_office_Ramiro,power_active_kw,ridge_regression,1.108,4.09,4.64,-11.73,0.9421
Rat_office_Randy,power_active_kw,ridge_regression,10.2823,18.9,20.32,-7.01,7.1014
Rat_office_Ronald,power_active_kw,ridge_regression,8.9103,23.38,32.41,-27.84,6.9151
Rat_office_Rosemary,power_active_kw,ridge_regression,2.5979,20.51,23.49,-12.67,2.204
Rat_office_Sammy,power_active_kw,ridge_regression,7.5154,17.73,30.07,-41.04,6.3161
Rat_office_Tracy,power_active_kw,ridge_regression,1.6235,12.68,14.7,-13.72,1.3531
Robin_education_Audrea,power_active_kw,ridge_regression,30.556,18.06,26.46,-31.74,29.1578
Robin_education_Billi,power_active_kw,seasonal_naive_168h,5.0177,20.56,20.56,15.31,3.4975
Robin_education_Cecilia,power_active_kw,ridge_regression,10.7849,22.26,22.51,-1.14,9.9877
Robin_education_Della,power_active_kw,ridge_regression,1.572,35.46,44.52,-20.34,1.2441
Robin_education_Derick,power_active_kw,ridge_regression,33.0841,8.62,11.03,-21.87,24.8599
Robin_education_Derrick,power_active_kw,ridge_regression,25.0961,9.2,10.15,-9.34,17.7133
Robin_education_Jasper,power_active_kw,ridge_regression,8.5889,6.76,9.54,-29.21,6.6784
Robin_education_Julius,power_active_kw,ridge_regression,33.7715,11.8,12.08,-2.33,27.6111
Robin_education_Karyl,power_active_kw,ridge_regression,11.3766,15.17,16.63,-8.79,9.9443
Robin_education_Kiera,power_active_kw,ridge_regression,11.456,19.08,20.39,-6.4,7.5123
Robin_education_Kristopher,power_active_kw,ridge_regression,10.4864,11.02,13.98,-21.17,7.7496
Robin_education_Lashandra,power_active_kw,ridge_regression,10.5853,14.55,19.96,-27.11,8.2528
Robin_education_Leslie,power_active_kw,ridge_regression,52.4609,9.02,10.9,-17.29,31.3204
Robin_education_Lizbeth,power_active_kw,ridge_regression,8.6679,10.04,11.33,-11.42,6.8731
Robin_education_Madeline,power_active_kw,ridge_regression,14.8844,6.76,7.47,-9.56,8.7598
Robin_education_Margarito,power_active_kw,ridge_regression,24.7106,7.05,8.99,-21.59,19.9199
Robin_education_Megan,power_active_kw,ridge_regression,17.0293,8.91,10.61,-16.03,12.8269
Robin_education_Mercedes,power_active_kw,ridge_regression,25.199,13.65,20.39,-33.04,20.8724
Robin_education_So,power_active_kw,ridge_regression,22.6517,7.24,7.47,-3.04,12.4701
Robin_education_Takako,power_active_kw,seasonal_naive_168h,4.9048,19.6,19.6,77.69,9.9089
Robin_education_Terrance,power_active_kw,ridge_regression,15.2416,7.84,8.59,-8.82,12.0863
Robin_education_Zenia,power_active_kw,seasonal_naive_168h,9.4307,7.17,7.17,2.26,7.8303
Robin_office_Addie,power_active_kw,ridge_regression,2.9028,21.75,23.03,-5.57,2.1423
Robin_office_Adolph,power_active_kw,ridge_regression,2.9349,16.39,18.46,-11.21,2.3082
Robin_office_Antonina,power_active_kw,ridge_regression,19.8614,8.04,8.22,-2.19,12.9546
Robin_office_Dina,power_active_kw,ridge_regression,3.6675,16.56,17.85,-7.23,2.5443
Robin_office_Donald,power_active_kw,ridge_regression,17.6417,13.38,17.04,-21.46,14.2782
Robin_office_Gayle,power_active_kw,ridge_regression,8.7209,20.84,22.94,-9.15,5.8154
Robin_office_Lindsay,power_active_kw,ridge_regression,5.2009,12.21,14.18,-13.88,3.5218
Robin_office_Maryann,power_active_kw,ridge_regression,16.4418,10.28,10.32,-0.38,13.0899
Robin_office_Sammie,power_active_kw,ridge_regression,7.4878,12.63,15.86,-20.4,5.9671
Robin_office_Saul,power_active_kw,ridge_regression,4.4377,15.27,26.03,-41.35,3.2048
Robin_office_Serena,power_active_kw,ridge_regression,8.3072,18.63,20.31,-8.3,7.1766
Robin_office_Shirlene,power_active_kw,ridge_regression,4.5044,19.97,22.62,-11.7,3.0582
Robin_office_Soledad,power_active_kw,ridge_regression,2.717,23.89,29.89,-20.06,2.0907
Robin_office_Victor,power_active_kw,ridge_regression,7.1123,18.65,18.74,-0.48,4.3184
Robin_office_Wai,power_active_kw,seasonal_naive_168h,2.3377,8.87,8.87,60.54,9.0369
Robin_office_Zelma,power_active_kw,ridge_regression,8.1346,14.49,15.52,-6.64,4.4442
Wolf_education_Anisa,power_active_kw,ridge_regression,87.0502,49.03,69.99,-29.95,65.137
Wolf_education_Arnulfo,power_active_kw,ridge_regression,9.1021,34.23,48.53,-29.47,5.6944
Wolf_education_Bobby,power_active_kw,ridge_regression,26.414,35.03,48.12,-27.19,16.9454
Wolf_education_Cheryl,power_active_kw,ridge_regression,28.872,33.27,46.35,-28.23,16.1388
Wolf_education_Clarissa,power_active_kw,ridge_regression,7.8027,21.14,28.21,-25.05,5.1518
Wolf_education_Cody,power_active_kw,ridge_regression,15.5265,87.98,121.57,-27.63,8.589
Wolf_education_Dolores,power_active_kw,ridge_regression,9.2565,36.48,51.32,-28.91,5.5993
Wolf_education_Dorris,power_active_kw,ridge_regression,35.7708,14.66,17.67,-17.02,27.2517
Wolf_education_Eulalia,power_active_kw,ridge_regression,19.1002,39.48,51.35,-23.13,13.2912
Wolf_education_Joaquin,power_active_kw,ridge_regression,5.3029,9.79,13.85,-29.32,3.9631
Wolf_education_Josefa,power_active_kw,ridge_regression,2.366,43.17,60.18,-28.26,1.3053
Wolf_education_Katie,power_active_kw,ridge_regression,4.9638,29.3,38.46,-23.82,3.1212
Wolf_education_Laurinda,power_active_kw,ridge_regression,45.2623,33.97,41.05,-17.25,29.4776
Wolf_education_Loren,power_active_kw,ridge_regression,35.1894,22.87,31.37,-27.09,22.8264
Wolf_education_Miguel,power_active_kw,ridge_regression,9.3635,39.95,53.23,-24.94,5.2771
Wolf_education_Roderick,power_active_kw,ridge_regression,1.5092,42.93,56.27,-23.71,1.3053
Wolf_education_Tammie,power_active_kw,ridge_regression,11.0654,19.65,23.01,-14.61,6.513
Wolf_education_Tori,power_active_kw,ridge_regression,59.7337,23.76,28.66,-17.12,39.2247
Wolf_education_Ursula,power_active_kw,ridge_regression,27.8551,31.65,38.3,-17.38,21.0281
Wolf_education_Vivian,power_active_kw,ridge_regression,17.5887,33.69,49.09,-31.38,10.905
Wolf_office_Bobbie,power_active_kw,ridge_regression,5.0813,28.82,38.95,-26.01,3.0626
Wolf_office_Cary,power_active_kw,ridge_regression,28.4077,17.55,23.1,-24.01,20.159
Wolf_office_Darleen,power_active_kw,ridge_regression,8.0279,29.38,38.09,-22.86,5.0534
Wolf_office_Elisabeth,power_active_kw,ridge_regression,6.136,6.43,9.35,-31.26,4.6528
Wolf_office_Emanuel,power_active_kw,ridge_regression,3.8126,35.47,49.41,-28.21,2.343
Wolf_office_Haydee,power_active_kw,ridge_regression,3.1653,51.76,74.95,-30.94,1.8757
Wolf_office_Joana,power_active_kw,ridge_regression,2.4071,23.35,34.43,-32.18,1.5929
Wolf_office_Nadia,power_active_kw,ridge_regression,9.1559,18.71,26.58,-29.59,5.0962
Wolf_office_Rochelle,power_active_kw,ridge_regression,4.7855,43.39,52.43,-17.23,2.9337
