entity_id,detector,start,end,duration_h,peak_score,peak_ts,scope,type,group,matches_label
Bull_office_Rob,profile_band+profile_band_sustained,2017-02-20 06:00:00,2017-02-20 20:00:00,15,10.429930280686863,2017-02-20 10:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-02-20 20:00:00,2017-02-20 20:00:00,1,4.089100229326858,2017-02-20 20:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-02-26 03:00:00,2017-02-26 06:00:00,4,3.2564855774424224,2017-02-26 07:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-03-03 02:00:00,2017-03-03 05:00:00,4,2.6882397051061564,2017-03-03 06:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-03-04 00:00:00,2017-03-04 05:00:00,6,3.258749947193351,2017-03-04 05:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band+profile_band_sustained,2017-03-22 20:00:00,2017-03-23 05:00:00,10,24.41865232468065,2017-03-23 03:00:00,interval,after_hours,A,True
Bull_office_Rob,profile_band_sustained+profile_band,2017-03-24 21:00:00,2017-03-25 10:00:00,14,6.60535778246045,2017-03-25 02:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-03-24 23:00:00,2017-03-24 23:00:00,1,4.721435316336167,2017-03-24 23:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained+profile_band,2017-03-26 19:00:00,2017-03-27 07:00:00,13,5.994694960212201,2017-03-27 03:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-03-26 19:00:00,2017-03-26 19:00:00,1,4.009472847999761,2017-03-26 19:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-03-26 23:00:00,2017-03-26 23:00:00,1,5.7894736842105265,2017-03-26 23:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-03-28 02:00:00,2017-03-28 05:00:00,4,2.608195280489832,2017-03-28 07:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-04-01 11:00:00,2017-04-01 16:00:00,6,3.0875738454291413,2017-04-01 16:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-04-01 13:00:00,2017-04-01 13:00:00,1,4.251335696094904,2017-04-01 13:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-04-20 07:00:00,2017-04-20 07:00:00,1,17.390923906504646,2017-04-20 07:00:00,point,spike,A,False
Bull_office_Rob,profile_band_sustained,2017-04-20 07:00:00,2017-04-20 07:00:00,1,2.9720376223349594,2017-04-20 12:00:00,interval,sustained_high,A,False
Bull_office_Rob,profile_band_sustained,2017-04-21 00:00:00,2017-04-21 05:00:00,6,2.8524377408826016,2017-04-21 05:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-04-26 02:00:00,2017-04-26 05:00:00,4,3.4288882612338516,2017-04-26 05:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-04-26 03:00:00,2017-04-26 03:00:00,1,4.29675594925831,2017-04-26 03:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-05-13 00:00:00,2017-05-13 06:00:00,7,2.771724797759487,2017-05-13 05:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-05-16 09:00:00,2017-05-16 09:00:00,1,4.148783977110157,2017-05-16 09:00:00,point,spike,A,False
Bull_office_Rob,profile_band_sustained,2017-05-16 09:00:00,2017-05-16 14:00:00,6,3.6539613570435674,2017-05-16 14:00:00,interval,sustained_high,A,False
Bull_office_Rob,profile_band,2017-05-16 12:00:00,2017-05-16 13:00:00,2,4.468085106382978,2017-05-16 13:00:00,point,spike,A,False
Bull_office_Rob,profile_band_sustained+profile_band,2017-05-20 11:00:00,2017-05-21 12:00:00,26,10.43824701195219,2017-05-20 17:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-05-20 12:00:00,2017-05-20 12:00:00,1,4.205607476635514,2017-05-20 12:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-05-20 22:00:00,2017-05-20 23:00:00,2,23.382346328521965,2017-05-20 23:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-05-21 02:00:00,2017-05-21 02:00:00,1,5.211974050500963,2017-05-21 02:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-05-23 02:00:00,2017-05-23 03:00:00,2,2.5616635527763,2017-05-23 06:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band+profile_band_sustained,2017-05-27 08:00:00,2017-05-27 18:00:00,11,18.542483094542817,2017-05-27 10:00:00,interval,after_hours,A,True
Bull_office_Rob,profile_band,2017-07-04 06:00:00,2017-07-04 06:00:00,1,7.294492658043177,2017-07-04 06:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-07-24 03:00:00,2017-07-24 05:00:00,3,2.593594155818281,2017-07-24 07:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-08-08 13:00:00,2017-08-08 13:00:00,1,54.38509316770186,2017-08-08 13:00:00,point,spike,A,False
Bull_office_Rob,profile_band_sustained,2017-08-08 13:00:00,2017-08-08 13:00:00,1,8.945220110992153,2017-08-08 18:00:00,interval,sustained_high,A,False
Bull_office_Rob,profile_band_sustained+profile_band,2017-08-29 21:00:00,2017-08-30 07:00:00,11,6.7449075947659525,2017-08-29 22:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-09-03 18:00:00,2017-09-03 22:00:00,5,3.070844228285354,2017-09-03 22:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-09-03 19:00:00,2017-09-03 19:00:00,1,5.0359712230215825,2017-09-03 19:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-09-03 22:00:00,2017-09-03 22:00:00,1,4.271844660194175,2017-09-03 22:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-09-04 06:00:00,2017-09-04 06:00:00,1,5.9753086419753085,2017-09-04 06:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-09-05 21:00:00,2017-09-06 07:00:00,11,4.232569992871628,2017-09-06 03:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-09-05 22:00:00,2017-09-05 22:00:00,1,6.702751922298665,2017-09-05 22:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-09-06 02:00:00,2017-09-06 03:00:00,2,4.630071599045346,2017-09-06 02:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-09-06 22:00:00,2017-09-06 22:00:00,1,6.61844057736409,2017-09-06 22:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-09-06 22:00:00,2017-09-06 22:00:00,1,2.738152408893292,2017-09-07 03:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-09-16 00:00:00,2017-09-16 06:00:00,7,3.8784272027686595,2017-09-16 05:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-09-16 01:00:00,2017-09-16 01:00:00,1,4.547677261613691,2017-09-16 01:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-09-16 04:00:00,2017-09-16 04:00:00,1,4.122137404580152,2017-09-16 04:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-09-17 18:00:00,2017-09-17 22:00:00,5,4.601551038412222,2017-09-17 23:00:00,interval,after_hours,A,True
Bull_office_Rob,profile_band,2017-09-17 22:00:00,2017-09-17 22:00:00,1,16.73361939170698,2017-09-17 22:00:00,point,after_hours,A,True
Bull_office_Rob,profile_band_sustained+profile_band,2017-10-09 06:00:00,2017-10-09 20:00:00,15,14.154488517745301,2017-10-09 12:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-10-17 20:00:00,2017-10-18 07:00:00,12,3.3267759661451834,2017-10-18 02:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-10-18 01:00:00,2017-10-18 01:00:00,1,4.459770114942529,2017-10-18 01:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-11-07 19:00:00,2017-11-07 19:00:00,1,4.7272727272727275,2017-11-07 19:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained,2017-11-07 19:00:00,2017-11-08 06:00:00,12,3.617406755086094,2017-11-08 06:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-11-08 01:00:00,2017-11-08 01:00:00,1,4.651162790697675,2017-11-08 01:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band_sustained+profile_band,2017-11-10 06:00:00,2017-11-11 06:00:00,25,13.212083700335658,2017-11-10 10:00:00,interval,after_hours,A,False
Bull_office_Rob,profile_band,2017-11-10 06:00:00,2017-11-10 06:00:00,1,7.544303797468355,2017-11-10 06:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-11-10 23:00:00,2017-11-10 23:00:00,1,4.512820512820513,2017-11-10 23:00:00,point,after_hours,A,False
Bull_office_Rob,profile_band,2017-11-20 11:00:00,2017-11-20 11:00:00,1,32.61213720316623,2017-11-20 11:00:00,point,spike,A,False
