event_id,group,module,entity_id,key,type,severity,rule_or_model,start,end,detected_at,duration_h,actual_mean,expected_mean,deviation_pct,peak_z,excess_kwh,reference_window,score,n_merged,match,matched_case_id
IC-00369,A_consumption,M2_cooling,Peacock_office_Julian,cooling_kw,high_consumption,warning,iforest_ctx,2017-09-12 10:00:00,2017-09-12 12:00:00,2017-09-12 12:00:00,3,73.758,14.915,394.52,,176.5,month cross-fit (other 11 months of 2017),0.6224,1,false_positive,
IC-00370,A_consumption,M2_cooling,Peacock_office_Julian,cooling_kw,high_consumption,warning,iforest_ctx,2017-09-20 14:00:00,2017-09-20 16:00:00,2017-09-20 16:00:00,3,124.584,20.254,515.11,,313.0,month cross-fit (other 11 months of 2017),0.6323,1,false_positive,
IC-00371,A_consumption,M2_cooling,Peacock_office_Julian,cooling_kw,high_consumption,warning,iforest_ctx,2017-09-25 07:00:00,2017-09-25 18:00:00,2017-09-25 09:00:00,12,173.167,16.434,953.71,,1880.8,month cross-fit (other 11 months of 2017),0.7376,1,false_positive,
IC-00372,A_consumption,M2_cooling,Peacock_office_Julian,cooling_kw,high_consumption,warning,iforest_ctx,2017-09-26 07:00:00,2017-09-26 18:00:00,2017-09-26 09:00:00,12,146.484,16.434,791.35,,1560.6,month cross-fit (other 11 months of 2017),0.7299,1,false_positive,
IC-00373,A_consumption,M2_cooling,Peacock_office_Julian,cooling_kw,high_consumption,warning,iforest_ctx,2017-09-27 07:00:00,2017-09-27 18:00:00,2017-09-27 09:00:00,12,154.681,16.434,841.23,,1659.0,month cross-fit (other 11 months of 2017),0.7276,1,false_positive,
IC-00374,A_consumption,M2_cooling,Peacock_office_Julian,cooling_kw,off_hours_run,warning,iforest_ctx,2017-10-04 18:00:00,2017-10-04 21:00:00,2017-10-04 20:00:00,4,46.204,6.222,642.59,,159.9,month cross-fit (other 11 months of 2017),0.6128,1,false_positive,
IC-00375,A_consumption,M2_cooling,Peacock_office_Julian,cooling_kw,high_consumption,warning,iforest_ctx,2017-10-05 10:00:00,2017-10-05 12:00:00,2017-10-05 12:00:00,3,95.073,20.238,369.77,,224.5,month cross-fit (other 11 months of 2017),0.6485,1,false_positive,
IC-00376,A_consumption,M2_cooling,Peacock_office_Julian,cooling_kw,off_hours_run,warning,iforest_ctx,2017-10-08 19:00:00,2017-10-08 22:00:00,2017-10-08 21:00:00,4,102.852,0.053,193960.38,,411.2,month cross-fit (other 11 months of 2017),0.7139,1,false_positive,
IC-00377,A_consumption,M2_cooling,Peacock_office_Julian,cooling_kw,spike,warning,iforest_ctx,2017-10-09 07:00:00,2017-10-09 07:00:00,2017-10-09 07:00:00,1,141.979,22.198,539.6,,119.8,month cross-fit (other 11 months of 2017),0.7195,1,false_positive,
IC-00378,DQ_quality,M2_cooling,Peacock_office_Julian,cooling_kw,data_loss,warning,dq_gap>=3h,2017-12-12 02:00:00,2017-12-12 06:00:00,2017-12-12 04:00:00,5,,,,,,,,1,natural,
IC-00379,DQ_quality,M2_cooling,Peacock_office_Julian,cooling_kw,data_loss,warning,dq_gap>=3h,2017-12-13 02:00:00,2017-12-13 06:00:00,2017-12-13 04:00:00,5,,,,,,,,1,natural,
IC-00380,DQ_quality,M2_cooling,Peacock_office_Julian,cooling_kw,data_loss,warning,dq_gap>=3h,2017-12-19 03:00:00,2017-12-19 06:00:00,2017-12-19 05:00:00,4,,,,,,,,1,natural,
IC-00381,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-01-10 08:00:00,2017-01-10 10:00:00,2017-01-10 10:00:00,3,84.527,77.06,9.69,,22.4,month cross-fit (other 11 months of 2017),0.5933,1,false_positive,
IC-00382,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-01-10 17:00:00,2017-01-10 19:00:00,2017-01-10 19:00:00,3,81.547,58.13,40.28,,70.2,month cross-fit (other 11 months of 2017),0.6166,1,false_positive,
IC-00383,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,iforest_ctx,2017-01-27 09:00:00,2017-01-27 12:00:00,2017-01-27 11:00:00,4,77.482,41.945,84.72,,142.1,month cross-fit (other 11 months of 2017),0.6147,1,false_positive,
IC-00384,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,iforest_ctx,2017-01-30 09:00:00,2017-01-30 17:00:00,2017-01-30 11:00:00,9,80.432,42.388,89.75,,342.4,month cross-fit (other 11 months of 2017),0.6253,1,false_positive,
IC-00385,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,iforest_ctx,2017-01-31 09:00:00,2017-01-31 17:00:00,2017-01-31 11:00:00,9,79.121,42.388,86.66,,330.6,month cross-fit (other 11 months of 2017),0.6711,1,false_positive,
IC-00386,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,iforest_ctx,2017-03-20 22:00:00,2017-03-21 00:00:00,2017-03-21 00:00:00,3,165.116,39.972,313.08,,375.4,month cross-fit (other 11 months of 2017),0.725,1,true_positive,SYN-M1-05-01
IC-00387,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,iforest_ctx,2017-05-01 12:00:00,2017-05-01 19:00:00,2017-05-01 14:00:00,8,79.521,43.27,83.78,,290.0,month cross-fit (other 11 months of 2017),0.7186,1,false_positive,
IC-00388,DQ_quality,M1_power,Rat_office_Loyd,power_active_kw,data_loss,warning,dq_gap>=3h,2017-05-19 21:00:00,2017-05-20 11:00:00,2017-05-19 23:00:00,15,,,,,,,,1,true_positive,SYN-M1-05-04
IC-00389,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-06-13 06:00:00,2017-06-13 08:00:00,2017-06-13 08:00:00,3,74.71,53.563,39.48,,63.4,month cross-fit (other 11 months of 2017),0.6179,1,false_positive,
IC-00390,DQ_quality,M1_power,Rat_office_Loyd,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-06-18 02:00:00,2017-06-18 18:00:00,2017-06-18 05:00:00,17,42.68,,,,,,,1,true_positive,SYN-M1-05-05
IC-00391,DQ_quality,M1_power,Rat_office_Loyd,power_active_kw,data_loss,warning,dq_gap>=3h,2017-06-27 00:00:00,2017-06-27 23:00:00,2017-06-27 02:00:00,24,,,,,,,,1,natural,
IC-00392,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,spike,warning,iforest_ctx,2017-07-04 11:00:00,2017-07-04 11:00:00,2017-07-04 11:00:00,1,223.74,82.12,172.45,,141.6,month cross-fit (other 11 months of 2017),0.704,1,true_positive,SYN-M1-05-06
IC-00393,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-07-20 06:00:00,2017-07-20 08:00:00,2017-07-20 08:00:00,3,69.503,53.655,29.54,,47.5,month cross-fit (other 11 months of 2017),0.6155,1,false_positive,
IC-00394,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,spike,warning,iforest_ctx,2017-07-24 07:00:00,2017-07-24 08:00:00,2017-07-24 08:00:00,2,93.19,59.295,57.16,,67.8,month cross-fit (other 11 months of 2017),0.6856,1,false_positive,
IC-00395,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-08-03 14:00:00,2017-08-03 17:00:00,2017-08-03 16:00:00,4,100.278,74.632,34.36,,102.6,month cross-fit (other 11 months of 2017),0.6135,1,false_positive,
IC-00396,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,spike,warning,iforest_ctx,2017-08-06 20:00:00,2017-08-06 20:00:00,2017-08-06 20:00:00,1,74.271,42.56,74.51,,31.7,month cross-fit (other 11 months of 2017),0.6598,1,true_positive,SYN-M1-05-07
IC-00397,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,iforest_ctx,2017-08-07 00:00:00,2017-08-07 09:00:00,2017-08-07 02:00:00,10,70.258,45.924,52.99,,244.4,month cross-fit (other 11 months of 2017),0.6824,1,true_positive,SYN-M1-05-07
IC-00398,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-08-16 15:00:00,2017-08-16 21:00:00,2017-08-16 17:00:00,7,87.433,59.752,46.33,,193.8,month cross-fit (other 11 months of 2017),0.6333,1,false_positive,
IC-00399,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-08-17 07:00:00,2017-08-17 20:00:00,2017-08-17 09:00:00,14,94.102,67.669,39.06,,317.3,month cross-fit (other 11 months of 2017),0.7093,2,false_positive,
IC-00400,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-08-18 07:00:00,2017-08-18 20:00:00,2017-08-18 09:00:00,14,95.156,69.529,36.86,,358.8,month cross-fit (other 11 months of 2017),0.6987,1,false_positive,
IC-00401,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-08-22 07:00:00,2017-08-22 21:00:00,2017-08-22 09:00:00,15,92.905,65.813,41.16,,352.2,month cross-fit (other 11 months of 2017),0.7113,2,false_positive,
IC-00402,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,baseload_rise,warning,iforest_ctx,2017-08-23 03:00:00,2017-08-27 09:00:00,2017-08-23 05:00:00,103,83.755,52.127,60.67,,3257.7,month cross-fit (other 11 months of 2017),0.7231,1,true_positive,SYN-M1-05-08
IC-00403,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-09-14 08:00:00,2017-09-14 17:00:00,2017-09-14 10:00:00,10,104.934,76.881,36.49,,280.5,month cross-fit (other 11 months of 2017),0.6496,1,false_positive,
IC-00404,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-09-21 15:00:00,2017-09-21 18:00:00,2017-09-21 17:00:00,4,98.905,68.908,43.53,,120.0,month cross-fit (other 11 months of 2017),0.6464,1,false_positive,
IC-00405,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-09-25 08:00:00,2017-09-25 12:00:00,2017-09-25 10:00:00,5,100.294,77.267,29.8,,115.1,month cross-fit (other 11 months of 2017),0.6339,1,false_positive,
IC-00406,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,iforest_ctx,2017-09-26 15:00:00,2017-09-26 18:00:00,2017-09-26 17:00:00,4,99.192,68.908,43.95,,121.1,month cross-fit (other 11 months of 2017),0.6377,1,false_positive,
IC-00407,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,iforest_ctx,2017-09-27 21:00:00,2017-09-27 23:00:00,2017-09-27 23:00:00,3,66.89,41.058,62.92,,77.5,month cross-fit (other 11 months of 2017),0.6292,1,false_positive,
IC-00408,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-01-08 12:00:00,2017-01-08 17:00:00,2017-01-08 14:00:00,6,121.073,65.69,84.31,,332.3,month cross-fit (other 11 months of 2017),0.6901,1,false_positive,
IC-00409,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-01-09 07:00:00,2017-01-09 07:00:00,2017-01-09 07:00:00,1,110.05,84.819,29.75,,25.2,month cross-fit (other 11 months of 2017),0.6581,1,false_positive,
IC-00410,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-01-12 10:00:00,2017-01-12 12:00:00,2017-01-12 12:00:00,3,148.325,107.707,37.71,,121.9,month cross-fit (other 11 months of 2017),0.6563,1,false_positive,
IC-00411,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-01-31 09:00:00,2017-01-31 18:00:00,2017-01-31 11:00:00,10,109.257,64.451,69.52,,358.5,month cross-fit (other 11 months of 2017),0.7156,2,false_positive,
IC-00412,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-02-02 10:00:00,2017-02-02 10:00:00,2017-02-02 10:00:00,1,130.865,106.945,22.37,,23.9,month cross-fit (other 11 months of 2017),0.6605,1,false_positive,
IC-00413,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-03-01 10:00:00,2017-03-01 10:00:00,2017-03-01 10:00:00,1,138.533,107.076,29.38,,31.5,month cross-fit (other 11 months of 2017),0.6537,1,false_positive,
IC-00414,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-03-05 14:00:00,2017-03-05 17:00:00,2017-03-05 16:00:00,4,100.907,65.191,54.79,,142.9,month cross-fit (other 11 months of 2017),0.6001,1,false_positive,
IC-00415,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-03-11 16:00:00,2017-03-11 18:00:00,2017-03-11 18:00:00,3,96.183,62.801,53.16,,100.1,month cross-fit (other 11 months of 2017),0.6179,1,false_positive,
IC-00416,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-03-17 10:00:00,2017-03-17 11:00:00,2017-03-17 10:00:00,2,212.094,107.932,96.51,,208.3,month cross-fit (other 11 months of 2017),0.7402,1,true_positive,SYN-M1-06-01
IC-00417,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-03-21 11:00:00,2017-03-21 11:00:00,2017-03-21 11:00:00,1,138.533,108.787,27.34,,29.7,month cross-fit (other 11 months of 2017),0.6547,1,false_positive,
IC-00418,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-04-04 12:00:00,2017-04-04 14:00:00,2017-04-04 14:00:00,3,126.238,109.156,15.65,,51.2,month cross-fit (other 11 months of 2017),0.615,1,false_positive,
IC-00419,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-04-09 07:00:00,2017-04-09 08:00:00,2017-04-09 07:00:00,2,107.032,63.322,69.03,,87.4,month cross-fit (other 11 months of 2017),0.6915,1,false_positive,
IC-00420,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-04-09 11:00:00,2017-04-09 17:00:00,2017-04-09 13:00:00,7,114.975,65.958,74.32,,343.1,month cross-fit (other 11 months of 2017),0.7212,1,false_positive,
IC-00421,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-05-01 10:00:00,2017-05-01 19:00:00,2017-05-01 12:00:00,10,110.701,64.979,70.36,,457.2,month cross-fit (other 11 months of 2017),0.7063,1,false_positive,
IC-00422,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-05-07 03:00:00,2017-05-07 03:00:00,2017-05-07 03:00:00,1,103.249,58.371,76.88,,44.9,month cross-fit (other 11 months of 2017),0.6715,1,true_positive,SYN-M1-06-03
IC-00423,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-05-07 07:00:00,2017-05-08 03:00:00,2017-05-07 09:00:00,21,111.493,62.736,77.72,,1023.9,month cross-fit (other 11 months of 2017),0.7267,1,true_positive,SYN-M1-06-03
IC-00424,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-05-09 07:00:00,2017-05-09 09:00:00,2017-05-09 09:00:00,3,134.038,92.937,44.22,,123.3,month cross-fit (other 11 months of 2017),0.6252,1,true_positive,SYN-M1-06-03
IC-00425,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-05-09 14:00:00,2017-05-10 12:00:00,2017-05-09 16:00:00,23,108.773,79.154,37.42,,681.2,month cross-fit (other 11 months of 2017),0.6471,1,true_positive,SYN-M1-06-03
IC-00426,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-05-10 16:00:00,2017-05-10 19:00:00,2017-05-10 18:00:00,4,105.593,80.591,31.02,,100.0,month cross-fit (other 11 months of 2017),0.628,1,true_positive,SYN-M1-06-03
IC-00427,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-05-12 18:00:00,2017-05-12 20:00:00,2017-05-12 20:00:00,3,98.208,67.306,45.91,,92.7,month cross-fit (other 11 months of 2017),0.6184,1,true_positive,SYN-M1-06-03
IC-00428,DQ_quality,M1_power,Wolf_office_Nadia,power_active_kw,data_loss,warning,dq_gap>=3h,2017-05-31 17:00:00,2017-06-01 05:00:00,2017-05-31 19:00:00,13,,,,,,,,1,true_positive,SYN-M1-06-04
IC-00429,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-06-03 13:00:00,2017-06-03 18:00:00,2017-06-03 15:00:00,6,111.488,63.38,75.9,,288.6,month cross-fit (other 11 months of 2017),0.6871,1,false_positive,
IC-00430,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-06-04 07:00:00,2017-06-04 18:00:00,2017-06-04 09:00:00,12,108.837,63.392,71.69,,545.3,month cross-fit (other 11 months of 2017),0.7005,1,false_positive,
IC-00431,DQ_quality,M1_power,Wolf_office_Nadia,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-06-07 21:00:00,2017-06-08 18:00:00,2017-06-08 00:00:00,22,63.868,,,,,,,1,true_positive,SYN-M1-06-05
IC-00432,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-06-10 09:00:00,2017-06-10 13:00:00,2017-06-10 11:00:00,5,118.028,64.261,83.67,,268.8,month cross-fit (other 11 months of 2017),0.627,1,false_positive,
IC-00433,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-07-03 21:00:00,2017-07-03 22:00:00,2017-07-03 21:00:00,2,166.57,62.201,167.79,,208.7,month cross-fit (other 11 months of 2017),0.7312,1,true_positive,SYN-M1-06-06
IC-00434,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-07-04 07:00:00,2017-07-04 09:00:00,2017-07-04 09:00:00,3,111.353,93.412,19.21,,53.8,month cross-fit (other 11 months of 2017),0.6219,1,true_positive,SYN-M1-06-06
IC-00435,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-07-09 07:00:00,2017-07-09 09:00:00,2017-07-09 09:00:00,3,104.534,62.388,67.55,,126.4,month cross-fit (other 11 months of 2017),0.5911,1,false_positive,
IC-00436,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-08-05 07:00:00,2017-08-05 10:00:00,2017-08-05 09:00:00,4,104.056,63.127,64.84,,163.7,month cross-fit (other 11 months of 2017),0.6195,1,false_positive,
IC-00437,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-08-06 07:00:00,2017-08-06 17:00:00,2017-08-06 09:00:00,11,109.166,63.955,70.69,,497.3,month cross-fit (other 11 months of 2017),0.696,1,false_positive,
IC-00438,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-08-22 07:00:00,2017-08-22 11:00:00,2017-08-22 09:00:00,5,130.903,99.475,31.59,,157.1,month cross-fit (other 11 months of 2017),0.6383,1,true_positive,SYN-M1-06-08
IC-00439,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-08-24 17:00:00,2017-08-24 19:00:00,2017-08-24 19:00:00,3,99.133,74.101,33.78,,75.1,month cross-fit (other 11 months of 2017),0.6213,1,true_positive,SYN-M1-06-08
IC-00440,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-08-25 07:00:00,2017-08-25 09:00:00,2017-08-25 09:00:00,3,124.715,93.534,33.34,,93.5,month cross-fit (other 11 months of 2017),0.6222,1,true_positive,SYN-M1-06-08
IC-00441,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-09-02 09:00:00,2017-09-02 16:00:00,2017-09-02 11:00:00,8,114.489,65.026,76.07,,395.7,month cross-fit (other 11 months of 2017),0.667,1,false_positive,
IC-00442,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-09-10 07:00:00,2017-09-10 14:00:00,2017-09-10 09:00:00,8,114.042,64.442,76.97,,396.8,month cross-fit (other 11 months of 2017),0.6927,1,false_positive,
IC-00443,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-10-01 09:00:00,2017-10-01 18:00:00,2017-10-01 11:00:00,10,108.527,64.574,68.07,,439.5,month cross-fit (other 11 months of 2017),0.6608,1,false_positive,
IC-00444,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-10-07 11:00:00,2017-10-07 12:00:00,2017-10-07 11:00:00,2,118.63,65.493,81.13,,106.3,month cross-fit (other 11 months of 2017),0.6758,1,false_positive,
IC-00445,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-10-07 15:00:00,2017-10-07 17:00:00,2017-10-07 17:00:00,3,106.945,64.512,65.78,,127.3,month cross-fit (other 11 months of 2017),0.6394,1,false_positive,
IC-00446,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-10-31 08:00:00,2017-10-31 08:00:00,2017-10-31 08:00:00,1,106.022,93.683,13.17,,12.3,month cross-fit (other 11 months of 2017),0.6766,1,false_positive,
IC-00447,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-11-04 07:00:00,2017-11-04 13:00:00,2017-11-04 09:00:00,7,112.679,64.746,74.03,,335.5,month cross-fit (other 11 months of 2017),0.6641,1,false_positive,
IC-00448,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-11-05 07:00:00,2017-11-05 09:00:00,2017-11-05 09:00:00,3,97.142,63.44,53.12,,101.1,month cross-fit (other 11 months of 2017),0.635,1,false_positive,
IC-00449,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-11-12 09:00:00,2017-11-12 18:00:00,2017-11-12 11:00:00,10,111.091,64.773,71.51,,463.2,month cross-fit (other 11 months of 2017),0.6196,1,false_positive,
IC-00450,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,iforest_ctx,2017-11-20 12:00:00,2017-11-20 13:00:00,2017-11-20 12:00:00,2,129.889,109.116,19.04,,41.5,month cross-fit (other 11 months of 2017),0.6687,1,false_positive,
IC-00451,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,iforest_ctx,2017-12-09 07:00:00,2017-12-09 09:00:00,2017-12-09 09:00:00,3,96.446,63.804,51.16,,97.9,month cross-fit (other 11 months of 2017),0.6169,1,false_positive,
IC-00452,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-12-12 16:00:00,2017-12-12 18:00:00,2017-12-12 18:00:00,3,118.24,85.341,38.55,,98.7,month cross-fit (other 11 months of 2017),0.6106,1,false_positive,
IC-00453,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,baseload_rise,warning,iforest_ctx,2017-12-20 06:00:00,2017-12-21 05:00:00,2017-12-20 08:00:00,24,110.356,81.011,36.22,,704.3,month cross-fit (other 11 months of 2017),0.6412,1,false_positive,
IC-00454,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,iforest_ctx,2017-12-21 08:00:00,2017-12-21 11:00:00,2017-12-21 10:00:00,4,125.326,103.343,21.27,,87.9,month cross-fit (other 11 months of 2017),0.6505,1,false_positive,
