event_id,group,module,entity_id,key,type,severity,rule_or_model,start,end,detected_at,duration_h,actual_mean,expected_mean,deviation_pct,peak_z,excess_kwh,reference_window,score,n_merged,match,matched_case_id
LG-00552,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-10-02 00:00:00,2017-10-02 05:00:00,2017-10-02 02:00:00,6,46.613,34.863,33.7,6.81,70.5,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00553,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,lgbm_quantile_band,2017-10-02 13:00:00,2017-10-02 19:00:00,2017-10-02 15:00:00,7,86.807,54.263,59.97,5.41,227.8,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00554,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-10-03 00:00:00,2017-10-03 03:00:00,2017-10-03 02:00:00,4,46.205,29.491,56.67,4.39,66.9,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00555,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,lgbm_quantile_band,2017-10-03 10:00:00,2017-10-03 12:00:00,2017-10-03 12:00:00,3,104.397,67.143,55.48,3.75,111.8,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00556,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-11-30 17:00:00,2017-11-30 20:00:00,2017-11-30 19:00:00,4,64.943,53.261,21.93,4.45,46.7,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00557,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-12-16 16:00:00,2017-12-16 18:00:00,2017-12-16 18:00:00,3,51.407,41.867,22.79,5.42,28.6,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00558,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-12-17 10:00:00,2017-12-17 16:00:00,2017-12-17 12:00:00,7,49.53,40.732,21.6,4.9,61.6,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00559,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-12-30 17:00:00,2017-12-30 19:00:00,2017-12-30 19:00:00,3,55.623,47.478,17.16,3.7,24.4,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00560,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-01-08 12:00:00,2017-01-08 14:00:00,2017-01-08 14:00:00,3,128.358,59.427,115.99,4.15,206.8,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00561,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-01-10 00:00:00,2017-01-10 04:00:00,2017-01-10 02:00:00,5,71.164,57.956,22.79,4.75,66.0,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00562,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-02-11 00:00:00,2017-02-11 02:00:00,2017-02-11 02:00:00,3,66.433,56.199,18.21,4.14,30.7,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00563,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-02-11 17:00:00,2017-02-11 20:00:00,2017-02-11 19:00:00,4,82.821,59.514,39.16,5.92,93.2,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00564,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-03-11 16:00:00,2017-03-11 18:00:00,2017-03-11 18:00:00,3,96.183,58.732,63.77,3.97,112.4,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00565,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,lgbm_quantile_band,2017-03-17 10:00:00,2017-03-17 11:00:00,2017-03-17 10:00:00,2,212.094,105.666,100.72,7.12,212.9,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-01
LG-00566,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-04-01 20:00:00,2017-04-01 22:00:00,2017-04-01 22:00:00,3,70.742,56.896,24.34,4.04,41.5,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00567,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-04-05 20:00:00,2017-04-06 04:00:00,2017-04-05 22:00:00,9,91.297,60.44,51.05,11.98,277.7,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-02
LG-00568,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-04-09 21:00:00,2017-04-09 23:00:00,2017-04-09 23:00:00,3,71.081,56.859,25.01,5.16,42.7,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00569,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,baseload_rise,warning,lgbm_cusum_night_residual,2017-05-07 00:00:00,2017-05-13 23:00:00,2017-05-08 04:00:00,168,85.93,59.407,44.65,,,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-03
LG-00570,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-05-07 03:00:00,2017-05-07 09:00:00,2017-05-07 05:00:00,7,110.536,59.224,86.64,17.36,359.2,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-03
LG-00571,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-05-07 19:00:00,2017-05-08 06:00:00,2017-05-07 21:00:00,12,87.909,60.322,45.73,8.4,331.0,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-03
LG-00572,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-05-08 19:00:00,2017-05-09 07:00:00,2017-05-08 21:00:00,13,95.003,63.156,50.43,12.33,414.0,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-03
LG-00573,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-05-09 18:00:00,2017-05-10 07:00:00,2017-05-09 20:00:00,14,95.996,64.801,48.14,11.61,436.7,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-03
LG-00574,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-05-10 18:00:00,2017-05-11 06:00:00,2017-05-10 20:00:00,13,88.231,61.952,42.42,9.81,341.6,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-03
LG-00575,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-05-11 19:00:00,2017-05-12 06:00:00,2017-05-11 21:00:00,12,85.563,63.283,35.21,8.43,267.4,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-03
LG-00576,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-05-12 17:00:00,2017-05-13 04:00:00,2017-05-12 19:00:00,12,92.24,62.257,48.16,12.09,359.8,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-03
LG-00577,DQ_quality,M1_power,Wolf_office_Nadia,power_active_kw,data_loss,warning,dq_gap>=3h,2017-05-31 17:00:00,2017-06-01 05:00:00,2017-05-31 19:00:00,13,,,,,,,,1,true_positive,SYN-M1-06-04
LG-00578,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-06-04 11:00:00,2017-06-04 13:00:00,2017-06-04 13:00:00,3,127.747,74.137,72.31,3.56,160.8,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00579,DQ_quality,M1_power,Wolf_office_Nadia,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-06-07 21:00:00,2017-06-08 18:00:00,2017-06-08 00:00:00,22,63.868,,,,,,,1,true_positive,SYN-M1-06-05
LG-00580,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-06-10 09:00:00,2017-06-10 11:00:00,2017-06-10 11:00:00,3,119.789,68.982,73.65,3.74,152.4,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00581,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,spike,warning,lgbm_quantile_band,2017-07-03 21:00:00,2017-07-03 21:00:00,2017-07-03 21:00:00,1,268.115,61.629,335.05,67.01,206.5,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-06
LG-00582,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-07-09 05:00:00,2017-07-09 15:00:00,2017-07-09 07:00:00,11,103.28,71.17,45.12,5.8,353.2,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00583,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-07-09 19:00:00,2017-07-09 21:00:00,2017-07-09 21:00:00,3,72.029,60.264,19.52,3.99,35.3,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00584,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-07-25 20:00:00,2017-07-26 03:00:00,2017-07-25 22:00:00,8,85.095,64.525,31.88,7.12,164.6,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-07
LG-00585,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-08-19 18:00:00,2017-08-20 05:00:00,2017-08-19 20:00:00,12,77.945,58.046,34.28,8.76,238.8,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-08
LG-00586,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,baseload_rise,warning,lgbm_cusum_night_residual,2017-08-20 00:00:00,2017-08-25 23:00:00,2017-08-21 04:00:00,144,81.419,61.172,33.1,,,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-08
LG-00587,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-08-20 20:00:00,2017-08-21 07:00:00,2017-08-20 22:00:00,12,83.072,61.858,34.29,8.2,254.6,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-08
LG-00588,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-08-21 19:00:00,2017-08-22 08:00:00,2017-08-21 21:00:00,14,90.372,70.815,27.62,6.94,273.8,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-08
LG-00589,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-08-22 16:00:00,2017-08-23 06:00:00,2017-08-22 18:00:00,15,90.074,68.889,30.75,6.96,317.8,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-08
LG-00590,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-08-23 12:00:00,2017-08-24 07:00:00,2017-08-23 14:00:00,20,102.787,78.115,31.58,7.99,493.4,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-08
LG-00591,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-08-24 16:00:00,2017-08-25 08:00:00,2017-08-24 18:00:00,17,93.861,72.503,29.46,6.84,363.1,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-08
LG-00592,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-08-25 17:00:00,2017-08-26 06:00:00,2017-08-25 19:00:00,14,84.922,63.874,32.95,8.17,294.7,month cross-fit (other 11 months of 2017),,1,true_positive,SYN-M1-06-08
LG-00593,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-09-27 20:00:00,2017-09-28 04:00:00,2017-09-27 22:00:00,9,76.791,63.116,21.67,4.81,123.1,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00594,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-09-29 00:00:00,2017-09-29 05:00:00,2017-09-29 02:00:00,6,76.1,61.75,23.24,4.76,86.1,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00595,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-09-30 19:00:00,2017-09-30 23:00:00,2017-09-30 21:00:00,5,73.259,56.232,30.28,5.69,85.1,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00596,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,high_consumption,warning,lgbm_quantile_band,2017-12-12 15:00:00,2017-12-12 17:00:00,2017-12-12 17:00:00,3,142.64,102.421,39.27,5.88,120.7,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00597,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-12-19 18:00:00,2017-12-20 06:00:00,2017-12-19 20:00:00,13,96.755,64.405,50.23,11.13,420.5,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00598,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,baseload_rise,warning,lgbm_cusum_night_residual,2017-12-20 00:00:00,2017-12-20 23:00:00,2017-12-20 04:00:00,24,94.493,61.466,53.73,,,month cross-fit (other 11 months of 2017),,1,false_positive,
LG-00599,A_consumption,M1_power,Wolf_office_Nadia,power_active_kw,off_hours_run,warning,lgbm_quantile_band,2017-12-20 18:00:00,2017-12-21 05:00:00,2017-12-20 20:00:00,12,93.946,63.242,48.55,8.1,368.4,month cross-fit (other 11 months of 2017),,1,false_positive,
